id,DOI,year,journal,discipline,citations,relative citation score
49067801,10.1016/B978-0-12-396456-4.00009-2,2012,PROGRESS IN MOLECULAR BIOLOGY AND TRANSLATIONAL SCIENCE,Biomedical Research,26,0.925
49077944,10.1158/0008-5472.CAN-11-3892,2012,CANCER RESEARCH,Clinical Medicine,264,10.215
48907236,10.5435/JAAOS-20-08-S59,2012,JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,Clinical Medicine,8,0.546
50309534,10.1177/2211068212457161,2013,JALA,Clinical Medicine,5,0.304
50309535,10.1177/2211068212458265,2013,JALA,Clinical Medicine,1,0.061
50310701,10.1016/j.biomaterials.2013.01.062,2013,BIOMATERIALS,Biomedical Research,36,1.954
50332467,10.1177/0022034513483771,2013,JOURNAL OF DENTAL RESEARCH,Clinical Medicine,15,1.461
50333925,10.1089/ten.tec.2012.0021,2013,TISSUE ENGINEERING PART C-METHODS,Biomedical Research,10,0.408
47410492,10.1021/pr200551e,2011,JOURNAL OF PROTEOME RESEARCH,Biomedical Research,8,0.257
49352054,10.1016/j.bbcan.2012.04.008,2012,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biomedical Research,80,2.846
49352387,10.1016/j.jbiomech.2012.08.017,2012,JOURNAL OF BIOMECHANICS,Biomedical Research,28,1.731
50372641,10.1016/j.cell.2013.03.021,2013,CELL,Biomedical Research,467,19.306
48139317,10.1158/1940-6207.CAPR-11-0370,2012,CANCER PREVENTION RESEARCH,Clinical Medicine,409,15.826
48139341,10.1093/carcin/bgr316,2012,CARCINOGENESIS,Clinical Medicine,19,0.735
48139453,10.1158/0008-5472.CAN-11-0943,2012,CANCER RESEARCH,Clinical Medicine,18,0.696
50389671,10.1101/gad.214049.113,2013,GENES & DEVELOPMENT,Biomedical Research,19,0.781
50406715,10.1016/j.jaut.2012.12.004,2013,JOURNAL OF AUTOIMMUNITY,Clinical Medicine,35,1.691
50218183,10.1016/j.jconrel.2012.12.029,2013,JOURNAL OF CONTROLLED RELEASE,Clinical Medicine,48,2.992
50407500,10.1371/journal.pone.0061873,2013,PLOS ONE,Biomedical Research,48,1.874
50409075,10.1002/macp.201200591,2013,MACROMOLECULAR CHEMISTRY AND PHYSICS,Chemistry,5,0.332
50409871,10.1158/1078-0432.CCR-12-3283,2013,CLINICAL CANCER RESEARCH,Clinical Medicine,86,3.832
50238207,10.1016/j.chembiol.2013.01.015,2013,CHEMISTRY & BIOLOGY,Biomedical Research,7,0.289
48407629,10.1002/pros.21477,2012,PROSTATE,Clinical Medicine,3,0.217
48407636,10.1002/pros.21474,2012,PROSTATE,Clinical Medicine,10,0.723
48627789,10.1371/journal.pone.0035222,2012,PLOS ONE,Biomedical Research,2,0.064
48651423,10.1007/s00439-012-1148-4,2012,HUMAN GENETICS,Biomedical Research,8,0.292
50563270,10.1002/term.539,2013,JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE,Biomedical Research,8,0.449
49081425,10.1016/j.juro.2012.05.014,2012,JOURNAL OF UROLOGY,Clinical Medicine,12,0.868
48407650,10.1002/pros.21500,2012,PROSTATE,Clinical Medicine,13,0.94
48407655,10.1002/pros.21489,2012,PROSTATE,Clinical Medicine,10,0.723
49253282,10.1172/JCI62727,2012,JOURNAL OF CLINICAL INVESTIGATION,Clinical Medicine,56,2.801
49265326,10.1093/annonc/mds078,2012,ANNALS OF ONCOLOGY,Clinical Medicine,22,0.851
50392046,10.1002/pros.22630,2013,PROSTATE,Clinical Medicine,26,2.169
50392048,10.1002/pros.22632,2013,PROSTATE,Clinical Medicine,7,0.584
49570692,10.1093/hmg/dds370,2012,HUMAN MOLECULAR GENETICS,Biomedical Research,28,1.023
50223586,10.1038/nrurol.2013.8,2013,NATURE REVIEWS UROLOGY,Clinical Medicine,10,0.834
50225797,10.1089/ten.tea.2012.0227,2013,TISSUE ENGINEERING PART A,Biomedical Research,10,0.408
48356552,10.1021/ac300190j,2012,ANALYTICAL CHEMISTRY,Chemistry,53,3.148
50446798,10.1016/B978-0-12-407681-5.00002-7,2013,ADVANCES IN CLINICAL CHEMISTRY,Clinical Medicine,4,0.243
50972419,10.1016/j.actbio.2013.06.013,2013,ACTA BIOMATERIALIA,Engineering and Technology,29,1.366
50456150,10.1016/j.str.2013.03.003,2013,STRUCTURE,Biomedical Research,29,1.199
50464539,10.1158/1078-0432.CCR-12-3049,2013,CLINICAL CANCER RESEARCH,Clinical Medicine,18,0.802
51030394,10.1016/j.ctrv.2013.01.008,2013,CANCER TREATMENT REVIEWS,Clinical Medicine,31,1.381
49628617,10.1158/1541-7786.MCR-12-0314,2012,MOLECULAR CANCER RESEARCH,Clinical Medicine,24,0.929
50481976,10.1097/FTD.0b013e318286dd3f,2013,THERAPEUTIC DRUG MONITORING,Clinical Medicine,12,0.748
51128117,10.3892/ijo.2013.2022,2013,INTERNATIONAL JOURNAL OF ONCOLOGY,Clinical Medicine,1,0.045
50490684,10.1109/TBME.2013.2241430,2013,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,Biomedical Research,12,0.674
47556585,10.1007/s11095-011-0608-1,2011,PHARMACEUTICAL RESEARCH,Clinical Medicine,73,3.615
47606138,10.1186/1476-4598-3-29,2004,MOLECULAR CANCER,Clinical Medicine,203,3.981
47653970,10.1371/journal.pone.0027178,2011,PLOS ONE,Biomedical Research,12,0.291
47677871,10.1016/j.molcel.2011.09.024,2011,MOLECULAR CELL,Biomedical Research,47,1.429
47677875,10.1016/j.molcel.2011.10.012,2011,MOLECULAR CELL,Biomedical Research,42,1.277
47687531,10.1007/s11051-011-0632-4,2011,JOURNAL OF NANOPARTICLE RESEARCH,Engineering and Technology,10,0.386
46678957,10.1111/j.1464-410X.2010.09662.x,2011,BJU INTERNATIONAL,Clinical Medicine,15,0.886
46680138,10.1016/j.urolonc.2009.03.031,2011,UROLOGIC ONCOLOGY,Clinical Medicine,8,0.473
46692054,10.1002/cncr.25810,2011,CANCER,Clinical Medicine,6,0.196
50511313,10.1007/s10585-012-9561-6,2013,CLINICAL & EXPERIMENTAL METASTASIS,Clinical Medicine,35,1.559
50977363,10.1002/pros.22699,2013,PROSTATE,Clinical Medicine,17,1.418
50520812,10.1148/radiol.13121454,2013,RADIOLOGY,Clinical Medicine,113,9.2
50469435,10.1038/pcan.2013.4,2013,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,37,3.087
48991186,10.1007/s10856-012-4677-4,2012,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,Engineering and Technology,12,0.513
50520813,10.1148/radiol.13121319,2013,RADIOLOGY,Clinical Medicine,56,4.559
47699122,10.1097/PPO.0b013e31823e69ac,2011,CANCER JOURNAL,Clinical Medicine,48,1.567
47699189,10.1088/0957-4484/22/50/505101,2011,NANOTECHNOLOGY,Engineering and Technology,2,0.077
50560612,10.1038/cr.2013.37,2013,CELL RESEARCH,Biomedical Research,52,2.122
50562039,10.1074/jbc.M112.431056,2013,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,19,0.785
50580129,10.1118/1.4803499,2013,MEDICAL PHYSICS,Clinical Medicine,5,0.407
50581263,10.1346/CCMN.2013.0610101,2013,CLAYS AND CLAY MINERALS,Earth and Space,5,0.372
50611026,10.1016/j.nucmedbio.2013.03.001,2013,NUCLEAR MEDICINE AND BIOLOGY,Clinical Medicine,20,1.628
50626523,10.1371/journal.pone.0064503,2013,PLOS ONE,Biomedical Research,9,0.351
50634843,10.1016/j.biomaterials.2013.04.024,2013,BIOMATERIALS,Biomedical Research,36,1.954
50635538,10.1371/journal.pone.0066024,2013,PLOS ONE,Biomedical Research,7,0.273
50635785,10.1158/1541-7786.MCR-12-0710,2013,MOLECULAR CANCER RESEARCH,Clinical Medicine,20,0.891
50637666,10.1007/s10456-013-9344-y,2013,ANGIOGENESIS,Clinical Medicine,15,0.842
49103141,10.1371/journal.pone.0043295,2012,PLOS ONE,Biomedical Research,20,0.64
50977369,10.1002/pros.22709,2013,PROSTATE,Clinical Medicine,24,2.002
48908910,10.4049/jimmunol.1201271,2012,JOURNAL OF IMMUNOLOGY,Clinical Medicine,16,0.682
50988931,10.1530/ERC-12-0285,2013,ENDOCRINE-RELATED CANCER,Clinical Medicine,36,1.604
50647959,10.1002/mc.21888,2013,MOLECULAR CARCINOGENESIS,Clinical Medicine,29,1.292
48920215,10.1158/0008-5472.CAN-11-2928,2012,CANCER RESEARCH,Clinical Medicine,29,1.122
51058226,10.1002/dneu.22086,2013,DEVELOPMENTAL NEUROBIOLOGY,Clinical Medicine,4,0.205
50669386,10.1016/j.neuron.2013.03.030,2013,NEURON,Clinical Medicine,23,1.176
50693585,10.1530/ERC-12-0328,2013,ENDOCRINE-RELATED CANCER,Clinical Medicine,30,1.337
50698402,10.1089/ten.tea.2012.0288,2013,TISSUE ENGINEERING PART A,Biomedical Research,17,0.694
50702498,10.2337/db12-1233,2013,DIABETES,Clinical Medicine,24,1.201
50316208,10.1089/ten.teb.2012.0252,2013,TISSUE ENGINEERING PART B-REVIEWS,Biomedical Research,19,0.775
50324363,10.1158/1541-7786.MCR-12-0551,2013,MOLECULAR CANCER RESEARCH,Clinical Medicine,44,1.96
50337646,10.1016/j.canlet.2012.12.014,2013,CANCER LETTERS,Clinical Medicine,2,0.089
50707734,10.1091/mbc.E12-07-0527,2013,MOLECULAR BIOLOGY OF THE CELL,Biomedical Research,17,0.694
50708120,10.1091/mbc.E12-07-0537,2013,MOLECULAR BIOLOGY OF THE CELL,Biomedical Research,41,1.673
51003327,10.1007/s11427-013-4522-0,2013,SCIENCE CHINA-LIFE SCIENCES,Biomedical Research,3,0.117
51067166,10.1016/j.cell.2013.08.025,2013,CELL,Biomedical Research,180,7.441
50731563,10.1371/journal.pone.0060664,2013,PLOS ONE,Biomedical Research,12,0.468
50732503,10.1016/j.ajpath.2013.04.002,2013,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,7,0.525
50346831,10.1517/13543784.2013.772979,2013,EXPERT OPINION ON INVESTIGATIONAL DRUGS,Clinical Medicine,30,1.87
51003706,10.1177/0883911512472278,2013,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,Chemistry,8,0.532
50732509,10.1016/j.ajpath.2013.03.011,2013,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,24,1.801
50353317,10.1002/pros.22613,2013,PROSTATE,Clinical Medicine,5,0.417
50743488,10.1161/CIRCULATIONAHA.113.002203,2013,CIRCULATION,Clinical Medicine,33,1.852
50752678,10.1016/j.urolonc.2011.04.009,2013,UROLOGIC ONCOLOGY,Clinical Medicine,20,1.668
50771485,10.1016/j.humimm.2013.04.008,2013,HUMAN IMMUNOLOGY,Clinical Medicine,6,0.29
48780769,10.3892/or.2012.1832,2012,ONCOLOGY REPORTS,Clinical Medicine,15,0.58
48782520,10.1084/jem.20112446,2012,JOURNAL OF EXPERIMENTAL MEDICINE,Clinical Medicine,45,1.918
50375292,10.1002/ijc.27996,2013,INTERNATIONAL JOURNAL OF CANCER,Clinical Medicine,28,1.247
48819985,10.1002/pmic.201100626,2012,PROTEOMICS,Biomedical Research,6,0.213
50793096,10.4161/onci.24385,2013,ONCOIMMUNOLOGY,Clinical Medicine,2,0.089
48829095,10.1007/s11095-012-0737-1,2012,PHARMACEUTICAL RESEARCH,Clinical Medicine,18,0.968
48829522,10.1371/journal.pone.0041285,2012,PLOS ONE,Biomedical Research,14,0.448
50881409,10.1111/jsm.12215,2013,JOURNAL OF SEXUAL MEDICINE,Clinical Medicine,7,0.584
50885428,10.1016/j.ejca.2013.04.026,2013,EUROPEAN JOURNAL OF CANCER,Clinical Medicine,159,7.084
50886155,10.1002/cncr.28102,2013,CANCER,Clinical Medicine,15,0.668
50899544,10.1038/nm.3216,2013,NATURE MEDICINE,Biomedical Research,121,5.002
50918987,10.1158/2159-8290.CD-13-0146,2013,CANCER DISCOVERY,Clinical Medicine,20,0.891
50931864,10.1378/chest.12-2813,2013,CHEST,Clinical Medicine,53,2.702
50933217,10.1038/nrurol.2013.126,2013,NATURE REVIEWS UROLOGY,Clinical Medicine,43,3.587
50193659,10.1016/j.jconrel.2012.12.007,2013,JOURNAL OF CONTROLLED RELEASE,Clinical Medicine,26,1.621
50206832,10.1038/nrm3522,2013,NATURE REVIEWS MOLECULAR CELL BIOLOGY,Biomedical Research,354,14.634
50933741,10.4161/cbt.25088,2013,CANCER BIOLOGY & THERAPY,Clinical Medicine,22,0.98
48920274,10.1158/0008-5472.CAN-11-2724,2012,CANCER RESEARCH,Clinical Medicine,24,0.929
50432201,10.1093/bioinformatics/btt131,2013,BIOINFORMATICS,Biology,11,0.539
50944220,10.1038/pcan.2013.15,2013,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,0,0
50235017,10.1002/cncr.27791,2013,CANCER,Clinical Medicine,14,0.624
48920389,10.1158/0008-5472.CAN-11-3864,2012,CANCER RESEARCH,Clinical Medicine,114,4.411
50433854,10.1016/j.tibs.2013.01.004,2013,TRENDS IN BIOCHEMICAL SCIENCES,Biomedical Research,156,6.449
50443641,10.1210/jc.2012-3856,2013,JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,Clinical Medicine,13,0.65
51029223,10.1166/jbt.2013.1103,2013,JOURNAL OF BIOMATERIALS AND TISSUE ENGINEERING,Biomedical Research,13,0.53
51013200,10.2144/000114063,2013,BIOTECHNIQUES,Biomedical Research,14,0.579
50952672,10.1371/journal.pone.0071709,2013,PLOS ONE,Biomedical Research,34,1.327
51083809,10.1016/B978-0-12-407695-2.00005-6,2013,INTERNATIONAL REVIEW OF CELL AND MOLECULAR BIOLOGY,Biomedical Research,4,0.163
50961722,10.4161/chan.24224,2013,CHANNELS,Biomedical Research,11,0.455
50462159,10.1158/1055-9965.EPI-12-1238,2013,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,50,2.228
50469434,10.1038/pcan.2012.49,2013,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,16,1.335
47554641,10.3233/CBM-2011-0159,2011,CANCER BIOMARKERS,Clinical Medicine,2,0.065
47554642,10.3233/CBM-2011-0172,2011,CANCER BIOMARKERS,Clinical Medicine,9,0.294
47554643,10.3233/CBM-2011-0204,2011,CANCER BIOMARKERS,Clinical Medicine,2,0.065
47554912,10.2147/IJN.S25534,2011,INTERNATIONAL JOURNAL OF NANOMEDICINE,Clinical Medicine,41,2.03
47569474,10.1016/j.bbamcr.2011.07.015,2011,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,Biomedical Research,31,0.996
47586365,10.1016/j.juro.2011.09.040,2012,JOURNAL OF UROLOGY,Clinical Medicine,13,0.94
47690458,10.1126/scitranslmed.3003161,2011,SCIENCE TRANSLATIONAL MEDICINE,Biomedical Research,214,6.877
49458156,10.1016/B978-0-12-398342-8.00001-X,2012,ADVANCES IN CANCER RESEARCH,Clinical Medicine,17,0.658
51038437,10.2147/PPA.S32175,2013,PATIENT PREFERENCE AND ADHERENCE,Clinical Medicine,26,1.583
52339090,10.1016/j.bjps.2014.01.031,2014,JOURNAL OF PLASTIC RECONSTRUCTIVE AND AESTHETIC SURGERY,Clinical Medicine,36,4.219
51168398,10.1002/pros.22695,2013,PROSTATE,Clinical Medicine,5,0.417
51168399,10.1002/pros.22615,2013,PROSTATE,Clinical Medicine,2,0.167
52339248,10.1158/1078-0432.CCR-13-1863,2014,CLINICAL CANCER RESEARCH,Clinical Medicine,85,4.758
47572660,10.1038/nature10658,2011,NATURE,Biomedical Research,309,7.499
47572812,10.1073/pnas.1107489109,2011,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,16,0.388
51052932,10.1007/s12672-013-0152-z,2013,HORMONES & CANCER,Clinical Medicine,7,0.312
47685947,10.1038/nbt.2038,2011,NATURE BIOTECHNOLOGY,Biomedical Research,327,7.935
47685964,10.2217/EPI.11.101,2011,EPIGENOMICS,Biomedical Research,5,0.148
51169743,10.1002/jor.22432,2013,JOURNAL OF ORTHOPAEDIC RESEARCH,Clinical Medicine,9,0.73
51181704,10.1016/j.humpath.2013.05.005,2013,HUMAN PATHOLOGY,Clinical Medicine,24,1.801
47702038,10.4161/cbt.12.11.18136,2011,CANCER BIOLOGY & THERAPY,Clinical Medicine,15,0.49
50548367,10.1002/pros.22649,2013,PROSTATE,Clinical Medicine,24,2.002
47705539,10.1016/j.devcel.2011.09.014,2011,DEVELOPMENTAL CELL,Biomedical Research,44,1.337
47707296,10.1158/1055-9965.EPI-11-0434,2011,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,34,1.11
50549245,10.1186/2050-6511-14-11,2013,BMC PHARMACOLOGY & TOXICOLOGY,Clinical Medicine,7,0.436
47714012,10.1016/j.ajpath.2011.01.050,2011,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,12,0.628
47714087,10.1016/j.ajpath.2011.03.008,2011,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,46,2.409
47714119,10.1016/j.ajpath.2011.03.028,2011,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,71,3.718
47718902,10.1038/onc.2011.199,2011,ONCOGENE,Biomedical Research,31,0.918
47721802,10.1371/journal.pone.0028005,2011,PLOS ONE,Biomedical Research,72,1.747
47721863,10.1371/journal.pone.0028837,2011,PLOS ONE,Biomedical Research,8,0.194
47725491,10.1158/0008-5472.CAN-11-2170,2011,CANCER RESEARCH,Clinical Medicine,33,1.077
47744282,10.1074/jbc.M111.262915,2011,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,85,2.732
51001607,10.1007/s00280-013-2224-8,2013,CANCER CHEMOTHERAPY AND PHARMACOLOGY,Clinical Medicine,26,1.158
50652222,10.1038/ncomms2912,2013,NATURE COMMUNICATIONS,Biomedical Research,70,2.732
49172924,10.1007/s11999-012-2388-2,2012,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,Clinical Medicine,40,2.731
49479838,10.1038/pcan.2012.21,2012,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,16,1.157
49197744,10.1118/1.4711813,2012,MEDICAL PHYSICS,Clinical Medicine,11,0.762
49563076,10.1371/journal.pone.0050075,2012,PLOS ONE,Biomedical Research,22,0.704
50663075,10.1016/j.canlet.2013.03.012,2013,CANCER LETTERS,Clinical Medicine,14,0.624
49563923,10.1158/0008-5472.CAN-12-1335,2012,CANCER RESEARCH,Clinical Medicine,106,4.102
51062196,10.1001/jamainternmed.2013.6536,2013,JAMA INTERNAL MEDICINE,Clinical Medicine,36,2.191
50687812,10.1073/pnas.1303524110,2013,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,33,1.288
49530753,10.1371/journal.pone.0050217,2012,PLOS ONE,Biomedical Research,14,0.448
50695062,10.1038/ng.2650,2013,NATURE GENETICS,Biomedical Research,78,3.207
50345542,10.1016/j.yexcr.2013.02.008,2013,EXPERIMENTAL CELL RESEARCH,Biomedical Research,4,0.163
50718435,10.1053/j.seminoncol.2013.04.006,2013,SEMINARS IN ONCOLOGY,Clinical Medicine,18,0.802
50346539,10.1016/j.clinbiochem.2012.12.007,2013,CLINICAL BIOCHEMISTRY,Clinical Medicine,2,0.122
50718436,10.1053/j.seminoncol.2013.04.011,2013,SEMINARS IN ONCOLOGY,Clinical Medicine,14,0.624
50727321,10.1172/JCI66398,2013,JOURNAL OF CLINICAL INVESTIGATION,Clinical Medicine,131,7.974
51063690,10.1158/1535-7163.MCT-13-0208,2013,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,39,1.738
50354000,10.1517/14728222.2013.764990,2013,EXPERT OPINION ON THERAPEUTIC TARGETS,Clinical Medicine,62,3.865
51068542,10.1007/s10552-013-0257-2,2013,CANCER CAUSES & CONTROL,Clinical Medicine,2,0.089
50732929,10.1016/j.jsbmb.2012.09.033,2013,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,Biomedical Research,20,0.827
51071621,10.1117/1.JBO.18.8.087002,2013,JOURNAL OF BIOMEDICAL OPTICS,Physics,5,0.521
50736605,10.1016/j.juro.2013.01.096,2013,JOURNAL OF UROLOGY,Clinical Medicine,26,2.169
50744290,10.1016/j.injury.2012.11.012,2013,INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,Clinical Medicine,3,0.243
50754745,10.1158/2159-8290.CD-13-0050,2013,CANCER DISCOVERY,Clinical Medicine,253,11.272
51079307,10.1016/j.ijrobp.2013.05.019,2013,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,7,0.312
50757894,10.1002/jbm.b.32905,2013,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,Biomedical Research,17,0.955
50764023,10.1016/j.cviu.2012.11.011,2013,COMPUTER VISION AND IMAGE UNDERSTANDING,Engineering and Technology,8,0.922
48148727,10.2214/AJR.10.6387,2012,AMERICAN JOURNAL OF ROENTGENOLOGY,Clinical Medicine,11,0.762
50768183,10.1007/s10552-013-0241-x,2013,CANCER CAUSES & CONTROL,Clinical Medicine,0,0
48148808,10.1093/nar/gkr934,2012,NUCLEIC ACIDS RESEARCH,Biomedical Research,128,4.553
48148870,10.1371/journal.pone.0029416,2012,PLOS ONE,Biomedical Research,20,0.64
51079308,10.1016/j.ijrobp.2013.05.018,2013,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,5,0.223
50774700,10.1158/0008-5472.CAN-13-0080,2013,CANCER RESEARCH,Clinical Medicine,91,4.054
49568555,10.1371/journal.pone.0049144,2012,PLOS ONE,Biomedical Research,72,2.305
50082538,10.1002/ajmg.a.35760,2013,AMERICAN JOURNAL OF MEDICAL GENETICS PART A,Biomedical Research,66,2.714
50089615,10.1039/c3sm27559k,2013,SOFT MATTER,Engineering and Technology,32,1.507
50100794,10.1002/ijc.27927,2013,INTERNATIONAL JOURNAL OF CANCER,Clinical Medicine,16,0.713
50777995,10.1093/annonc/mdt107,2013,ANNALS OF ONCOLOGY,Clinical Medicine,247,11.005
50778735,10.1080/01635581.2013.789540,2013,NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,Clinical Medicine,18,0.802
50780196,10.3109/10520295.2012.754496,2013,BIOTECHNIC & HISTOCHEMISTRY,Biomedical Research,3,0.122
50783501,10.1158/1541-7786.MCR-12-0618,2013,MOLECULAR CANCER RESEARCH,Clinical Medicine,18,0.802
50787980,10.1089/ars.2012.5171,2013,ANTIOXIDANTS & REDOX SIGNALING,Biomedical Research,7,0.289
50808033,10.3109/02656736.2013.803607,2013,INTERNATIONAL JOURNAL OF HYPERTHERMIA,Clinical Medicine,17,1.384
49568571,10.1371/journal.pone.0049222,2012,PLOS ONE,Biomedical Research,15,0.48
49569504,10.1016/j.urology.2012.07.008,2012,UROLOGY,Clinical Medicine,0,0
48181758,10.1155/2012/303019,2012,EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,Clinical Medicine,5,0.412
48182678,10.1038/nrurol.2012.10,2012,NATURE REVIEWS UROLOGY,Clinical Medicine,30,2.169
50405290,10.1016/j.tins.2012.12.002,2013,TRENDS IN NEUROSCIENCES,Clinical Medicine,36,1.841
50830508,10.1186/1750-9378-6-25,2011,INFECTIOUS AGENTS AND CANCER,Clinical Medicine,6,0.196
48200070,10.1016/j.biomaterials.2011.12.030,2012,BIOMATERIALS,Biomedical Research,142,6.213
50116383,10.1371/journal.pone.0049721,2013,PLOS ONE,Biomedical Research,11,0.429
50116553,10.1371/journal.pgen.1003205,2013,PLOS GENETICS,Biomedical Research,10,0.411
50116585,10.1371/journal.pgen.1003279,2013,PLOS GENETICS,Biomedical Research,39,1.603
50118266,10.4049/jimmunol.1200856,2013,JOURNAL OF IMMUNOLOGY,Clinical Medicine,7,0.338
50119521,10.1038/ng.2526,2013,NATURE GENETICS,Biomedical Research,200,8.223
50838304,10.1074/jbc.M113.477216,2013,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,61,2.522
50127090,10.1172/JCI66666,2013,JOURNAL OF CLINICAL INVESTIGATION,Clinical Medicine,60,3.652
50129588,10.1016/j.ajpath.2012.11.017,2013,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,12,0.901
50129731,10.1021/mp3005325,2013,MOLECULAR PHARMACEUTICS,Clinical Medicine,48,2.992
50840520,10.1371/journal.pone.0068726,2013,PLOS ONE,Biomedical Research,27,1.054
50843540,10.1007/s10856-013-4939-9,2013,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,Engineering and Technology,16,0.754
50852081,10.1242/dmm.011494,2013,DISEASE MODELS & MECHANISMS,Clinical Medicine,7,0.525
50852974,10.1038/onc.2012.374,2013,ONCOGENE,Biomedical Research,12,0.493
50887961,10.1093/carcin/bgt126,2013,CARCINOGENESIS,Clinical Medicine,17,0.757
50909178,10.1021/mp4000844,2013,MOLECULAR PHARMACEUTICS,Clinical Medicine,5,0.312
50912707,10.1158/1535-7163.MCT-13-0027,2013,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,81,3.609
51011045,10.1038/onc.2012.431,2013,ONCOGENE,Biomedical Research,39,1.603
50220134,10.1002/ana.23793,2013,ANNALS OF NEUROLOGY,Clinical Medicine,26,1.33
49418919,10.1210/me.2012-1222,2012,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,19,0.797
51011048,10.1038/onc.2012.425,2013,ONCOGENE,Biomedical Research,83,3.412
50940011,10.1002/pros.22685,2013,PROSTATE,Clinical Medicine,18,1.502
50940017,10.1002/pros.22692,2013,PROSTATE,Clinical Medicine,15,1.251
51012080,10.1210/me.2013-1059,2013,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,17,0.851
50231022,10.1016/j.ijbiomac.2012.12.045,2013,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,Biomedical Research,20,0.827
48329945,10.1002/stem.1058,2012,STEM CELLS,Biomedical Research,143,4.926
50242778,10.1038/nrclinonc.2013.30,2013,NATURE REVIEWS CLINICAL ONCOLOGY,Clinical Medicine,46,2.049
48331062,10.1200/JCO.2011.36.5791,2012,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,79,3.057
51012158,10.1016/j.cell.2013.07.029,2013,CELL,Biomedical Research,121,5.002
48331227,10.1200/JCO.2010.33.7675,2012,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,114,4.411
50256506,10.1038/embor.2013.5,2013,EMBO REPORTS,Biomedical Research,79,3.266
51012655,10.1002/emmm.201202367,2013,EMBO MOLECULAR MEDICINE,Biomedical Research,87,3.396
51079310,10.1016/j.ijrobp.2013.06.003,2013,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,9,0.401
48928026,10.1074/jbc.R111.305508,2012,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,43,1.529
51080984,10.1007/s10456-013-9360-y,2013,ANGIOGENESIS,Clinical Medicine,14,0.786
48928041,10.1074/jbc.M112.388843,2012,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,15,0.534
51084603,10.1682/JRRD.2012.06.0121,2013,JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT,Health,6,0.711
51020135,10.1186/1479-5876-11-199,2013,JOURNAL OF TRANSLATIONAL MEDICINE,Biomedical Research,8,0.312
51087871,10.1242/jcs.131409,2013,JOURNAL OF CELL SCIENCE,Biomedical Research,6,0.245
