,doi
4478,10.4049/jimmunol.1001675
4480,10.1002/ijc.23414
4481,10.1002/ijc.23068
4482,10.1002/ijc.23071
4483,10.1016/j.bbrc.2008.12.110
4484,10.1210/me.2009-0421
4485,10.1021/ac1014194
4486,10.1186/1471-2407-11-62
4488,10.1007/s00216-007-1511-9
4489,10.1007/s11047-007-9056-6
4490,10.1117/12.810119
4491,10.1021/ac902067p
4493,10.1021/ac902068e
4494,10.1007/978-3-642-02649-2_8
4495,10.1063/1.3326333
4496,10.1117/12.810122
4497,10.1021/ac102239b
4498,10.1364/oe.18.023302
4499,10.1038/nmeth.1585
4500,10.1080/15567265.2010.502925
4501,10.1039/c0an00350f
4502,10.1007/978-3-642-17508-4_12
4503,10.1039/c0an00112k
4504,10.1021/ac1007128
4505,10.1039/c1an15112f
4506,10.1039/c1an15111h
4507,10.1093/carcin/bgr082
4508,10.1093/carcin/bgr187
4509,10.1210/en.2009-0577
4510,10.1677/erc-09-0106
4512,10.1152/ajpcell.00598.2008
4513,10.1074/jbc.m109.046847
4514,10.1203/pdr.0b013e31802d8a30
4515,10.1186/1750-9378-4-s1-s3
4516,10.1186/1750-9378-6-s2-s10
4517,10.1186/1750-9378-4-s1-s2
4518,10.1007/s10903-009-9231-1
4519,10.1007/s10903-008-9212-9
4520,10.1593/neo.11438
4521,10.1074/jbc.m110.132597
4522,10.1124/mol.107.042606
4523,10.1074/jbc.m109.058669
4524,10.1158/1535-7163.mct-10-0581
4525,10.1158/0008-5472.can-08-1488
4526,10.1109/tmech.2008.924044
4527,10.1007/978-3-540-85990-1_84
4528,10.1007/978-3-540-85990-1_61
4529,10.1210/me.2009-0092
4530,10.1002/pros.21128
4531,10.1371/journal.pgen.1001387
4533,10.1158/1055-9965.epi-09-0091
4534,10.1002/pros.20754
4535,10.1016/j.biocel.2009.11.001
4536,10.1142/9781848166585_0012
4537,10.1155/2010/610974
4538,10.1016/j.biocel.2010.09.008
4539,10.1158/1078-0432.ccr-08-0979
4540,10.1677/erc-09-0328
4541,10.1158/0008-5472.can-08-2308
4543,10.1074/jbc.m110.122226
4544,10.1210/er.2008-0028
4545,10.1124/mol.107.033894
4546,10.1074/jbc.m110.211292
4547,10.1038/onc.2009.30
4548,10.1002/ijc.26138
4549,10.1016/j.cell.2011.04.028
4550,10.1016/j.devcel.2009.03.004
4551,10.1016/j.cell.2007.06.027
4552,10.1002/cncr.23012
4553,10.1002/pros.20445
4554,10.1016/j.ijrobp.2008.06.019
4555,10.1118/1.3634043
4556,10.1016/j.radonc.2008.08.012
4557,10.1016/j.ijrobp.2007.01.038
4558,10.1016/j.ijrobp.2008.06.015
4559,10.1088/0031-9155/54/11/006
4560,10.1016/j.ijrobp.2008.12.069
4561,10.1118/1.3263618
4562,10.3233/xst-2009-0222
4563,10.1118/1.3085825
4564,10.1117/12.811345
4565,10.1016/s1007-0214(10)70013-4
4566,10.1118/1.2804924
4568,10.1117/12.772687
4569,10.1117/12.772051
4570,10.1117/12.772063
4571,10.1118/1.2936219
4572,10.1118/1.3285041
4573,10.1007/s10585-008-9226-7
4574,10.1093/jnci/djq044
4575,10.1158/0008-5472.can-06-1210
4576,10.1158/1535-7163.mct-08-0494
4577,10.1002/ijc.22704
4578,10.1593/neo.81282
4579,10.1371/journal.pone.0002703
4580,10.1158/1078-0432.ccr-08-1611
4581,10.1073/pnas.0905707106
4582,10.1158/0008-5472.can-07-2489
4584,10.1158/0008-5472.can-07-6700
4585,10.1016/j.bbcan.2008.07.002
4586,10.1074/jbc.m111.232637
4587,10.1016/j.bbcan.2010.01.005
4588,10.1593/neo.07976
4589,10.1038/onc.2008.156
4590,10.1158/1541-7786.mcr-08-0077
4591,10.2741/2311
4592,10.1158/1541-7786.mcr-06-0306
4593,10.1158/0008-5472.can-07-1330
4594,10.1016/j.addr.2006.09.018
4595,10.1111/j.1467-9876.2007.00570.x
4596,10.1161/circresaha.107.159475
4597,10.1371/journal.pone.0003452
4598,10.1634/stemcells.2008-0212
4599,10.1038/sj.ijir.3901588
4600,10.1038/sj.ijir.3901612
4601,10.1111/j.1743-6109.2010.01884.x
4602,10.1038/nrurol.2010.24
4603,10.1111/j.1743-6109.2008.01195.x
4604,10.1111/j.1743-6109.2008.01105.x
4605,10.1111/j.1743-6109.2008.01104.x
4606,10.2174/1874764710801010060
4607,10.1158/1078-0432.ccr-07-1535
4608,10.1002/prca.200780159
4610,10.1371/journal.pone.0006589
4611,10.1002/prca.200800141
4612,10.1002/mc.20476
4613,10.1146/annurev-pathol-121808-102113
4614,10.1158/0008-5472.can-08-2852
4615,10.1002/pros.21346
4616,10.1373/clinchem.2008.108498
4617,10.1007/978-90-481-9382-0_3
4618,10.2174/138161209788682352
4619,10.1016/j.ab.2007.06.004
4620,10.2174/138161209787846676
4621,10.7150/jca.1.70
4622,10.1186/1471-2407-9-397
4623,10.1002/humu.20822
4625,10.1158/1940-6207.capr-08-0150
4627,10.1002/pros.21060
4628,10.1002/pros.21048
4629,10.1002/pros.21061
4630,10.1038/pcan.2010.20
4631,10.1371/journal.pone.0019494
4632,10.1371/journal.pone.0016044
4633,10.1007/s00439-009-0712-z
4634,10.1002/pros.20841
4635,10.1038/sj.pcan.4501027
4636,10.1101/gr.6782707
4637,10.1093/carcin/bgm190
4638,10.1007/s11906-007-0035-1
4639,10.32398/cjhp.v5isi.1195
4640,10.1186/1756-9966-28-84
4641,10.1063/1.2562040
4642,10.1016/j.sna.2008.01.007
4643,10.1016/j.bios.2008.07.011
4644,10.1021/bi701921b
4645,10.1158/1535-7163.mct-08-1170
4646,10.1007/s00424-007-0359-3
4647,10.1016/s1063-5823(06)59019-2
4648,10.1016/s1063-5823(06)59009-x
4649,10.1007/978-3-540-72739-2_7
4650,10.1158/1055-9965.epi-10-0994
4651,10.1158/1078-0432.ccr-08-2190
4652,10.1158/1078-0432.ccr-08-2733
4653,10.1093/aje/kwn141
4654,10.1158/1055-9965.epi-07-2811
4655,10.1002/pros.20887
4656,10.1016/j.juro.2008.08.042
4657,10.1073/pnas.1105243108
4659,10.1002/pros.21171
4661,10.1126/science.1189992
4664,10.1002/cncr.22439
4665,10.1158/0008-5472.can-08-2229
4668,10.1016/j.mpdhp.2008.02.005
4669,10.1002/pros.20928
4672,10.1007/978-1-60327-829-4_14
4673,10.1073/pnas.0913873107
4674,10.1056/nejmcibr0909965
4675,10.1016/j.humpath.2008.07.014
4676,10.1074/jbc.m608487200
4677,10.1158/1078-0432.ccr-08-2927
4678,10.1016/j.urology.2007.08.032
4679,10.1074/jbc.m112.352823
4680,10.2174/138161209788682370
4681,10.1002/jcb.22087
4682,10.1101/gad.1522007
4683,10.1158/0008-5472.can-08-3022
4684,10.2214/ajr.07.2998
4685,10.2214/ajr.10.6387
4686,10.1148/rg.333125041
4687,10.1038/sj.bjc.6604087
4688,10.1007/s11934-009-0038-3
4689,10.1002/pros.22613
4690,10.1016/j.urolonc.2009.12.005
4691,10.1002/cncr.27416
4693,10.1158/1535-7163.mct-11-0937
4694,10.3109/07357900903095755
4695,10.1002/cncr.24350
4696,10.1200/jco.2008.20.9783
4697,10.1007/978-1-59745-545-9_15
4699,10.1016/j.ccr.2011.12.021
4700,10.1016/j.juro.2011.09.040
4701,10.1158/1078-0432.ccr-10-0124
4705,10.4161/auto.6.2.10921
4706,10.1586/erv.12.54
4707,10.1038/nrurol.2013.8
4708,10.1016/j.cellsig.2008.08.023
4709,10.1016/j.mce.2008.08.013
4710,10.1002/pros.21083
4712,10.1016/j.ccr.2011.05.006
4713,10.1016/j.juro.2010.01.064
4714,10.1016/j.urolonc.2011.01.015
4715,10.1371/journal.pone.0042564
4716,10.1200/jco.2013.50.1544
4717,10.1371/journal.pone.0034219
4718,10.1074/jbc.m112.389015
4719,10.1002/jbmr.204
4720,10.1210/jc.2009-1346
4721,10.1016/j.ijrobp.2009.06.076
4722,10.1088/0031-9155/54/5/n02
4723,10.1073/pnas.1200053109
4724,10.1109/tuffc.2010.1690
4725,10.1118/1.3459020
4726,10.1016/j.ejca.2010.02.017
4727,10.1016/j.bcp.2010.11.006
4728,10.1016/j.stem.2012.03.009
4730,10.1088/0031-9155/55/24/001
4731,10.1002/pros.22735
4732,10.1128/mcb.00900-09
4733,10.1016/j.yexcr.2010.03.005
4734,10.1210/me.2010-0312
4735,10.1158/1078-0432.ccr-09-0051
4736,10.1158/1078-0432.ccr-11-2521
4737,10.7150/ijbs.4.223
4738,10.1126/scisignal.2000081
4739,10.1007/s00018-009-0098-z
4740,10.1016/j.bbrc.2009.02.110
4741,10.2217/pgs.09.112
4742,10.1586/erv.10.64
4743,10.1007/s00262-011-0987-5
4744,10.1155/2010/150591
4746,10.1097/cji.0b013e31822b5b1d
4748,10.1007/s00262-010-0820-6
4749,10.1186/1471-2121-11-89
4750,10.4161/cc.8.10.8577
4751,10.1074/jbc.m110.206532
4752,10.1158/0008-5472.can-11-2170
4753,10.4161/auto.8.2.18939
4754,10.1242/jcs.054502
4755,10.1016/j.juro.2011.12.071
4756,10.1016/j.eururo.2011.12.020
4757,10.1016/j.juro.2012.05.014
4758,10.1111/j.1464-410x.2010.09822.x
4759,10.1002/cncr.26012
4760,10.1111/j.1464-410x.2010.09662.x
4761,10.1002/cncr.26416
4762,10.1016/j.juro.2010.08.090
4763,10.1200/jco.2010.31.1217
4764,10.1016/j.juro.2011.07.009
4765,10.1001/jama.2009.1451
4766,10.1016/j.juro.2010.12.033
4767,10.1074/mcp.m800448-mcp200
4768,10.1158/0008-5472.can-07-6392
4769,10.1158/0008-5472.can-08-1794
4770,10.1074/jbc.m809172200
4771,10.1007/s00726-010-0515-5
4772,10.1021/bc200227d
4773,10.1007/s00726-010-0817-7
4774,10.1002/anie.200903556
4775,10.1016/j.mce.2011.06.003
4776,10.1007/s12672-014-0215-9
4777,10.1007/978-0-387-69179-4_12
4778,10.1016/j.critrevonc.2012.05.003
4779,10.1371/journal.pone.0025187
4780,10.2353/ajpath.2009.081107
4781,10.1002/ijc.27927
4782,10.4161/cbt.8.1.7132
4783,10.1002/pros.21201
4784,10.1038/pcan.2011.38
4785,10.1016/j.medengphy.2010.10.013
4786,10.1097/sih.0b013e3181e3bd40
4787,10.1109/titb.2010.2041064
4788,10.1016/j.canep.2009.12.002
4789,10.1016/j.ijrobp.2013.06.003
4790,10.1016/j.ijrobp.2012.05.044
4791,10.7785/tcrt.2012.500313
4792,10.1120/jacmp.v14i3.4262
4793,10.1118/1.4803499
4794,10.1118/1.3480505
4795,10.1177/1947601912460051
4796,10.1016/j.febslet.2012.05.015
4797,10.1038/oncsis.2012.28
4798,10.1371/journal.pone.0010430
4799,10.1073/pnas.1016811108
4800,10.1016/j.febslet.2010.06.029
4801,10.1158/0008-5472.can-08-1147
4802,10.1158/0008-5472.can-10-2210
4803,10.1158/0008-5472.can-09-0026
4806,10.1016/j.bmcl.2008.07.062
4807,10.1126/science.1168988
4808,10.1002/pros.21132
4809,10.1158/0008-5472.can-09-2377
4810,10.2217/1745509x.4.5.495
4811,10.1007/s10552-011-9820-x
4812,10.1093/jnci/djr108
4813,10.1016/j.vaccine.2009.09.106
4814,10.1002/pros.20906
4815,10.1124/mi.10.4.2
4816,10.1158/0008-5472.can-08-3157
4818,10.4161/auto.5.4.8252
4820,10.1159/000240244
4821,10.1038/aja.2010.114
4822,10.1038/nrc2795
4823,10.1677/erc-10-0145
4824,10.1016/j.ccr.2010.05.026
4825,10.1371/journal.pone.0013751
4828,10.1530/erc-12-0085
4829,10.1002/stem.1035
4830,10.1371/journal.pone.0060664
4831,10.1016/j.ijrobp.2009.01.020
4832,10.1118/1.3036112
4833,10.1118/1.3063001
4834,10.1118/1.3130047
4835,10.1186/1471-2164-12-313
4836,10.1038/nm.1944
4837,10.1093/biostatistics/kxq055
4838,10.1111/j.1432-0436.2008.00273.x
4839,10.1002/cncr.24879
4840,10.1111/j.1464-410x.2008.08009.x
4841,10.1158/1078-0432.ccr-10-1264
4842,10.1016/j.juro.2008.08.124
4844,10.1371/journal.pone.0006224
4845,10.1172/jci63324
4846,10.1371/journal.pone.0078175
4847,10.2165/0126839-200809060-00002
4848,10.1016/j.cpet.2009.04.011
4849,10.1016/j.ejrad.2009.01.052
4850,10.1007/s00259-009-1158-1
4851,10.1007/s11307-007-0123-2
4852,10.2967/jnumed.109.061820
4853,10.2174/157488810790442813
4854,10.2174/138945010791170860
4855,10.1002/jcb.22451
4856,10.1016/j.canlet.2008.09.030
4857,10.2174/138920310791824039
4858,10.1002/jcb.22770
4859,10.1016/j.bbcan.2010.04.003
4860,10.1016/j.bbcan.2010.06.001
4861,10.1016/j.canlet.2009.11.012
4862,10.1016/j.mce.2011.03.026
4863,10.1074/jbc.m703268200
4864,10.1074/jbc.m110.120600
4865,10.1074/jbc.m109.065979
4866,10.1101/gad.2000211
4867,10.1101/gad.2034211
4868,10.1158/0008-5472.can-09-0941
4869,10.1021/ja909551b
4870,10.1021/ja106513f
4871,10.1021/ac1024528
4872,10.1158/1538-7445.am2015-1818
4873,10.18632/genesandcancer.25
4874,10.1038/pcan.2013.62
4876,10.1186/1471-2407-14-16
4877,10.1038/pcan.2011.67
4878,10.1038/nrurol.2012.10
4879,10.7150/jca.1.197
4880,10.1038/pcan.2010.23
4881,10.1158/1078-0432.ccr-08-0531
4882,10.1038/nature10006
4883,10.1016/j.cell.2009.11.030
4884,10.1158/1055-9965.epi-11-0434
4885,10.1158/1940-6207.capr-09-0216
4886,10.1001/archinternmed.2011.539
4887,10.1021/np200796e
4888,10.1124/mol.111.075838
4889,10.1158/1535-7163.mct-08-0119
4890,10.1158/0008-5472.can-08-0587
4891,10.1186/1757-2215-2-21
4893,10.1016/j.bbrc.2008.06.097
4894,10.1186/1757-2215-3-11
4896,10.1016/j.colsurfb.2010.03.039
4898,10.1158/0008-5472.can-07-6270
4899,10.1371/journal.pone.0035368
4901,10.1002/mabi.201000084
4904,10.1158/0008-5472.can-10-1418
4905,10.1158/1078-0432.ccr-10-1983
4906,10.1074/jbc.m109.033597
4907,10.1038/onc.2009.203
4908,10.1021/bi902218p
4909,10.1088/0031-9155/54/1/006
4910,10.1016/j.ultrasmedbio.2011.10.002
4911,10.1016/j.ultrasmedbio.2009.12.006
4912,10.1177/016173461003200401
4913,10.1093/nar/gkp1088
4914,10.1016/j.urology.2007.11.084
4915,10.1117/1.3081543
4916,10.1117/1.3210767
4917,10.1117/12.825506
4918,10.1117/12.839598
4919,10.1117/12.841019
4920,10.1117/12.852994
4921,10.1117/1.3481144
4922,10.1117/1.3500656
4923,10.1002/jbio.201100134
4924,10.1089/end.2011.0172
4925,10.1126/scitranslmed.3001498
4927,10.1038/modpathol.2009.69
4928,10.1038/modpathol.2009.79
4929,10.1101/gad.1965810
4930,10.1172/jci34764
4931,10.1021/jo2013669
4932,10.1002/cmdc.200900522
4933,10.1016/j.bmcl.2011.07.058
4934,10.1016/j.bmcl.2010.06.003
4935,10.1021/ci800356a
4936,10.4161/cc.9.5.10930
4937,10.1158/0008-5472.can-09-1448
4938,10.1371/journal.pone.0029623
4939,10.1002/pros.21318
4940,10.1111/j.1582-4934.2008.00544.x
4941,10.4161/cc.8.7.8043
4942,10.1152/ajpendo.00210.2010
4943,10.1002/pros.20895
4944,10.1371/journal.pone.0016027
4946,10.1210/en.2007-1078
4947,10.1002/pros.21385
4948,10.1002/jcb.23379
4949,10.1142/9789814329460_0008
4950,10.4161/cbt.12.11.18136
4951,10.4161/cc.8.15.9116
4952,10.1158/0008-5472.can-10-4532
4953,10.1016/j.ucl.2011.04.001
4954,10.1371/journal.pone.0030062
4955,10.1038/onc.2010.132
4956,10.1074/jbc.m109.085696
4957,10.1158/0008-5472.can-10-2414
4958,10.1002/wrna.90
4959,10.1371/journal.pone.0008848
4960,10.1074/jbc.m109.007096
4961,10.1074/jbc.m109.036160
4962,10.1074/jbc.m806270200
4963,10.1158/1078-0432.ccr-09-3342
4964,10.1158/1535-7163.mct-09-0924
4965,10.1007/s12031-008-9119-x
4966,10.1371/journal.pone.0014617
4967,10.1016/j.freeradbiomed.2010.11.025
4968,10.1016/j.ccr.2008.09.002
4969,10.1074/jbc.m109.007708
4970,10.1016/j.ccr.2010.04.023
4972,10.1158/0008-5472.can-09-2968
4973,10.1038/onc.2011.448
4974,10.1158/0008-5472.can-08-1972
4975,10.1096/fj.10-166462
4976,10.1364/ao.50.001312
4977,10.1364/boe.2.000850
4979,10.1177/153303461101000602
4982,10.1117/1.3463479
4984,10.1016/j.optcom.2009.07.034
4985,10.1117/12.2000080
4986,10.1117/12.2000076
4987,10.7785/tcrt.2012.500190
4989,10.1364/ol.37.003360
4991,10.7785/tcrt.2012.500186
4992,10.1364/ao.52.000917
4994,10.1117/1.jbo.17.8.081419
4996,10.1364/ao.51.003642
4998,10.1366/11-06471
5001,10.1117/1.jbo.18.1.017005
5003,10.1117/12.2001443
5004,10.1101/sqb.2006.71.064
5005,10.1158/0008-5472.can-08-3440
5006,10.1128/mcb.00204-12
5007,10.1186/1757-2215-3-19
5008,10.1016/j.jcis.2010.05.022
5009,10.1016/j.drudis.2011.03.004
5010,10.2147/ijn.s29290
5011,10.1016/j.biomaterials.2010.11.028
5012,10.2147/ijn.s25534
5013,10.2174/138920012798356952
5014,10.1016/j.drudis.2011.09.009
5015,10.1007/978-1-59745-416-2_22
5016,10.1016/j.ygyno.2011.02.032
5017,10.1177/1947601910388271
5018,10.1158/0008-5472.can-09-4610
5019,10.1158/0008-5472.can-10-1605
5020,10.1073/pnas.1103904108
5021,10.1371/journal.pone.0029416
5022,10.1074/jbc.m112.388843
5023,10.1158/1535-7163.mct-10-0778
5024,10.1172/jci43414
5026,10.1138/20100426
5027,10.1007/s10456-013-9360-y
5028,10.1371/journal.pone.0041285
5029,10.1007/978-1-4614-0254-1_7
5030,10.1155/2010/232831
5031,10.1002/pros.21237
5032,10.1186/1476-4598-10-112
5033,10.3389/fonc.2015.00090
5037,10.1074/jbc.m111.294272
5038,10.1002/ijc.25678
5039,10.1002/mc.21888
5040,10.1371/journal.pone.0033656
5041,10.1002/pros.21500
5044,10.1073/pnas.1103842108
5045,10.1073/pnas.1003055107
5046,10.4161/auto.7.12.17659
5047,10.1074/jbc.m110.115345
5048,10.1002/cbic.201000222
5049,10.1002/cmdc.201000146
5050,10.1002/9780470559277.ch090242
5051,10.1073/pnas.1003572107
5052,10.1107/s1744309110004409
5053,10.1039/c0mb00074d
5054,10.1158/1940-6207.capr-11-0370
5055,10.1016/j.ymeth.2010.01.032
5056,10.1177/1087057110394181
5057,10.1038/onc.2010.560
5058,10.4155/fmc.09.4
5059,10.2353/ajpath.2009.080906
5061,10.1158/1535-7163.mct-09-0646
5062,10.1002/pros.21344
5063,10.4161/auto.7066
5064,10.1016/j.bbrc.2012.07.054
5065,10.1074/jbc.m800214200
5066,10.1038/nm.2100
5067,10.1117/12.878813
5068,10.1016/j.compmedimag.2011.01.010
5069,10.1117/12.845554
5070,10.1109/isbi.2010.5490180
5071,10.1117/12.844653
5072,10.1109/isbi.2010.5490330
5073,10.1117/12.878312
5074,10.1118/1.3560879
5075,10.1158/1940-6207.capr-10-0054
5076,10.1007/s12672-011-0076-4
5077,10.1210/me.2007-0332
5078,10.1016/j.urology.2009.02.049
5079,10.1016/j.juro.2009.02.127
5080,10.1007/s10719-008-9167-z
5081,10.1093/nar/gkq269
5082,10.1158/1078-0432.ccr-07-5093
5083,10.1093/protein/gzn055
5084,10.1007/s00259-010-1433-1
5085,10.2967/jnumed.113.120873
5086,10.1002/pros.21278
5087,10.1002/ijc.25043
5088,10.1016/j.bbadis.2009.02.012
5089,10.1158/0008-5472.can-08-0203
5090,10.1177/0192623311425062
5091,10.1093/carcin/bgp202
5092,10.1124/mol.109.058180
5093,10.1002/ijc.27996
5094,10.1016/j.juro.2013.01.096
5095,10.1016/j.ijrobp.2013.06.343
5096,10.1016/j.ijrobp.2015.11.009
5097,10.1016/j.yuro.2013.02.017
5098,10.1016/j.ijrobp.2010.07.036
5099,10.1158/1541-7786.mcr-13-0490-t
5100,10.1002/cam4.144
5101,10.7150/ijbs.8264
5102,10.1158/0008-5472.can-16-2636
5103,10.1016/j.ajpath.2011.03.028
5104,10.1007/978-1-84882-114-9_59
5106,10.1097/rmr.0b013e3181aa68b8
5108,10.1007/978-1-60761-026-7_1
5110,10.1089/end.2010.1552
5111,10.1097/mou.0b013e32831cc1ba
5113,10.1111/bju.12335
5114,10.1016/j.canlet.2011.07.015
5115,10.1074/jbc.m109.098301
5117,10.1016/j.freeradbiomed.2012.03.024
5118,10.1016/j.bbcan.2011.03.001
5119,10.2119/molmed.2011.00115
5120,10.1158/1535-7163.mct-09-1013
5121,10.1016/j.ymeth.2010.08.004
5123,10.1002/pros.21339
5124,10.4161/cbt.12.4.16356
5125,10.1074/jbc.m111.262915
5126,10.1007/s12029-011-9269-x
5127,10.1007/978-1-61779-083-6_6
5129,10.1002/pros.21408
5131,10.3892/or.2012.1832
5133,10.1016/b978-0-12-386039-2.00004-3
5134,10.1016/j.ejca.2016.02.014
5135,10.1016/j.prro.2016.06.010
5136,10.1016/j.ijrobp.2014.03.012
5137,10.3389/fonc.2014.00319
5138,10.1118/1.4711813
5139,10.1200/jco.2010.31.4377
5140,10.1002/cncr.26619
5141,10.1016/j.ajpath.2014.06.022
5143,10.1530/erc-13-0293
5145,10.5772/52425
5146,10.1530/erc-12-0285
5148,10.1371/journal.pone.0064663
5151,10.1128/mcb.06663-11
5153,10.1158/1078-0432.ccr-10-2015
5154,10.1007/978-3-642-23363-0_1
5155,10.1016/j.compmedimag.2009.07.004
5156,10.1002/rcs.274
5157,10.1002/pros.21337
5158,10.4172/1948-5956.1000159
5159,10.1002/pros.22692
5160,10.1097/sga.0b013e31824e2d7a
5161,10.1097/mlr.0b013e3181eb31a8
5162,10.1371/journal.pone.0012639
5163,10.1038/cr.2009.103
5164,10.1002/ijc.25811
5165,10.1007/s10552-010-9671-x
5166,10.1093/jnci/djr151
5167,10.1016/j.juro.2011.06.058
5168,10.1200/jco.2010.31.5226
5169,10.1158/2159-8274.cd-10-0020
5170,10.1001/jama.2011.879
5171,10.1002/cncr.28102
5172,10.7326/0003-4819-159-8-201310150-00016
5173,10.7326/0003-4819-158-12-201306180-00002
5174,10.1001/jama.2010.1720
5175,10.4252/wjsc.v2.i5.114
5176,10.1158/0008-5472.can-10-3142
5177,10.1016/j.diff.2011.05.008
5178,10.1016/j.semcdb.2009.10.010
5179,10.1182/blood-2009-08-237412
5180,10.1002/pros.22474
5183,10.1016/j.canlet.2010.09.017
5184,10.1158/0008-5472.can-09-1176
5185,10.1353/cpr.2012.0038
5186,10.1634/theoncologist.2012-314
5190,10.1002/cncr.25810
5192,10.1038/pcan.2011.49
5195,10.1007/s10637-010-9573-5
5197,10.1007/s10637-010-9420-8
5199,10.1002/cncr.24597
5202,10.1007/s10637-010-9428-0
5204,10.1210/en.2010-0138
5205,10.2310/jim.0b013e3181ff6bb8
5206,10.1073/pnas.1107898108
5207,10.1158/1078-0432.ccr-12-0908
5208,10.1016/j.cell.2013.07.029
5210,10.1158/1535-7163.mct-11-0540
5212,10.1002/jcb.23157
5213,10.1002/jcp.22298
5214,10.4049/jimmunol.1201415
5215,10.1002/pros.21369
5216,10.1074/jbc.m110.103705
5217,10.1002/ijc.26005
5218,10.1016/j.ymeth.2013.07.040
5219,10.1371/journal.pone.0063286
5220,10.2174/15680096113139990034
5221,10.1093/jnci/djt369
5222,10.1016/j.urology.2010.03.061
5223,10.1371/journal.pone.0025168
5224,10.1021/mp200007b
5225,10.1021/mp3000309
5226,10.1021/ol901999f
5227,10.1158/1541-7786.mcr-12-0705
5228,10.4172/1948-5956.1000119
5229,10.1593/tlo.09328
5230,10.1186/1476-4598-12-85
5231,10.1038/cgt.2010.25
5232,10.1016/j.nima.2012.08.040
5234,10.1007/978-3-642-11327-7_11
5235,10.1016/j.phpro.2012.03.747
5236,10.1016/j.nima.2012.05.026
5237,10.1073/pnas.1000401107
5239,10.1111/j.1464-410x.2011.10754.x
5240,10.1371/journal.pone.0028837
5241,10.1371/journal.pone.0093231
5243,10.1002/pros.21134
5245,10.1158/1078-0432.ccr-09-0911
5246,10.1002/bies.201100101
5247,10.1016/j.bbcan.2011.09.002
5248,10.1016/j.molcel.2011.09.024
5249,10.1016/j.molcel.2011.08.030
5250,10.1084/jem.20112446
5251,10.1038/embor.2011.231
5252,10.1016/j.cell.2012.05.038
5253,10.1038/nature09732
5254,10.1002/pros.22554
5255,10.1007/s12672-013-0151-0
5256,10.1007/978-94-007-6612-9_8
5257,10.1530/erc-13-0204
5258,10.1158/0008-5472.can-11-3240
5259,10.1073/pnas.1013214108
5260,10.1074/jbc.m110.137240
5261,10.1016/j.eururo.2015.01.026
5263,10.1200/jco.2010.28.15_suppl.4546
5265,10.1016/s0140-6736(10)60172-9
5269,10.1200/jco.2010.28.15_suppl.4671
5270,10.1016/j.urolonc.2011.04.009
5274,10.1158/1078-0432.ccr-11-0815
5276,10.1093/annonc/mdr349
5277,10.1002/cncr.26204
5278,10.1200/jco.2013.54.5954
5281,10.1158/1078-0432.ccr-14-0356
5283,10.1200/jco.2014.55.3875
5285,10.1016/j.ijrobp.2012.12.029
5288,10.1039/c2lc41136a
5289,10.1021/ac101866p
5290,10.1016/j.ymeth.2013.05.027
5291,10.1039/c3ib40240a
5292,10.1128/mcb.01891-08
5293,10.1073/pnas.0813055106
5294,10.1111/j.1600-065x.2012.01093.x
5295,10.1038/cdd.2009.119
5296,10.4161/cc.8.16.9384
5297,10.1073/pnas.1221799110
5298,10.1200/jco.2012.30.15_suppl.4656
5300,10.1200/jco.2012.30.15_suppl.tps4697
5302,10.1007/s00280-013-2079-z
5307,10.1200/jco.2013.31.15_suppl.5085
5308,10.1200/jco.2013.31.6_suppl.38
5309,10.1200/jco.2013.31.6_suppl.7
5310,10.1200/jco.2013.31.6_suppl.59
5311,10.1200/jco.2013.31.6_suppl.135
5312,10.1097/mou.0b013e32835e9edc
5313,10.1007/s10637-010-9455-x
5314,10.3945/jn.109.113332
5315,10.1002/mnfr.201000547
5316,10.1210/me.2011-1371
5317,10.1158/0008-5472.can-11-2602
5319,10.1016/b978-0-12-396456-4.00009-2
5320,10.1158/0008-5472.can-15-1501
5321,10.1002/pros.21270
5322,10.1038/onc.2012.425
5323,10.1158/1535-7163.mct-10-1096
5324,10.1038/bjc.2014.141
5325,10.1016/j.cellsig.2010.09.004
5326,10.1038/pcan.2013.36
5327,10.1111/bju.12264
5329,10.1007/s13187-015-0854-8
5330,10.1007/s10897-013-9672-5
5331,10.1002/cncr.26315
5332,10.1158/1055-9965.epi-11-0312
5333,10.1002/pros.20839
5334,10.1158/0008-5472.can-09-3703
5335,10.1002/pros.21062
5336,10.1021/nn300819s
5338,10.1016/j.bios.2013.01.035
5340,10.1021/nn200489j
5342,10.1021/ja306363v
5344,10.1002/pros.21233
5345,10.1182/blood-2009-12-259432
5346,10.1371/journal.pone.0021611
5347,10.1126/science.1218004
5348,10.1084/jem.20112408
5349,10.1371/journal.pone.0035222
5350,10.1093/jnci/djq172
5351,10.1158/0008-5472.can-09-1504
5352,10.1002/pros.22649
5354,10.1073/pnas.1012539107
5355,10.1158/1078-0432.ccr-13-0319
5356,10.1126/scitranslmed.3005616
5359,10.1158/2159-8290.cd-12-0222
5361,10.1038/bjc.2011.532
5362,10.1073/pnas.1010045108
5363,10.1016/j.bmcl.2011.05.045
5364,10.1002/mabi.201200002
5365,10.1039/c2sm25405k
5366,10.1177/2211068212457161
5367,10.1002/macp.201200591
5368,10.1039/c3sm27559k
5369,10.1002/mabi.201200383
5370,10.1177/2211068212458265
5371,10.1021/bm400124z
5372,10.1021/bm101036f
5373,10.1007/128_2011_209
