"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Determining the Role of Malat1 Noncoding RNA in Prostate Development and Cancer Progression","ZHANG, BIN ","PC094222","W81XWH-10-1-0190","Institution: COLD SPRING HARBOR LABORATORY","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: OncogenesSecondary: Progression","2009","$124,200.00"
"ETS Gene Fusions as Predictive Biomarkers of Resistance to Radiation Therapy for Prostate Cancer","FENG, FELIX ","PC094231","W81XWH-10-1-0582","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Physician Research Training Award","Primary: DNA Damage and RepairSecondary: Oncogenes","2009","$679,410.00"
"Defining the Mechanistic Significance and Role of an NF-KappaB and Androgen-Inducible Molecule in Prostate Cancer","DAY, TIMOTHY F","PC094242","W81XWH-10-1-0107","Institution: GEORGETOWN UNIVERSITY","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: InvasionSecondary: Functional Study of Biological Molecules","2009","$97,820.92"
"Chemopreventive Targeting of the Prostate Cancer-Initiating Cell by Prosenescence Therapy","LIU, XUE-SONG ","PC094245","W81XWH-10-1-0205","Institution: BETH ISRAEL DEACONESS MEDICAL CENTER, BOSTON","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Tumor Suppresor GenesSecondary: Chemoprevention","2009","$124,200.00"
"Increased Chemoprevention through the Combined Use of Green Tea and the Natural Methylation Inhibitor Quercetin in Prostate Cancer","WANG, PIWEN ","PC094246","W81XWH-10-1-0298","Performing Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES, DAVID GEFFEN SCHOOL OF MEDICINEContracting Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: NutraceuticalsSecondary: Clinical Biomarkers","2009","$115,572.00"
"Identification and Characterization of MYC Regulatory Elements: Links to Prostate Cancer","WASSERMAN, NORA F","PC094251","W81XWH-10-1-0337","Institution: CHICAGO, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: OncogenesSecondary: Bioinformatics","2009","$93,469.60"
"The Genetic and Biochemical Contribution of an Active Androgen Influx Transporter, OATP1B3, in Prostate Cancer for Inhibitor Development","PRESSLER, HEATHER M","PC094258","W81XWH-10-1-0524","Performing Institution: NATIONAL INSTITUTES OF HEALTHContracting Institution: THE GENEVA FOUNDATION","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Mechanism of Hormone ActionSecondary: Drug Development","2009","$67,770.00"
"Optimizing Treatment of Advanced Prostate Cancer and Exploiting Mechanisms Driving Castration Resistance","MOSTAGHEL, ELAHE A","PC094259","W81XWH-10-1-0228","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","New Investigator Award","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Hormone Receptors","2009","$396,000.00"
"Novel Prostate Cancer Pathway Modeling Using Boolean Implication","SAHOO, DEBASHIS ","PC094266","W81XWH-10-1-0500","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: GenomicsSecondary: Biomodeling/Mathematical Biology","2009","$95,574.06"
"TGF-Beta-Activated Kinase-1 (Tak1) Is a Critical Prostate Tumor Suppressor","WU, MIN ","PC094270","W81XWH-10-1-0315","Institution: COLORADO, UNIVERSITY OF, DENVER, ANSCHUTZ MEDICAL CAMPUS","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Tumor Suppresor GenesSecondary: Signal Transduction","2009","$76,306.17"
"New Image-Based Techniques for Prostate Biopsy and Treatment","MORADI, MEHDI ","PC094288","W81XWH-10-1-0201","Institution: BRITISH COLUMBIA, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: UltrasonographySecondary: Computer-aided Diagnosis","2009","$123,696.00"
"The Role of Sox4 in Prostate Cancer Metastases","PRENSNER, JOHN ","PC094290","W81XWH-10-1-0551","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: MetastasisSecondary: Transcription","2009","$98,091.00"
"BMP7 Induces Dormancy of Prostatic Tumor Stem Cell in Bone","XING, FEI ","PC094294","W81XWH-10-1-0666","Institution: MISSISSIPPI, UNIVERSITY OF, MEDICAL CENTER","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Cancer Stem CellsSecondary: Growth Factors/Cytokines","2009","$120,500.45"
"Vitamin D Levels and Related Genetic Polymorphisms, Sun Exposure, Skin Color, and Risk of Aggressive Prostate Cancer","MURPHY, ADAM B","PC094297","W81XWH-10-1-0532","Institution: NORTHWESTERN UNIVERSITY, CHICAGO, ILLINOIS","PCRP","Physician Research Training Award","Primary: Gene and/or Environmental EpidemiologySecondary: Descriptive Epidemiology/Surveillance","2009","$392,431.00"
"Deciphering the Role of the TMPRSS2-ERG Fusion in the Pathogenesis of Prostate Cancer: Mechanistic Studies and in Vivo Modeling","CHEN, YU ","PC094302","W81XWH-10-1-0197","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Physician Research Training Award","Primary: OncogenesSecondary: Transcription","2009","$416,354.00"
"Steroid 5a-Reductase-3 Promotes the Progression of Prostate Cancer to Recurrent Prostate Cancer","TITUS, MARK A","PC094304","W81XWH-10-1-0273","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","New Investigator Award","Primary: Endocrine PathogenesisSecondary: Progression","2009","$366,754.00"
"Impact of Contextual Factors on Prostate Cancer Risk and Outcomes","GOMEZ, SCARLETT L","PC094305","W81XWH-10-1-0374","Institution: NORTHERN CALIFORNIA CANCER CENTER","PCRP","Health Disparity Research Award - Established Investigator","Primary: Descriptive Epidemiology/SurveillanceSecondary: Gene and/or Environmental Epidemiology","2009","$649,759.00"
"Capitalizing on the SOD2-AR Nexus in Advanced Prostate Cancer To Target the AR With a SOD Mimetic","THOMAS, RUSHA ","PC094309","W81XWH-10-1-0129","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Mechanism of Hormone ActionSecondary: Hormonal Therapy","2009","$99,094.94"
"microRNA Predictors of Prostate Cancer Outcome in African-American Men","BARRACK, EVELYN R","PC094310","W81XWH-10-1-0193","Institution: HENRY FORD HEALTH SYSTEM","PCRP","Health Disparity Research Award - Established Investigator","Primary: Clinical BiomarkersSecondary: Translation and Modification","2009","$659,249.00"
"Hyperspectral Low Coherence Enhanced Backscattering Mesoscopic Tomography for Analysis and Risk Stratification of Prostate Cancer","XU, MIN ","PC094320","W81XWH-10-1-0526","Institution: FAIRFIELD UNIVERSITY","PCRP","New Investigator Award","Primary: Not Otherwise SpecifiedSecondary: Tumor Heterogeneity","2009","$298,600.00"
"Benzimidazole as Novel Therapy for Hormone-Refractory Metastatic Prostate Cancer","CHUNG, IVY ","PC094329","W81XWH-10-1-0241","Institution: CHILDREN'S HOSPITAL, BOSTON","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: PharmacologySecondary: Drug Resistance/Multi-Drug Resistance","2009","$76,545.00"
"Characterization of the Antiandrogen, MDV3100, for the Treatment of Advanced Prostate Cancer","CAI, LING ","PC094332","W81XWH-10-1-0701","Institution: NORTH CAROLINA AT CHAPEL HILL, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Mechanism of Hormone ActionSecondary: Genomics","2009","$122,035.50"
"Effects of AR and Its Regulated Inflammatory Cytokines in Tumor-Associated Macrophages on the Prostate Cancer Tumorigenesis and Progression","LIN, WEN-JYE ","PC094336","W81XWH-10-1-0300","Performing Institution: ROCHESTER, UNIVERSITY OF, MEDICAL CENTERContracting Institution: ROCHESTER, UNIVERSITY OF","PCRP","New Investigator Award","Primary: Hormone ReceptorsSecondary: Inflammation","2009","$346,375.00"
"Synthesis of PSA Inhibitors as SPECT- and PET-Based Imaging Agents for Prostate Cancer","KOSTOVA, MAYA ","PC094338","W81XWH-10-1-0420","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Agent DevelopmentSecondary: Nulcear Medicine Imaging","2009","$113,850.58"
"Integrative Analysis of Genomewide Gene Expression for Prostate Cancer Prognosis","AHN, JIYOUNG ","PC094363","W81XWH-10-1-0264","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","PCRP","New Investigator Award","Primary: Gene and/or Environmental Epidemiology","2009","$270,321.00"
"microRNA Regulation of CD44+ Prostate Tumor Stem/Progenitor Cells and Prostate Cancer Development/Metastasis","LIU, CAN ","PC094371","W81XWH-10-1-0194","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Cancer Stem CellsSecondary: Functional Study of Biological Molecules","2009","$99,191.46"
"Racial Disparities in Palliative Care for Prostate Cancer","NEUGUT, ALFRED ","PC094372","W81XWH-10-1-0802","Institution: COLUMBIA UNIVERSITY","PCRP","Health Disparity Research Award - Established Investigator","Primary: Decision MakingSecondary: Health Care Settings","2009","$716,722.00"
"Mitochondrial DNA Biomarker Discovery and Validation for the Detection, Prognosis, and Treatment of Prostate Cancer","BIELAS, JASON H","PC094373","W81XWH-10-1-0563","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","New Investigator Award","Primary: Clinical Biomarkers","2009","$356,557.61"
"A Causal Role of Alpha2Beta1 Integrin in Prostate Cancer Skeletal Metastasis","HALL, CHRISTOPHER ","PC094375","W81XWH-10-1-0549","Institution: MASSACHUSETTS, UNIVERSITY OF, MEDICAL SCHOOL","PCRP","New Investigator Award","Primary: Cell AdhesionSecondary: Biomarkers","2009","$324,312.00"
"Activation of Hh Signaling: A Critical Biological Consequence of ETS Gene Anomalies in Prostate Cancer","CHEN, MENGQIAN ","PC094378","W81XWH-10-1-0125","Institution: SOUTH CAROLINA, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Signal TransductionSecondary: Genomic Instability","2009","$120,557.00"
"AR Alternative Splicing and Prostate Cancer Progression","DEHM, SCOTT ","PC094384","W81XWH-10-1-0353","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","PCRP","New Investigator Award","Primary: Genomic InstabilitySecondary: Hormone Receptors","2009","$324,491.00"
"Heterobivalent Imaging Agents Targeting Prostate Cancer Training","LEBEAU, AARON ","PC094386","W81XWH-10-1-0481","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Agent DevelopmentSecondary: Clinical Biomarkers","2009","$111,670.09"
"In Vivo Therapeutic Response Monitoring of Prostate Cancer to Radiation Therapy by Hyperpolarized 13C Metabolic Imaging","SENADHEERA, LASITHA ","PC094387","W81XWH-10-1-0498","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Clinical BiomarkersSecondary: Magnetic Resonance Imaging","2009","$109,240.70"
"Characterization of RNF6 in Prostate Cancer Cells","SHIMELIS, HERMELA ","PC094393","W81XWH-10-1-0492","Institution: MARYLAND, UNIVERSITY OF, BALTIMORE","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Signal TransductionSecondary: Cell Cycle","2009","$93,248.47"
"Engineered Histone Deacetylase (HDAC) Inhibitor Nanoparticles for Durable Suppression of Androgen Receptor Signaling in Prostate Cancer","HOIMES, CHRISTOPHER J","PC094396","W81XWH-10-1-0295","Institution: YALE UNIVERSITY","PCRP","Prostate Cancer Training Award - Postdoctoral - MD","Primary: Targeted TherapiesSecondary: Nanotechnology","2009","$114,921.19"
"Androgen Receptor Interaction with Telomeric Complexes in Prostate Cancer Cells","KIM, SAHN-HO ","PC094400","W81XWH-10-1-0117","Institution: HENRY FORD HEALTH SYSTEM","PCRP","New Investigator Award","Primary: Chromosome StructureSecondary: Functional Study of Biological Molecules","2009","$329,625.00"
"Molecular Basis of Autophagy-Mediated Resistance to Radiation and Apo2L/TRAIL Therapy in Prostate Cancer Cells","SINGH, KAMINI ","PC094405","W81XWH-10-1-0288","Institution: CLEVELAND CLINIC FOUNDATION","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: RadiotherapySecondary: Apoptosis","2009","$119,419.55"
"Epigenetic Alterations Associated With CCCTC-Binding Factor Deregulation in Prostate Cancer","LEE, JIN-HEE ","PC094414","W81XWH-10-1-0316","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: BiomarkersSecondary: Genomic Instability","2009","$114,494.62"
"Serum Response Factor as a Novel Therapeutic Target in Prostate Cancer","HEEMERS, HANNELORE V","PC094418","W81XWH-10-1-0583","Institution: HEALTH RESEARCH INC., ROSWELL PARK DIVISION","PCRP","New Investigator Award","Primary: Signal TransductionSecondary: Mechanism of Hormone Action","2009","$387,642.39"
"Integrative Analysis of Histone Modifications and Alternative Splicing Associated With Aggressive Prostate Cancer","LI, WEI ","PC094421","W81XWH-10-1-0501","Institution: BAYLOR COLLEGE OF MEDICINE","PCRP","New Investigator Award","Primary: GenomicsSecondary: Bioinformatics","2009","$339,054.00"
"Oncogenic Function of the Argonaute Proteins in Prostate Cancer","HUANG, VERA ","PC094422","W81XWH-10-1-0505","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: OncogenesSecondary: Transcription","2009","$113,642.37"
"SUNY/HU: Prostate Cancer Epidemiology Undergraduate Summer Training Program","RAGIN, CAMILLE ","PC094423","W81XWH-10-1-0369","Institution: FOX CHASE CANCER CENTER","PCRP","Collaborative Undergraduate HBCU Student Summer Training Program Award","Primary: Training Programs","2009","$93,358.00"
"PLK1-Mediated Regulation of FOX01 in Prostate Cancer","FU, ZHENG ","PC094435","W81XWH-10-1-0204","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PCRP","New Investigator Award","Primary: Cell CycleSecondary: Functional Study of Biological Molecules","2009","$339,973.00"
"SSX-2 as an Immunologic Target for the Treatment of Prostate Cancer","SMITH, HEATH A","PC094439","W81XWH-10-1-0495","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Therapeutic VaccinesSecondary: Regulation of the Immune Response","2009","$71,331.66"
"The Nampt Dual Axis in Prostate Cancer","RYAN, SARAH ","PC094443","W81XWH-10-1-0538","Institution: WAKE FOREST UNIVERSITY HEALTH SCIENCES","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: MetabolismSecondary: Cellular Structure","2009","$99,900.00"
"Response of Human Prostate Tissue to Hypofractionated Ionizing Radiation","SROKA, THOMAS C","PC094447","W81XWH-10-1-0496","Institution: ARIZONA, UNIVERSITY OF, TUCSON","PCRP","Prostate Cancer Training Award - Postdoctoral - MD","Primary: RadiotherapySecondary: Stromal-Epithelial Interactions","2009","$67,575.00"
"Targeting Homology-Directed Recombinational Repair (HDR) of Chromosomal Breaks to Sensitize Prostate Cancer Cells to Poly (ADP-Ribose) Polymerase (PARP) Inhibition","YANG, SHIH-HSIN E","PC094457","W81XWH-10-1-0594","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","PCRP","Physician Research Training Award","Primary: DNA Damage and RepairSecondary: Pharmacology","2009","$413,827.92"
"Racially Associated Immunoglobulin G and FcGamma Receptor Genes and Humoral Immunity to Mucin 1 in Prostate Cancer","PANDEY, JANARDAN P","PC094461","W81XWH-10-1-0479","Institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA","PCRP","Health Disparity Research Award - Established Investigator","Primary: Tumor Immunology","2009","$660,330.00"
"Therapeutic Value of PLK1 Knockdown in Combination with Prostate Cancer Drugs in PIM-1 Overexpressing Prostate Cancer Cells","ROH, MEEJEON ","PC094467","W81XWH-10-1-0246","Institution: NORTHWESTERN UNIVERSITY, CHICAGO, ILLINOIS","PCRP","New Investigator Award","Primary: OncogenesSecondary: Drug Development","2009","$346,489.44"
"Improving the Efficacy of Docetaxel-Based Chemotherapy for Hormone-Refractory Prostate Cancer Using the Novel Mechanism of XIAP Depletion","KUTIKOV, ALEXANDER ","PC094474","W81XWH-10-1-0187","Institution: FOX CHASE CANCER CENTER","PCRP","Physician Research Training Award","Primary: PharmacologySecondary: Chemotherapy","2009","$418,585.00"
"Rap1 Regulation in Prostate Cancer","MENON, JYOTSANA ","PC094476","W81XWH-10-1-0533","Institution: CHICAGO, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Anti-angiogenics","2009","$123,583.00"
"Novel Combined Targeted Treatments for Androgen-Dependent and -Independent Prostate Cancer","BISTULFI, GAIA ","PC094479","W81XWH-10-1-0186","Institution: HEALTH RESEARCH INC., ROSWELL PARK DIVISION","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: PharmacologySecondary: Chemotherapy","2009","$89,355.00"
"Identification and Clinical Assessment of Genes that Regulate the Response of Cancer Cells to Rapamycin","WHEELER, DOUGLAS B","PC094483","W81XWH-10-1-0191","Performing Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCHContracting Institution: JOAN AND SANFORD I WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Signal Transduction","2009","$59,328.63"
"Role of PSGR Overexpression on a PTEN Conditional Knockout Model","RODRIGUEZ, MELISSA ","PC094495","W81XWH-10-1-0612","Performing Institution: TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER AT HOUSTONContracting Institution: TEXAS A&M UNIVERSITY","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Functional Study of Biological MoleculesSecondary: Progression","2009","$92,538.00"
"Targeted Prostate Tumor Ablation Using Engineered Gold Nanorods","GORMLEY, ADAM J","PC094496","W81XWH-10-1-0286","Institution: UTAH, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Hypo / HyperthermiaSecondary: Nanotechnology","2009","$84,546.80"
"The Role of miRNAs in the Progression of Prostate Cancer from Androgen-Dependent to Androgen-Independent Stages","SUN, DANDAN ","PC094499","W81XWH-10-1-0656","Institution: VIRGINIA, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Functional Study of Biological Molecules","2009","$79,049.31"
"Mapping the Androgen Receptor Signaling Axis","AUSTIN, RYAN ","PC094501","W81XWH-10-1-0220","Institution: INSTITUTE FOR SYSTEMS BIOLOGY","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Signal TransductionSecondary: Proteomics","2009","$124,200.00"
"Heterobivalent Imaging Agents for Simultaneous Targeting Prostate-Specific Membrane Antigen (PSMA) and Hepsin","BYUN, YOUNGJOO ","PC094506","W81XWH-10-1-0189","Institution: KOREA UNIVERSITY","PCRP","New Investigator Award","Primary: Nulcear Medicine ImagingSecondary: Agent Development","2009","$368,906.48"
"The Role of SF2 in Prostate Cancer Progression","COMSTOCK, CLAY ","PC094507","W81XWH-10-1-0239","Institution: JEFFERSON MEDICAL COLLEGE","PCRP","New Investigator Award","Primary: Cell CycleSecondary: Progression","2009","$224,807.41"
"Development of Prior Image-Based, High-Quality, Low-Dose Kilovoltage Cone Beam CT for Use in Adaptive Radiotherapy of Prostate Cancer","HAN, XIAO ","PC094510","W81XWH-10-1-0267","Institution: CHICAGO, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: X-ray ImagingSecondary: Computer-aided Diagnosis","2009","$97,963.00"
"Toward Understanding the Genetic Predisposition for Signaling Pathway Activation in Aggressive Prostate Cancer","DEMICHELIS, FRANCESCA ","PC094516","W81XWH-10-1-0457","Institution: UNIVERSITA DEGLI STUDI DI TRENTO","PCRP","New Investigator Award","Primary: Genomics","2009","$380,010.00"
"Increasing Minority Biomedical Researchers in Prostate Cancer Research through Academic Affiliations between UNTHSC and HBCU","VISHWANATHA, JAMBOOR K","PC094536","W81XWH-10-1-0251","Institution: NORTH TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER, FORT WORTH","PCRP","Collaborative Undergraduate HBCU Student Summer Training Program Award","Primary: Training Programs","2009","$198,443.00"
"Improved Image-Guided Laparoscopic Prostatectomy","FLEMING, IOANA ","PC094541","W81XWH-10-1-0562","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: SurgerySecondary: Ultrasonography","2009","$98,678.61"
"Role of Candidate Oncogene PDE4D in Prostate Cancer","HAMMER, KIMBERLY D","PC094542","W81XWH-10-1-0571","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Oncogenes","2009","$57,748.00"
"Androgen Receptor Coactivator p44/mep50 in Prostate Cancer","WU, XINYU ","PC094557","W81XWH-10-1-0423","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Functional Study of Biological MoleculesSecondary: Metastasis","2009","$120,011.00"
"The Role of NF-KappaB Signaling in the Bone Metastasis of Prostate Cancer","JIN, REN J","PC094560","W81XWH-10-1-0236","Institution: VANDERBILT UNIVERSITY MEDICAL CENTER","PCRP","New Investigator Award","Primary: Signal TransductionSecondary: Metastasis","2009","$350,085.00"
"Nanoparticle Self-Lighting Photodynamic Therapy for Prostate Cancer Treatment","CHEN, WEI ","PC094562","W81XWH-10-1-0234","Institution: TEXAS, UNIVERSITY OF, AT ARLINGTON","PCRP","New Investigator Award","Primary: Photodynamic TherapySecondary: Nanotechnology","2009","$324,529.00"
"Computerized Decision Support System for Detection and Grading of Prostate Cancer Using Magnetic Resonance Spectroscopy (MRS)","TIWARI, PALLAVI ","PC094570","W81XWH-10-1-0502","Institution: RUTGERS, NEW JERSEY, STATE UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Magnetic Resonance ImagingSecondary: Computer-aided Diagnosis","2009","$69,182.66"
"Nebraska Prostate Cancer Research Program","LIN, MING-FONG ","PC094594","W81XWH-10-1-0271","Institution: NEBRASKA, UNIVERSITY OF, MEDICAL CENTER","PCRP","Collaborative Undergraduate HBCU Student Summer Training Program Award","Primary: Training Programs","2009","$198,453.00"
"The Role of Cyclin D1b on Prostate Cancer Progression","AUGELLO, MICHAEL ","PC094596","W81XWH-10-1-0548","Institution: JEFFERSON MEDICAL COLLEGE","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Invasion","2009","$99,219.00"
"Nanog, Cancer Stem Cells, and Resistance to Chemotherapy","JIANG, HONGMEI ","PC094599","W81XWH-10-1-0636","Institution: BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Cancer Stem Cells","2009","$75,910.68"
"Exploiting the Genomic Programs Underlying Androgen Receptor-Null Prostate Cancer","BLUEMN, ERIC G","PC094601","W81XWH-10-1-0133","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Hormone ReceptorsSecondary: Genomics","2009","$71,559.41"
"Targeted Delivery of Therapeutic RNA into Prostate Cancers","TARAPORE, PHERUZA ","PC094619","W81XWH-10-1-0367","Institution: UNIVERSITY OF CINCINNATI","PCRP","New Investigator Award","Primary: Targeted TherapiesSecondary: Drug Development","2009","$353,250.00"
"Variations of Human DNA Polymerase Genes as Biomarkers of Prostate Cancer Progression","MAKRIDAKIS, NICK M","PC094628","W81XWH-10-1-0488","Institution: TULANE UNIVERSITY","PCRP","New Investigator Award","Primary: BiomarkersSecondary: DNA Damage and Repair","2009","$334,765.00"
"Circulating Endothelial Cells in Prostate Tumorigenesis","KIM, WILLIAM Y","PC094631","W81XWH-10-1-0178","Institution: NORTH CAROLINA AT CHAPEL HILL, UNIVERSITY OF","PCRP","Physician Research Training Award","Primary: BiomarkersSecondary: Clinical Biomarkers","2009","$687,998.00"
"The Role of Androgen Receptor in Prostate Luminal Epithelial Cells in Normal Development and Carcinogenesis","LIN, TZU-HUA ","PC094637","W81XWH-10-1-0287","Institution: ROCHESTER, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Hormone ReceptorsSecondary: Progression","2009","$73,541.70"
"Peptoid-Based PET Probes for Prostate Cancer Imaging","CHENG, ZHEN ","PC094646","W81XWH-10-1-0428","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","New Investigator Award","Primary: Nulcear Medicine Imaging","2009","$361,509.00"
"Enhancing Therapeutic Cellular Prostate Cancer Vaccines","GOMEZ, CHRISTIAN R","PC094680","W81XWH-10-1-0225","Institution: MISSISSIPPI, UNIVERSITY OF, MEDICAL CENTER","PCRP","New Investigator Award","Primary: Cell LinesSecondary: Not Otherwise Specified","2009","$339,974.00"
"Challenges of Zinc-Specific Transrectal Fluorescence Tomography To Detect Prostate Cancer","ZHANG, ANQI (ANDREW) ","PC094694","W81XWH-10-1-0836","Institution: OKLAHOMA STATE UNIVERSITY","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: Fluorescence ImagingSecondary: Clinical Biomarkers","2009","$98,984.25"
"Biochemical and Genetic Markers in Aggressiveness and Recurrence of Prostate Cancer: Race-Specific Links to Inflammation and Insulin Resistance","PODGORSKI, IZABELA ","PC094695","W81XWH-10-1-0537","Institution: WAYNE STATE UNIVERSITY","PCRP","Health Disparity Research Award - Early-Career Investigator","Primary: Gene and/or Environmental EpidemiologySecondary: Biomarkers","2009","$340,215.16"
"The Role of Mitochondrial TCA Cycle Enzymes in Determining Prostate Cancer Chemosensitivity","QIAN, DAVID Z","PC094700","W81XWH-10-1-0142","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","PCRP","New Investigator Award","Primary: ChemotherapySecondary: Metabolism","2009","$344,696.00"
"Understanding the Potential Role of Circulating Tumor Cells in Prostate Cancer Metastasis","SHAH, AJAY M","PC094715","W81XWH-10-1-0560","Institution: MASSACHUSETTS GENERAL HOSPITAL","PCRP","Prostate Cancer Training Award - Predoctoral - PhD and MD/PhD","Primary: MetastasisSecondary: Cell/Tissue/ Body Fluid Sampling","2009","$87,578.90"
"The Role of microRNA miR-101 in Prostate Cancer Progression","CAO, QI ","PC094725","W81XWH-10-1-0652","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Prostate Cancer Training Award - Postdoctoral - PhD","Primary: Functional Study of Biological MoleculesSecondary: Progression","2009","$123,921.00"
"Development of Small Molecule Inhibitors of IL-6/GP130 for the Treatment of Prostate Cancer","FUCHS, JAMES R","PC094727","W81XWH-10-1-0458","Institution: OHIO STATE UNIVERSITY, THE","PCRP","New Investigator Award","Primary: Drug DevelopmentSecondary: Pharmacology","2009","$269,268.29"
