"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Novel Protein Aggregation in Neurofibromatosis","CHANG, NAN-SHAN ","NF093068","W81XWH-10-1-0625","Performing Institution: NATIONAL CHENG KUNG UNIVERSITY MEDICAL CENTERContracting Institution: NCKU RESEARCH & DEVELOPMENT FOUNDATION","NFRP","Exploration - Hypothesis Development Award","Primary: Apoptosis","2009","$113,399.00"
"Regulation of CD1d-Mediated Antigen Presentation by Nf1","BRUTKIEWICZ, RANDY R","NF093069","W81XWH-10-1-0048","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Exploration - Hypothesis Development Award","Primary: Regulation of the Immune ResponseSecondary: Growth Factors/Cytokines","2009","$147,302.00"
"Somatostatin and CD26: New Approach for the Treatment of NF1 Tumors","ANTOSZCZYK, SLAWOMIR J","NF093074","W81XWH-10-1-0091","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Postdoctoral Traineeship Award","Primary: Gene Therapy (Includes Vector Development)Secondary: Targeted Therapies","2009","$173,697.59"
"microRNA Gene Regulatory Networks in Peripheral Nerve Sheath Tumors","SUBRAMANIAN, SUBBAYA ","NF093077","W81XWH-10-1-0556","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","NFRP","New Investigator Award","Primary: BiomarkersSecondary: Translation and Modification","2009","$601,550.00"
"The Roles of Merlin and Expanded in Drosophila Growth and Proliferation","VANDERZALM, PAMELA J","NF093079","W81XWH-10-1-0610","Institution: CHICAGO, UNIVERSITY OF","NFRP","Postdoctoral Traineeship Award","Primary: Signal Transduction","2009","$156,000.00"
"Structure-Guided Insights into the Function of Merlin in Neurofibromatosis 2 (NF2)","YOGESHA, SOLLEPURA ","NF093089","W81XWH-10-1-0079","Institution: SCRIPPS RESEARCH INSTITUTE","NFRP","Postdoctoral Traineeship Award","Primary: Structural Chemistry/Structural BiologySecondary: Tumor Suppresor Genes","2009","$85,876.97"
"Mouse Model of Schwannomatosis-Related Neuropathic Pain","VITTE, JEREMIE ","NF093091","W81XWH-10-1-0070","Institution: HOUSE RESEARCH INSTITUTE","NFRP","Postdoctoral Traineeship Award","Primary: Tumor Suppresor GenesSecondary: Animal Models","2009","$181,900.00"
"Genetic and Epigenetic Differences in Monozygotic Twins with NF1","SCHORRY, ELIZABETH ","NF093100","W81XWH-10-1-0867","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Exploration - Hypothesis Development Award","Primary: Genomics","2009","$117,869.66"
"Phase 2 Study: RAD001 with and without Bevacizumab in Sporadic and Neurofibromatosis Type 1-Related Refractory Malignant Peripheral Nerve Sheath Tumors","WIDEMANN, BRIGITTE ","NF093105","W81XWH-10-1-0681","Performing Institution: NATIONAL CANCER INSTITUTEContracting Institution: SARCOMA ALLIANCE FOR RESEARCH THROUGH COLLABORATION (SARC)","NFRP","Clinical Trial Award","Primary: Anti-angiogenicsSecondary: Chemotherapy","2009","$587,770.00"
"Identification of Novel Biomarkers and Subclinical Vasculopathy in Neurofibromatosis Type 1 Patients","INGRAM, DAVID A","NF093115","W81XWH-10-1-0795","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Exploration - Hypothesis Development Award","Primary: InflammationSecondary: Biological Epidemiology","2009","$131,975.83"
"Role of p21-Activated Protein Kinases in Neurofibromatosis 2","CHOW, HOI YEE ","NF093118","W81XWH-10-1-0092","Institution: INSTITUTE FOR CANCER RESEARCH","NFRP","Postdoctoral Traineeship Award","Primary: Signal Transduction","2009","$174,500.00"
"Preclinical Testing of Combination Therapy for Malignant Tumors Arising from Neurofibromas","RIGGINS, GREGORY J","NF093128","W81XWH-10-1-0387","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Cell LinesSecondary: Chemotherapy","2009","$164,000.00"
"Genetic Evaluation for the Scoliosis Gene(s) in Patients with Neurofibromatosis 1 and Scoliosis","POLLY, DAVID W","NF093130","W81XWH-10-1-0469","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","NFRP","Investigator-Initiated Research Award","Primary: GenomicsSecondary: Clinical Biomarkers","2009","$705,183.00"
"The Role of NF1 in Memory Retrieval","ZHONG, YI ","NF093135","W81XWH-10-1-0450","Institution: COLD SPRING HARBOR LABORATORY","NFRP","Investigator-Initiated Research Award","Primary: Cognitive PerformanceSecondary: Signal Transduction","2009","$882,000.00"
"Functional Characterization of a Novel NF2/Merlin Protein Complex in Growth Control","PAN, DUOJIA ","NF093145","W81XWH-10-1-0104","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Investigator-Initiated Research Award","Primary: Signal Transduction","2009","$860,008.00"
"Targeting Insulin-Like Growth Factor-1 Receptor (IGF-1R) as a New Approach to NF1 Malignant Tumors","MATTINGLY, RAYMOND R","NF093146","W81XWH-10-1-0049","Institution: WAYNE STATE UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Signal Transduction","2009","$151,531.34"
"Ras-Independent Function of NF1","DU, FEI ","NF100016","W81XWH-11-1-0192","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","NFRP","Postdoctoral Traineeship Award","Primary: Signal TransductionSecondary: Inflammation","2010","$108,000.00"
"Novel Pharmacological Targets for NF2-Mediated Yap/Taz Signaling","MOHSENI, MORVARID ","NF100025","W81XWH-11-1-0222","Institution: CHILDREN'S HOSPITAL, BOSTON","NFRP","Postdoctoral Traineeship Award","Primary: Signal TransductionSecondary: Proteomics","2010","$93,658.38"
"A Phase II Study of Sutent Sunitinib, an Oral Multitargeted Tyrosine Kinase Inhibitor in Subjects with NF-1 Plexiform Neurofibromas","SHIH, CHIE-SCHIN ","NF100031","W81XWH-11-1-0137","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Clinical Trial Award","Primary: Chemotherapy","2010","$1,308,192.00"
"Role of Merlin/NF2 in mTOR Signaling and Meningioma Growth","RAMESH, VIJAYA ","NF100047","W81XWH-11-1-0264","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award - Optional Collaborator","Primary: Signal TransductionSecondary: Tumor Suppressor Genes","2010","$1,181,731.00"
"STAT3 in Neurofibroma Tumorigenesis and Therapy","WU, JIANQIANG ","NF100053","W81XWH-11-1-0259","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","New Investigator Award","Primary: OncogenesSecondary: Chemotherapy","2010","$611,451.00"
"Tibial Bowing and Pseudarthrosis in Neurofibromatosis Type 1","STEVENSON, DAVID A","NF100057","W81XWH-11-1-0250","Institution: UTAH, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award - Optional Collaborator","Primary: Clinical BiomarkersSecondary: Genomics","2010","$964,194.00"
"The Risk and Clinical and Molecular Characteristics of Breast Cancer in Women with Neurofibromatosis Type 1","CHITALE, DHANANJAY A","NF100061","W81XWH-11-1-0671","Institution: HENRY FORD HEALTH SYSTEM","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Genetic Risk","2010","$405,049.00"
"SUZ12 as a Tumor Burden Modifier in NF1 Microdeletion Syndrome","BERNARDS, ANDRE ","NF100072","W81XWH-11-1-0257","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Exploration - Hypothesis Development Award","Primary: Genomic InstabilitySecondary: Genomics","2010","$177,000.00"
"SNF5 Mutation Leads to Intractable Pain in Schwannomatosis Patients","MATSUMOTO, STEVEN ","NF100081","W81XWH-11-1-0143","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Not Otherwise SpecifiedSecondary: Proteomics","2010","$150,185.25"
"Investigating a Novel Tumor Suppressor that Cooperates with NF1 in MPNST Development","CICHOWSKI, KAREN M","NF100082","W81XWH-11-1-0138","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","NFRP","Investigator-Initiated Research Award","Primary: Tumor Suppressor GenesSecondary: Biomarkers","2010","$848,812.00"
"The Mechanism by Which Neurofibromin Suppresses Tumorigenesis","MO, WEI ","NF100085","W81XWH-11-1-0184","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Postdoctoral Traineeship Award","Primary: ProgressionSecondary: Signal Transduction","2010","$104,602.00"
"Identifying Molecular and Pharmacologic Targets for Impaired Fracture Healing in a Murine Model of NF1","YANG, FENG-CHUN ","NF100087","W81XWH-11-1-0347","Institution: MIAMI, UNIVERSITY OF, CORAL GABLES","NFRP","Investigator-Initiated Focused Research Award - Optional Collaborator","Primary: InjurySecondary: Growth Factors/Cytokines","2010","$958,274.00"
"Combinatorial Therapy Approaches for NF2-Deficient Meningiomas","BAIA, GILSON ","NF100090","W81XWH-11-1-0424","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: ChemotherapySecondary: Radiotherapy","2010","$164,000.00"
"Identification and Study of Novel Genes Critical to Survival of MPNSTs","PATEL, AMI ","NF100091","W81XWH-11-1-0144","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Postdoctoral Traineeship Award","Primary: OncogenesSecondary: Genomics","2010","$108,000.00"
"Ras-Directed N-Glycoproteins Are Novel Early Biomarkers for Tumorigenesis and Malignant Transformation and Therapeutic Targets of Neurofibromatosis Type 1","ZHU, QUAN-SHENG ","NF100094","W81XWH-11-1-0243","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","NFRP","Exploration - Hypothesis Development Award","Primary: BiomarkersSecondary: Signal Transduction","2010","$158,000.00"
"Neurofibromin-CRMP-2-Ca2+ Channels: A New Network for Therapeutic Intervention in Neurofibromatosis","KHANNA, RAJESH ","NF100099","W81XWH-11-1-0348","Institution: ARIZONA, UNIVERSITY OF, TUCSON","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Functional Study of Biological Molecules","2010","$615,361.00"
"Nerve Degeneration and Regeneration Associated with NF1 Tumors","MUIR, DAVID F","NF100108","W81XWH-11-1-0145","Institution: FLORIDA, UNIVERSITY OF","NFRP","Investigator-Initiated Focused Research Award","Primary: Chemotherapy","2010","$749,533.17"
"NF1-Induced Pluripotent Stem Cells for the Study of Neural Differentiation and Tumorigenesis in Vitro","RABKIN, SAMUEL D","NF100113","W81XWH-11-1-0522","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Exploration - Hypothesis Development Award","Primary: Cellular DevelopmentSecondary: Not Otherwise Specified","2010","$176,238.00"
"Role of Nerve Growth Factor in the Inflammatory Response and Pain in a Mouse Neurofibromatosis Model","MARQUEZ DE PRADO, BLANCA ","NF100114","W81XWH-11-1-0539","Institution: IOWA, UNIVERSITY OF","NFRP","New Investigator Award","Primary: Growth Factors/CytokinesSecondary: Regulation of the Immune Response","2010","$584,733.16"
"Regulation of CD1d Antigen Presentation by Merlin","GALLO, RICHARD ","NF100123","W81XWH-11-1-0206","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Postdoctoral Traineeship Award","Primary: Signal TransductionSecondary: Functional Study of Biological Molecules","2010","$104,654.41"
"Characterization of an E3 Ubiquitin Ligase that Degrades Neurofibromin in Vitro and Vivo","ZHU, YUAN ","NF100136","W81XWH-11-1-0251","Institution: CHILDREN'S NATIONAL MEDICAL CENTER","NFRP","Investigator-Initiated Focused Research Award - Optional Collaborator","Primary: Tumor Suppressor GenesSecondary: Signal Transduction","2010","$1,049,181.72"
"Comprehensive QoL in NF2: Development, Refinement, and Standardization of a Multidimensional Metric","COSETTI, MAURA K","NF100148","W81XWH-11-1-0255","Institution: NEW YORK UNIVERSITY SCHOOL OF MEDICINE","NFRP","Postdoctoral Traineeship Award","Primary: Quality of LifeSecondary: Survey/Instrument Development and Validation","2010","$107,956.00"
"Engineered Herpes Simplex Viruses for the Treatment of Malignant Peripheral Nerve Sheath Tumors","MARKERT, JAMES M","NF100157","W81XWH-11-1-0498","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","NFRP","Investigator-Initiated Research Award - Optional Collaborator","Primary: Gene Therapy (Includes Vector Development)","2010","$984,811.00"
"Novel Role of Merlin Tumor Suppressor in Autophagy and Its Implication in Treating NF2-Associated Tumors","BARISH, MICHAEL  E","NF100160","W81XWH-11-1-0269","Institution: CITY OF HOPE BECKMAN RESEARCH INSTITUTE","NFRP","New Investigator Award","Primary: Functional Study of Biological MoleculesSecondary: Drug Development","2010","$664,000.00"
"Structural Basis of Merlin Tumor Suppressor Functions in Neurofibromatosis-2","IZARD, TINA ","NF110046","W81XWH-12-1-0451","Performing Institution: SCRIPPS RESEARCH INSTITUTE, FLORIDAContracting Institution: SCRIPPS RESEARCH INSTITUTE","NFRP","New Investigator Award","Primary: Structural Chemistry / Structural BiologySecondary: Cell Adhesion","2011","$565,297.00"
"Cell of Origin and the Roles of Tumor Microenvironment in Dermal Neurofibroma Development and Therapeutics","LE, LU Q","NF110047","W81XWH-12-1-0161","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","New Investigator Award","Primary: ProgressionSecondary: Tumor Immunology","2011","$632,348.15"
"Neurofibromatosis Clinical Consortium Award","KORF, BRUCE R","NF110052","W81XWH-12-1-0155","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","NFRP","Clinical Consortium Award","Primary: Targeted TherapiesSecondary: Centers, Clinical Centers, or Consortia","2011","$9,000,000.00"
"RAD001 Phase II Trial for Neurofibromatosis Type 2-Related Vestibular Schwannoma","GIOVANNINI, MARCO ","NF110054","W81XWH-12-1-0116","Performing Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELESContracting Institution: HOUSE RESEARCH INSTITUTE","NFRP","Clinical Trial Award","Primary: Targeted TherapiesSecondary: Anti-angiogenics","2011","$1,584,285.00"
"A Phase II Trial on the Effect of Low-Dose versus High-Dose Vitamin D Supplementation on Bone Mass in Adults with Neurofibromatosis 1 (NF1)","VISKOCHIL, DAVID H","NF110055","W81XWH-12-1-0487","Institution: UTAH, UNIVERSITY OF","NFRP","Clinical Trial Award","Primary: Targeted TherapiesSecondary: Nutraceuticals ","2011","$1,022,082.00"
"Identification of Molecular and Cellular Contributors to Neurofibroma Formation and Growth","RATNER, NANCY ","NF110057","W81XWH-12-1-0133","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Investigator-Initiated Focused Research Award - Optional Qualified Collaborator","Primary: Tumor ImmunologySecondary: Cell Adhesion","2011","$1,022,508.00"
"Neural and Biochemical Predictors of Cognitive Dysfunction in Children with NF1","BEARDEN, CARRIE E","NF110080","W81XWH-12-1-0081","Performing Institution: NPI SEMEL INSTITUTEContracting Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","NFRP","Investigator-Initiated Focused Research Award - Optional Qualified Collaborator","Primary: Clinical BiomarkersSecondary: Cognitive Performance","2011","$1,015,482.00"
"Comparative Oncogenomics for Peripheral Nerve Sheath Cancer Gene Discovery","CARROLL, STEVEN L","NF110082","W81XWH-12-1-0164","Institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA","NFRP","Investigator-Initiated Research Award","Primary: GenomicsSecondary: Progression","2011","$769,125.00"
"Drug Response and Resistance in Advanced NF-1-Associated Cancers","SHANNON, KEVIN ","NF110091","W81XWH-12-1-0157","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Investigator-Initiated Research Award","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Targeted Therapies","2011","$811,125.00"
"Oncogene Discovery in Schwannomas","HOROWITZ, PELEG M","NF110103","W81XWH-12-1-0136","Institution: DANA-FARBER CANCER INSTITUTE","NFRP","Postdoctoral Traineeship Award","Primary: Genomics","2011","$108,000.00"
"Explore the Role of the Retinoic Acid Receptor Responder Protein 1 in Plexiform Neurofibroma Genesis","HATHOUT, YETRIB ","NF110105","W81XWH-12-1-0140","Institution: CHILDREN'S RESEARCH INSTITUTE AT CNMC","NFRP","Exploration - Hypothesis Development Award","Primary: Functional Study of Biological MoleculesSecondary: Tumor Suppressor Genes","2011","$171,326.12"
"Generation and Initial Characterization of an NF2 Model that Develops Intracranial Vestibular Schwannomas and Meningiomas","CLAPP, D. WADE ","NF110107","W81XWH-12-1-0120","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Exploration - Hypothesis Development Award","Primary: Animal ModelsSecondary: Not Otherwise Specified","2011","$155,500.00"
"Zebrafish Model of NF1 for Structure-Function Analysis, Mechanisms of Glial Tumorigenesis, and Chemical Biology","LOOK, THOMAS ","NF110108","W81XWH-12-1-0125","Institution: DANA-FARBER CANCER INSTITUTE","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator(s)","Primary: Animal ModelsSecondary: Not Otherwise Specified","2011","$867,846.09"
"Identifying Novel Glioma Therapeutic Targets Using an Ecosystems Approach","GUTMANN, DAVID H","NF120032","W81XWH-13-1-0094","Institution: WASHINGTON UNIVERSITY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Cancer Stem CellsSecondary: Tumor Heterogeneity","2012","$916,011.00"
"NF1 Signal Transduction and Vascular Dysfunction","PUMIGLIA, KEVIN M","NF120051","W81XWH-13-1-0111","Institution: ALBANY MEDICAL COLLEGE","NFRP","Investigator-Initiated Research Award","Primary: Signal TransductionSecondary: Angiogenesis","2012","$824,993.00"
"Relation Between the Sleep/Wake Cycle and Cognitive Deficits in Neurofibromatosis","JOINER, WILLIAM ","NF120061","W81XWH-13-1-0102","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","NFRP","New Investigator Award","Primary: Neural CircuitsSecondary: Functional Study of Biological Molecules","2012","$620,000.00"
"Discovery of Novel Drugs To Improve Bone Health in Neurofibromatosis Type 1: The Wnt/Beta-Catenin Pathway in Fracture Repair and Pseudarthrosis","ALMAN, BENJAMIN ","NF120062","W81XWH-13-1-0113","Institution: THE HOSPITAL FOR SICK CHILDREN","NFRP","Exploration - Hypothesis Development Award","Primary: InjurySecondary: Targeted Therapies","2012","$144,000.00"
"Investigation Into the Role of C17orf79/COPR5 in E2F/DP Target Gene Overexpression in NF1 Microdeletion Syndrome","BERNARDS, ANDRE ","NF120070","W81XWH-13-1-0089","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Exploration - Hypothesis Development Award","Primary: Tumor Suppressor GenesSecondary: Transcription","2012","$174,000.00"
"Exploratory Evaluation of AR-42 Histone Deacetylase Inhibitor in the Treatment of Vestibular Schwannoma and Meningioma","WELLING, D. BRADLEY ","NF120074","W81XWH-14-1-0167","Institution: MASSACHUSETTS EYE AND EAR INFIRMARY","NFRP","Clinical Trial Award","Primary: ChemotherapySecondary: Progression","2013","$1,189,164.00"
"The Aryl Hydrocarbon Receptor as a Novel Determinant to the Response of NF1 Malignant Peripheral Nerve Sheath Tumor Cells to Inhibition of MAP Kinase Kinase","REINERS, JOHN ","NF120078","W81XWH-13-1-0097","Institution: WAYNE STATE UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: BiomarkersSecondary: Functional Study of Biological Molecules","2012","$151,967.10"
"Effects of Pharmacologic and Genetic Inhibition of Alk on Cognitive Impairments in NF1 Mutant Mice","RABER, JACOB ","NF120081","W81XWH-13-1-0117","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Cognitive PerformanceSecondary: Behavioral / Cognitive / Psychological Therapies","2012","$153,896.00"
"Developing Effective Targeted Therapies for MPNSTs","CICHOWSKI, KAREN ","NF120085","W81XWH-13-1-0044","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","NFRP","Investigator-Initiated Research Award - Nested Postdoctoral Traineeship","Primary: Targeted TherapiesSecondary: Biomarkers","2012","$1,058,541.00"
"Phase I/II Trial of an Hsp90 Inhibitor in Combination with an mTOR Inhibitor for Patients with Refractory Malignant Peripheral Nerve Sheath Tumors","KIM, AERANG ","NF120087","W81XWH-13-1-0072","Performing Institution: CHILDREN'S NATIONAL MEDICAL CENTERContracting Institution: SARCOMA ALLIANCE FOR RESEARCH THROUGH COLLABORATION (SARC)","NFRP","Clinical Trial Award","Primary: Targeted Therapies","2012","$1,124,998.00"
"Gene Therapy for Childhood Neurofibromatosis","SEGAL, DAVID J","NF120092","W81XWH-13-1-0101","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","NFRP","Exploration - Hypothesis Development Award","Primary: Gene Therapy (Includes Vector Development)","2012","$134,300.00"
"Genetic and Functional Heterogeneity of Tumors in Neurofibromatosis 2","GUSELLA, JAMES F","NF120116","W81XWH-13-1-0093","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award","Primary: Genomic InstabilitySecondary: Tumor Heterogeneity","2012","$913,500.00"
"Regulation of Intracellular Trafficking in NF2","HENNIGAN, ROBERT ","NF120118","W81XWH-13-1-0136","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","New Investigator Award","Primary: Tumor Suppressor GenesSecondary: Functional Study of Biological Molecules","2012","$612,000.00"
"Function of Cell Polarity in Neurofibromatosis Type 2","GLADDEN, ANDREW ","NF130025","W81XWH-14-1-0053","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","NFRP","New Investigator Award","Primary: Cellular StructureSecondary: Progression","2013","$639,306.27"
"Malignant Peripheral Nerve Sheath Tumors: Models, Biology, and Translation","LE, LU Q","NF130029","W81XWH-14-1-0065","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Investigator-Initiated Research Award","Primary: ProgressionSecondary: Drug Development","2013","$834,750.00"
"NF1 Is an Effector and Regulator of the GPCR Signaling in the Nervous System","MARTEMYANOV, KIRILL ","NF130030","W81XWH-14-1-0074","Institution: SCRIPPS RESEARCH INSTITUTE, FLORIDA","NFRP","New Investigator Award","Primary: Signal Transduction","2013","$755,991.00"
"Prevention and Treatment of Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors","ROTH, KEVIN A","NF130036","W81XWH-14-1-0073","Institution: COLUMBIA UNIVERSITY MEDICAL CENTER","NFRP","Investigator-Initiated Research Award","Primary: ChemopreventionSecondary: Pharmacology","2013","$732,730.71"
"A Nationwide Population-Based Approach to Study Health-Related and Psychosocial Aspects of Neurofibromatosis Type 1","WINTHER, JEANETTE F","NF130037","W81XWH-14-1-0054","Institution: DANISH CANCER SOCIETY RESEARCH CENTER","NFRP","Investigator-Initiated Research Award - Optional Nested Postdoctoral Traineeship","Primary: Behavioral EpidemiologySecondary: Quality of Life","2013","$789,277.00"
"Zebrafish as a Model to Study NF1-Associated Learning Deficits","GRANATO, MICHAEL ","NF130052","W81XWH-14-1-0076","Institution: PENNSYLVANIA, UNIVERSITY OF","NFRP","Exploration - Hypothesis Development Award","Primary: Drug DevelopmentSecondary: Signal Transduction","2013","$159,783.87"
"Exploiting Oncogene Addiction and Synthetic Lethal Phenotypes to Devise Novel Therapeutic Strategies for NF2","PFLEGER, CATHIE M","NF130061","W81XWH-14-1-0059","Institution: MOUNT SINAI SCHOOL OF MEDICINE, NEW YORK","NFRP","New Investigator Award","Primary: Tumor Suppressor GenesSecondary: Targeted Therapies","2013","$675,318.00"
"Pathophysiology and Treatment of Muscle Weakness in NF1","SCHINDELER, AARON ","NF130064","W81XWH-14-1-0226","Institution: CHILDREN'S HOSPITAL AT WESTMEAD","NFRP","Exploration - Hypothesis Development Award","Primary: Targeted TherapiesSecondary: Injury","2013","$87,253.00"
"Innovative in Vivo Modeling of Neurofibromatosis by Human-Mouse Neural Crest Chimera","JAENISCH, RUDOLF ","NF130071","W81XWH-14-1-0057","Institution: WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH","NFRP","Exploration - Hypothesis Development Award","Primary: Animal ModelsSecondary: Progression","2013","$194,996.00"
"Contribution of p75NTR to Schwannoma Growth and Therapeutic Responses","HANSEN, MARLAN ","NF130072","W81XWH-14-1-0096","Institution: IOWA, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: Signal TransductionSecondary: Targeted Therapies","2013","$774,879.00"
"Interrogating Inhibitory Synaptic Transmission in Human Neurofibromatosis Type 1 Neurons","WERNIG, MARIUS ","NF130080","W81XWH-14-1-0307","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","NFRP","New Investigator Award","Primary: Cellular DevelopmentSecondary: Targeted Therapies","2013","$628,919.00"
"Developing Molecular Targeted Therapies against NF2","HOLLAND, ANDREW ","NF130090","W81XWH-14-1-0072","Performing Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Investigator-Initiated Research Award","Primary: Targeted TherapiesSecondary: Progression","2013","$846,219.08"
"CDCA7L and Mechanisms of Increased Male Bias in Glioma","REILLY, KARLYNE R","NF130092","W81XWH-14-1-0081","Performing Institution: NATIONAL CANCER INSTITUTEContracting Institution: THE GENEVA FOUNDATION","NFRP","Investigator-Initiated Research Award","Primary: OncogenesSecondary: Genetic Risk","2013","$606,112.00"
"Schwannomatosis-Associated Schwannomas: Molecular Profiling of Laser-Microdissected Tumor Cells with Distinctive INI1 Protein Expression","PAPI, LAURA ","NF130099","W81XWH-15-1-0164","Institution: UNIVERSITA DEGLI STUDI DI FIRENZE","NFRP","Exploration - Hypothesis Development Award","Primary: Tumor HeterogeneitySecondary: Familial and Hereditary Disorders","2014","$109,992.00"
"Testing Current and Developing Novel Therapies for NF1-Mutant Sarcomas in a Genetically Engineered Mouse Model","KIRSCH, DAVID  G","NF130101","W81XWH-14-1-0067","Institution: DUKE UNIVERSITY","NFRP","New Investigator Award","Primary: ChemotherapySecondary: Radiotherapy","2013","$622,303.00"
"Proteomic Analyses of NF1-Interacting Proteins in Keratinocytes","VARGHESE, SHYNI ","NF130106","W81XWH-14-1-0070","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","NFRP","Exploration - Hypothesis Development Award","Primary: Proteomics","2013","$155,000.00"
"Targeting Signaling to YAP for the Therapy of NF2","GIANCOTTI, FILIPPO ","NF130107","W81XWH-14-1-0266","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Drug Development","2013","$312,776.03"
"Testing the Role of p21-Activated Kinases in Schwannoma Formation Using a Novel Genetically Engineered Murine Model that Closely Phenocopies Human NF2 Disease","CHERNOFF, JONATHAN ","NF130108","W81XWH-14-1-0141","Institution: FOX CHASE CANCER CENTER","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: OncogenesSecondary: Targeted Therapies","2013","$751,318.00"
"Preclinical Validation of Anti-Nuclear Factor Kappa B Therapy against Vestibular Schwannoma and Neurofibromatosis Type II","STANKOVIC, KONSTANTINA ","NF130120","W81XWH-14-1-0091","Institution: MASSACHUSETTS EYE AND EAR INFIRMARY","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Targeted Therapies","2013","$655,999.00"
"Phase I Trial of Intratumoral Administration of NIS-Expressing Strain of Measles Virus in Unresectable or Recurrent Malignant Peripheral Nerve Sheath Tumor","BABOVIC-VUKSANOVIC, DUSICA ","NF140001","W81XWH-15-1-0115","Institution: MAYO CLINIC","NFRP","Clinical Trial Award","Primary: Targeted TherapiesSecondary: Biologics","2014","$1,338,626.00"
"Targeting RAF1 with C-Type Natriuretic Peptide to Promote Bone Union in NF1","ELEFTERIOU, FLORENT ","NF140017","W81XWH-15-1-0714","Institution: BAYLOR COLLEGE OF MEDICINE","NFRP","Investigator-Initiated Research Award","Primary: Drug DevelopmentSecondary: Targeted Therapies","2014","$814,878.36"
