"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Topical Application of Tranexamic Acid to Reduce Blood Loss During Spine Surgery","LEHMAN, RONALD ","OR130351","W81XWH-14-2-0177","Institution: COLUMBIA UNIVERSITY","PRORP","Clinical Trial Award","Primary: PharmacologySecondary: Surgery","2013","$3,129,083.00"
"Prosthetic Fit Assessment in Transtibial Amputees Secondary to Trauma (ProFit)","MORSHED, SAAM ","OR130357","W81XWH-14-1-0563","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PRORP","Idea Development Award","Primary: Survey/Instrument Development and ValidationSecondary: Rehabilitation","2013","$628,030.00"
"Intra-Articular Lubricin Gene Therapy for Post-Traumatic Arthritis","MARTIN, JAMES A","OR130365","W81XWH-14-1-0163","Institution: IOWA, UNIVERSITY OF","PRORP","Idea Development Award","Primary: Biological Prevention / Prophylactic VaccinesSecondary: Gene Therapy (Includes Vector Development)","2013","$727,955.00"
"Intra-Articular Therapeutic Delivery for Post-Traumatic Osteoarthritis (OA)","GULDBERG, ROBERT ","OR130376","W81XWH-14-2-0188","Institution: GEORGIA TECH RESEARCH CORPORATION","PRORP","Translational Research Award","Primary: BiologicsSecondary: Targeted Therapies","2013","$897,808.85"
"Engineered Joint Lubrication for OA Prevention and Treatment","ELISSEEFF, JENNIFER H","OR130378","W81XWH-14-1-0285","Institution: JOHNS HOPKINS UNIVERSITY","PRORP","Translational Research Award","Primary: BiologicsSecondary: Targeted Therapies","2013","$1,215,000.00"
"Development of a Lubricant Therapy to Prevent Development of Osteoarthritis after Acute Injury of Synovial Joints","SAH, ROBERT L","OR130385","W81XWH-14-1-0562","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","PRORP","Translational Research Award","Primary: InjurySecondary: Chemoprevention","2013","$1,128,083.00"
"Improving Energy Return and Residual-Limb Climate in Prostheses for High-Functioning Amputees","HANSEN, ANDREW ","OR130393","W81XWH-14-2-0197","Institution: CENTER FOR VETERANS RESEARCH AND EDUCATION FOUNDATION","PRORP","Idea Development Award","Primary: Device Development","2013","$496,013.46"
"Macroscopic Management of Neuromas in Residual Limbs","MOORE, AMY ","OR140083","W81XWH-15-1-0625","Institution: WASHINGTON UNIVERSITY","PRORP","Translational Research Award","Primary: Surgical PreventionSecondary: Not Otherwise Specified","2014","$1,082,873.59"
"Fluorinated Hydroxyapatite Coatings for Facilitating Epithelial Cells Adherence to the Implant Surface and Preventing Infection in Percutaneous Implant Systems.","JEYAPALINA, SUJEE ","OR140116","W81XWH-15-1-0682","Institution: WESTERN INSTITUTE FOR BIOMEDICAL RESEARCH","PRORP","Idea Development Award","Primary: Physical PreventionSecondary: Not Otherwise Specified","2014","$749,864.00"
"Integrative Device for Treating Rotator Cuff Tendon Injuries","LU, HELEN ","OR140141","W81XWH-15-1-0685","Institution: COLUMBIA UNIVERSITY","PRORP","Translational Research Award","Primary: Device DevelopmentSecondary: Stem Cell Therapy","2014","$1,125,000.00"
"Prevention of Posttraumatic Contractures with Ketotifen (PERK)","HILDEBRAND, KEVIN A","OR140142","W81XWH-15-1-0605","Institution: CALGARY, UNIVERSITY OF","PRORP","Clinical Trial Development Award","Primary: ChemopreventionSecondary: Chemotherapy","2014","$238,420.00"
"Timing of Surgery and Rehabilitation to Optimize Outcome for Patients with Multiple Ligament Knee Injuries: A Multicenter Clinical Trial","IRRGANG, JAMES J","OR140146","W81XWH-15-1-0655","Institution: PITTSBURGH, UNIVERSITY OF","PRORP","Clinical Trial Development Award","Primary: SurgerySecondary: Rehabilitation","2014","$292,955.32"
"Smart Control Modes for Facilitating Use of Multi-DOF Upper Limb Prosthetics","DOLLAR, AARON M","OR140147","W81XWH-15-1-0407","Institution: YALE UNIVERSITY","PRORP","Translational Research Award","Primary: Device Development","2014","$1,079,770.44"
"A Biologic Joint Replacement Strategy to Treat Patients with Severe Knee Trauma and Posttraumatic Knee Osteoarthritis","STANNARD, JAMES P","OR140148","W81XWH-15-1-0567","Institution: MISSOURI, UNIVERSITY OF, THE CURATORS OF THE","PRORP","Translational Research Award","Primary: SurgerySecondary: Biologics","2014","$1,086,472.00"
"A Multi-Institutional Prospective Observational Study on Nerve Repair and Reconstruction Associated with Major Extremity Trauma","SHORES, JAIMIE T","OR140218","W81XWH-15-2-0074","Performing Institution: JOHNS HOPKINS UNIVERSITY, BLOOMBERG SCHOOL OF PUBLIC HEALTHContracting Institution: JOHNS HOPKINS UNIVERSITY","PRORP","Outcomes Research Award","Primary: Descriptive Epidemiology/ SurveillanceSecondary: Not Otherwise Specified","2014","$2,491,232.00"
"Novel Vaccination for the Prevention of Prosthetic Implant Infections","HARRO, JANETTE ","OR140241","W81XWH-15-1-0629","Performing Institution: MARYLAND, UNIVERSITY OF, BALTIMORE","PRORP","Idea Development Award","Primary: InflammationSecondary: Biological Prevention / Prophylactic Vaccines","2014","$749,889.00"
"Novel Longitudinal Assessment of Posttraumatic Osteoarthritis After Major Knee Joint Injury Using Biomarkers of Cartilage Turnover at Long-Term Follow-Up","SVOBODA, STEVEN ","OR140258","W81XWH-15-2-0084","Performing Institution: UNITED STATES MILITARY ACADEMYContracting Institution: THE GENEVA FOUNDATION","PRORP","Idea Development Award","Primary: Clinical BiomarkersSecondary: Injury","2014","$731,613.00"
"Restoring Function After Volumetric Muscle Loss: Extracellular Matrix Allograft or Minced Muscle Autograft?","RIVERA, JESSICA C","OR140269","W81XWH-15-2-0086","Performing Institution: U.S. ARMY INSTITUTE OF SURGICAL RESEARCH (USAISR)Contracting Institution: THE GENEVA FOUNDATION","PRORP","Clinical Trial Award","Primary: BiologicsSecondary: Surgery","2014","$174,774.90"
"Military Extremity Trauma Amputation/Limb Salvage (METALS) Study: Long-Term Follow-Up","MACKENZIE, ELLEN J","OR140287","W81XWH-15-2-0058","Institution: JOHNS HOPKINS UNIVERSITY","PRORP","Outcomes Research Award","Primary: Behavioral EpidemiologySecondary: Quality of Life","2014","$2,491,956.00"
"Smart Adaptive Socket to Improve Fit and Relieve Pain in Wounded Warriors","BOONE, DAVID A","OR140328","W81XWH-15-1-0712","Institution: ORTHOCARE INNOVATIONS, LLC ","PRORP","Idea Development Award","Primary: Device DevelopmentSecondary: Rehabilitation","2014","$747,345.00"
"REPAIR: Rehabilitation Enhanced by Partial Arterial Inflow Restriction","MACKENZIE, ELLEN J","OR140332","W81XWH-15-2-0067","Institution: JOHNS HOPKINS UNIVERSITY","PRORP","Clinical Trial Award","Primary: Rehabilitation","2014","$3,998,872.00"
"Joint Distraction Treatments of Intra-Articular Fracture-Induced Posttraumatic Osteoarthritis in a Large Animal Model","GOETZ, JESSICA E","OR140355","W81XWH-15-1-0642","Institution: IOWA, UNIVERSITY OF","PRORP","Expansion Award","Primary: Surgical PreventionSecondary: Surgery","2014","$1,590,922.00"
"Enhancing the Prevention and Treatment of Orthopaedic Infections Associated with Traumatic Injury","SMELTZER, MARK S","OR140356","W81XWH-15-1-0716","Institution: ARKANSAS, UNIVERSITY OF, FOR MEDICAL SCIENCES","PRORP","Expansion Award","Primary: Targeted TherapiesSecondary: Chemotherapy","2014","$1,661,567.00"
"Functional Performance Evaluation of the Northwestern University Flexible Subischial Vacuum (NU-FlexSIV) Socket for Persons with Transfemoral Amputation","FATONE, STEFANIA ","OR140372","W81XWH-15-1-0708","Institution: NORTHWESTERN UNIVERSITY, CHICAGO, ILLINOIS","PRORP","Expansion Award - Clinical Trial Option","Primary: Device DevelopmentSecondary: Rehabilitation","2014","$1,326,755.00"
"Manufacture Articular Cartilage from Human Adipose-Derived Stromal/Stem Cells for Cartilage Repair","YOU, ZONGBING ","OR140380","W81XWH-15-1-0444","Institution: TULANE UNIVERSITY","PRORP","Expansion Award","Primary: Stem Cell TherapySecondary: Biologics","2014","$1,645,663.00"
"Adult Stem Cell-Based Enhancement of Nerve Conduit for Peripheral Nerve Repair","ALEXANDER, PETER G","OR140390","W81XWH-15-1-0600","Institution: PITTSBURGH, UNIVERSITY OF","PRORP","Expansion Award","Primary: Device DevelopmentSecondary: Stem Cell Therapy","2014","$1,557,090.00"
"Enhancing Notch Activation for Improved Bone Regeneration","HANKENSON, KURT ","OR140396","W81XWH-15-1-0689","Institution: MICHIGAN, UNIVERSITY OF","PRORP","Expansion Award","Primary: BiologicsSecondary: Growth Factors/Cytokines","2014","$1,554,793.00"
"Prevention of Heterotopic Ossification by Blocking Innate Immune Response","DAVIS, ALAN R","OR150031","W81XWH-16-1-0649","Institution: BAYLOR COLLEGE OF MEDICINE","PRORP","Applied Research Award - Funding Level 1","Primary: ChemopreventionSecondary: Regulation of the Immune Response","2015","$499,934.00"
"Sequential versus Combined Medical Therapies as a Novel Heterotopic Ossification Prevention Strategy","BRADLEY, MATTHEW ","OR150080","CDMRPL-16-0-OR150080","Performing Institution: NAVAL MEDICAL RESEARCH CENTER","PRORP","Applied Research Award - Funding Level 1","Primary: ChemopreventionSecondary: Injury","2016","$499,875.00"
"Rapid Classification and Treatment of Battlefield Nerve Injuries: Drug Repurposing of 4-Aminopyridine","ELFAR, JOHN C","OR150103","W81XWH-16-1-0725","Institution: PENNSYLVANIA STATE UNIVERSITY, MILTON S. HERSHEY MEDICAL CENTER","PRORP","Applied Research Award - Funding Level 2","Primary: ChemotherapySecondary: Not Otherwise Specified","2015","$991,400.00"
"Motorized Hip Orthoses to Improve the Gait Ability of Transfemoral Amputees","LENZI, TOMMASO ","OR150126","W81XWH-16-1-0701","Institution: UTAH, UNIVERSITY OF","PRORP","Applied Research Award - Funding Level 2","Primary: RehabilitationSecondary: Device Development","2015","$984,162.00"
"Side-to-Side Supercharging Allograft","ISAACS, JONATHAN E","OR150131","W81XWH-16-1-0662","Institution: VIRGINIA COMMONWEALTH UNIVERSITY","PRORP","Applied Research Award - Funding Level 1","Primary: Neural Plasticity / RepairSecondary: Surgery","2015","$497,550.00"
"Novel Therapeutic Small-Molecule Strategy Targeting Bone Morphogenetic Protein Signaling to Prevent Upper Extremity Heterotopic Ossification","LEVI, BENJAMIN ","OR150139","W81XWH-16-2-0051","Institution: MICHIGAN, UNIVERSITY OF","PRORP","Applied Research Award - Funding Level 1","Primary: InjurySecondary: Chemoprevention","2015","$500,000.00"
"MORE Resiliency in the Rehabilitation of Active Duty Service Members","ARCHER, KRISTIN R","OR150140","W81XWH-16-2-0061","Institution: VANDERBILT UNIVERSITY","PRORP","Applied Research Award - Funding Level 1","Primary: Survey/Instrument Development and ValidationSecondary: Rehabilitation","2015","$499,999.00"
"Biomarkers of Cartilage Turnover and Joint Metabolism Greater Than 1 Year After Traumatic Knee Joint Injury and Signs of Early Posttraumatic Osteoarthritis","SVOBODA, STEVEN ","OR150160","W81XWH-16-2-0053","Performing Institution: GEORGETOWN UNIVERSITY MEDICAL CENTERContracting Institution: THE GENEVA FOUNDATION","PRORP","Applied Research Award - Funding Level 2","Primary: InjurySecondary: Clinical Biomarkers","2015","$979,880.00"
"Development of Adaptive Vacuum Suspension to Improve Prosthetic Fit and Residual Limb Health","SEN, CHANDAN K","OR150169","W81XWH-16-2-0059","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","PRORP","Clinical Trial Award","Primary: Device DevelopmentSecondary: Rehabilitation","2015","$1,962,417.00"
"A Battlefield-Hardened Robotic Ankle with Neuromuscular Efferent and Afferent User Interface","HAN, ZHIXIU ","OR150182","W81XWH-16-2-0049","Institution: BIONX MEDICAL TECHNOLOGIES, INC","PRORP","Applied Research Award - Funding Level 2","Primary: Device Development","2015","$980,650.07"
"The Major Extremity Trauma and Rehabilitation Research Consortium","MACKENZIE, ELLEN J","OR150208","W81XWH-16-2-0060","Institution: JOHNS HOPKINS UNIVERSITY","PRORP","Orthopaedic Care and Rehabilitation Consortium Award","Primary: SurgerySecondary: Centers, Clinical Centers, or Consortia","2015","$17,969,441.00"
"Improving Postamputation Functioning by Decreasing Phantom Limb Pain and Opioid Use with Perioperative Continuous Peripheral Nerve Blocks: A Multicenter RCT","ILFELD, BRIAN ","OR160012","W81XWH-17-1-0671","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","PRORP","Clinical Trial Award","Primary: Symptom ManagementSecondary: Rehabilitation","2016","$2,847,215.00"
"Prevention of Post-Traumatic Contractures with Ketotifen II (PERK II)","HILDEBRAND, KEVIN A","OR160026","W81XWH-17-1-0665","Institution: CALGARY, UNIVERSITY OF","PRORP","Clinical Trial Award","Primary: Targeted TherapiesSecondary: Injury","2016","$2,440,796.00"
"Strategies to Improve Chronic Nerve Regeneration and Target Reinnervation","HOKE, AHMET ","OR160032","W81XWH-17-1-0698","Institution: JOHNS HOPKINS UNIVERSITY","PRORP","Applied Research Award","Primary: NanotechnologySecondary: Targeted Therapies","2016","$499,978.00"
"Aqueous-PREP: A Pragmatic Randomized Trial Evaluating Preoperative Antiseptic Skin Solution in Open Fractures","SLOBOGEAN, GERARD ","OR160050","W81XWH-17-1-0702","Institution: MARYLAND, UNIVERSITY OF, BALTIMORE","PRORP","Clinical Trial Award","Primary: Biological Prevention / Prophylactic VaccinesSecondary: Surgical Prevention","2016","$2,990,467.00"
"Development of a Novel, Nonaddictive Analgesic for Postsurgical Pain","YEKKIRALA, AJAY ","OR160064","W81XWH-17-1-0548","Institution: BLUE THERAPEUTICS","PRORP","Applied Research Award","Primary: Drug DevelopmentSecondary: Symptom Management","2016","$499,205.00"
"Repair of Traumatized Muscle Tissue for Improvement of Musculoskeletal Healing","MCKINLEY, TODD ","OR160094","W81XWH-17-1-0626","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","PRORP","Applied Research Award","Primary: SurgerySecondary: Injury","2016","$499,044.00"
"Targeting Neutrophil Extracellular Traps to Mitigate Post-Traumatic Lower-Extremity Soft Tissue Injury","LEVI, BENJAMIN ","OR160105","W81XWH-17-1-0655","Institution: MICHIGAN, UNIVERSITY OF","PRORP","Applied Research Award","Primary: Targeted TherapiesSecondary: Injury","2016","$500,000.00"
"Surgical Timing and Rehabilitation (STaR) for Multiple Ligament Knee Injuries (MLKIs): A Multicenter Integrated Clinical Trial","IRRGANG, JAMES J","OR160109","W81XWH-17-2-0073","Institution: PITTSBURGH, UNIVERSITY OF","PRORP","Integrated Clinical Trial Award","Primary: Centers, Clinical Centers, or ConsortiaSecondary: Rehabilitation","2016","$4,476,920.00"
"Connecting Mechanical to Biomechanical Performance of Prosthetic Feet to Design Customized Passive Devices that Provide Improved Mobility","WINTER, AMOS G","OR160120","W81XWH-17-1-0427","Institution: MASSACHUSETTS INSTITUTE OF TECHNOLOGY","PRORP","Applied Research Award","Primary: Device DevelopmentSecondary: Rehabilitation","2016","$499,999.00"
"Pilot Human Clinical Studies: A Novel Nonopioid, Non-NSAID Pain Therapeutic for Orthopaedic Postoperative Pain","BUNKER, KEVIN ","OR160158","W81XWH-17-1-0563","Institution: KALYRA PHARMACEUTICALS, INC.","PRORP","Clinical Translational Research Award","Primary: Drug Development","2016","$2,000,000.00"
"Regenerative Peripheral Nerve Interfaces for the Treatment of Painful Neuromas in Major Limb Amputees","KEMP, STEPHEN ","OR160164","W81XWH-17-1-0641","Institution: MICHIGAN, UNIVERSITY OF","PRORP","Clinical Translational Research Award","Primary: SurgerySecondary: Surgical Prevention","2016","$1,980,203.00"
"A Novel Approach to Lower-Extremity Amputation to Augment Volitional Motor Control and Restore Proprioception","CARTY, MATTHEW ","OR160165","W81XWH-17-2-0056","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","PRORP","Clinical Trial Award","Primary: Surgery","2016","$2,803,902.00"
"Umbilical Cord-Derived Amnion Wrap for Enhancing Peripheral Nerve Regeneration Following Crush Injury","DEISTER, CURT ","OR160173","W81XWH-17-1-0703","Institution: AXOGEN INC.","PRORP","Applied Research Award","Primary: SurgerySecondary: Not Otherwise Specified","2016","$495,879.00"
"Development and Validation of a Self-Adapting Myoelectrically Controlled Prosthetic Ankle with Continuously Variable Stiffness","COLVIN, JAMES ","OR160205","W81XWH-17-1-0704","Institution: OHIO WILLOW WOOD COMPANY, THE","PRORP","Clinical Translational Research Award","Primary: Device DevelopmentSecondary: Rehabilitation","2016","$1,995,667.00"
"GalT-KO Porcine Nerve Xenograft for Reconstruction of Large Nerve Gaps","CETRULO, CURTIS L","OR160211","W81XWH-17-1-0454","Institution: MASSACHUSETTS GENERAL HOSPITAL","PRORP","Applied Research Award","Primary: Surgery","2016","$500,000.00"
"Novel Device for Diagnosis and Monitoring of Compartment Syndrome via Direct Tissue Oxygen Measurements","FISCHER, STEPHEN E.","OR160221","W81XWH-17-2-0049","Institution: ARTERIOCYTE, INC.","PRORP","Applied Research Award","Primary: Device DevelopmentSecondary: Cell/Tissue/Body Fluid Sampling","2016","$459,714.00"
"Prevention and Treatment of Neuroma and Induction of New Nerve Growth","DAVIS, ALAN R","OR160233","W81XWH-17-1-0628","Institution: BAYLOR COLLEGE OF MEDICINE","PRORP","Expansion Award - Preclinical Research","Primary: ChemopreventionSecondary: Inflammation","2016","$1,484,734.00"
"Pulsed Electromagnetic Field Therapy for Accelerating Peripheral Nerve Regeneration and Preserving Neuromuscular Junctions","SMITH, THOMAS L","OR160258","W81XWH-17-1-0513","Institution: WAKE FOREST UNIVERSITY HEALTH SCIENCES","PRORP","Expansion Award - Preclinical Research","Primary: Bio-energy Therapies","2016","$616,937.00"
"A Biologic Joint Replacement Strategy to Treat Patients Post-Traumatic Osteoarthritis","STANNARD, JAMES P","OR170078","W81XWH-18-1-0430","Institution: MISSOURI, UNIVERSITY OF, THE CURATORS OF THE","PRORP","Expansion Award - Research Level 1 - Clinical Research","Primary: SurgerySecondary: Biologics","2017","$1,989,044.00"
"Development of Moisture Management Liner for Improving Residual Limb Skin Care","MYERS, RYAN T","OR170103","W81XWH-18-1-0745","Institution: VIVONICS, INC.","PRORP","Expansion Award - Research Level 1 - Clinical Research","Primary: Device Development","2017","$999,981.00"
"Vancomycin Powder for Acute, Long-Bone, Open-Fracture Infection Prophylaxis:  a Multicenter, Randomized, Controlled Trial","DELORENZO, ROBERT A","OR170114","W81XWH-18-2-0074","Institution: TEXAS, UNIVERSITY OF, HEALTH SCIENCE CENTER AT SAN ANTONIO","PRORP","Clinical Trial Award","Primary: Pharmacology","2017","$2,610,468.00"
"Development of a Novel Therapeutic Agent for Osteoarthritis","EVSEENKO, DENIS ","OR170126","W81XWH-18-1-0511","Institution: UNIVERSITY OF SOUTHERN CALIFORNIA","PRORP","Applied Research Award","Primary: Drug DevelopmentSecondary: Inflammation","2017","$748,609.00"
"Postoperative Pain Relief, Elimination of Opioids, and Improved Rehabilitation Outcomes After Orthopaedic Trauma Using Percutaneous Peripheral Nerve Stimulation","BOGGS, JOSEPH ","OR170165","W81XWH-18-1-0799","Institution: SPR THERAPEUTICS, INC","PRORP","Clinical Trial Award","Primary: Rehabilitation","2017","$2,992,656.00"
"Diagnostic and Therapeutic Strategy to Prevent Trauma-Induced Upper-Extremity Muscle Fibrosis and Heterotopic Ossification","LEVI, BENJAMIN ","OR170174","W81XWH-18-1-0653","Performing Institution: MICHIGAN, UNIVERSITY OF","PRORP","Applied Research Award","Primary: Fibrosis/ RemodelingSecondary: Chemotherapy/ Pharmacotherapy","2017","$750,000.00"
"The Mobility Toolkit: Electronically Augmented Assessment of Functional Recovery Following Lower-Extremity Trauma","SIMS, STEPHEN ","OR170181","W81XWH-18-1-0815","Institution: ATRIUM HEALTH","PRORP","Clinical Translational Research Award","Primary: RehabilitationSecondary: Medical App","2017","$1,986,377.00"
"A Release/Relock Socket to Enhance Volume Management and Facilitate Patient Self-Care","SANDERS, JOAN ","OR170197","W81XWH-18-1-0595","Institution: WASHINGTON, UNIVERSITY OF","PRORP","Clinical Translational Research Award","Primary: Device DevelopmentSecondary: Rehabilitation","2017","$1,999,470.00"
"Biolubricant to Reduce Tendon Adhesion","AMADIO, PETER C","OR170198","W81XWH-18-1-0345","Institution: MAYO CLINIC","PRORP","Applied Research Award","Primary: BiologicsSecondary: Surgery","2017","$750,000.00"
"Transient Implantable Nerve Stimulator for Enhancing Regeneration Across Long Segmental Peripheral Nerve Defects","MACEWAN, MATTHEW ","OR170253","W81XWH-18-1-0170","Institution: WASHINGTON UNIVERSITY IN ST. LOUIS - SCHOOL OF MEDICINE","PRORP","Applied Research Award","Primary: Neural Plasticity / RepairSecondary: Device Development","2017","$750,000.00"
"Rehabilitation 2.0:  Addressing Neuroplasticity in the Musculoskeletal Rehabilitation Model","GROOMS, DUSTIN ","OR170266","W81XWH-18-1-0707","Institution: OHIO UNIVERSITY","PRORP","Applied Research Award","Primary: RehabilitationSecondary: Neural Plasticity / Repair","2017","$749,994.00"
"Gene Therapy for Prevention of Phantom Limb Pain Following Extremity Injuries","SAGEN, JACQUELINE ","OR170276","W81XWH-18-1-0494","Institution: MIAMI, UNIVERSITY OF, CORAL GABLES","PRORP","Applied Research Award","Primary: Gene Therapy (Includes Vector Development)Secondary: Symptom Management","2017","$750,000.00"
"Preclinical Evaluation of Laminin-111 and Electrical Stimulation Therapies for Muscle Regeneration and Rehabilitation Following Volumetric Muscle Loss","GARG, KOYAL ","OR170286","W81XWH-18-1-0251","Institution: SAINT LOUIS UNIVERSITY","PRORP","Applied Research Award","Primary: Biologics","2017","$738,388.00"
"Tunable Composite Biomaterials for Enhanced Neuromuscular Regeneration of Volumetric Muscle Loss Injuries","CHRIST, GEORGE ","OR170309","W81XWH-18-1-0649","Institution: VIRGINIA, UNIVERSITY OF","PRORP","Applied Research Award","Primary: Biologics","2017","$749,931.00"
"Novel Lower-Limb Prostheses: Comparing Adherence, Perspiration, and Residual Limb Skin Health in a Hot, Humid Environment and During Activities of Daily Living","KLUTE, GLENN K","OR170314","W81XWH-18-1-0559","Performing Institution: VA PUGET SOUND HEALTH CARE SYSTEMContracting Institution: SEATTLE INSTITUTE FOR BIOMEDICAL AND CLINICAL RESEARCH","PRORP","Expansion Award - Research Level 2 - Clinical Trial","Primary: Device ValidationSecondary: Rehabilitation","2017","$996,860.00"
"Effect of Early Weight Bearing on Rehabilitation Outcomes in Patients with Unicondylar Proximal Tibia Fractures and Bimalleolar Ankle Fractures","OBREMSKEY, WILLIAM T","OR170326","W81XWH-18-1-0810","Institution: VANDERBILT UNIVERSITY MEDICAL CENTER","PRORP","Integrated Clinical Trial Award","Primary: RehabilitationSecondary: Health Care Settings","2017","$4,490,998.00"
"Prevention of the Post-Traumatic Fibrotic Response in Joints:  a Critical Preclinical Evaluation of an Antifibrotic Antibody","FERTALA, ANDRZEJ ","OR170347","W81XWH-18-1-0554","Institution: THOMAS JEFFERSON UNIVERSITY","PRORP","Expansion Award - Research Level 1 - Preclinical Research","Primary: BiologicsSecondary: Targeted Therapies","2017","$993,637.00"
"Development of Diagnostic and Treatment Strategies for Post-Traumatic Osteoarthritis (PTOA)","GOODRICH, LAURIE ","OR170376","W81XWH-18-1-0572","Institution: COLORADO STATE UNIVERSITY","PRORP","Applied Research Award","Primary: Gene Therapy (Includes Vector Development)Secondary: Clinical Biomarkers","2017","$711,101.00"
"Plasmin Therapy to Prevent Post-Traumatic Heterotopic Ossification in the Upper Extremity After Severe Injury","SCHOENECKER, JONATHAN G","OR170402","W81XWH-18-1-0536","Institution: VANDERBILT UNIVERSITY MEDICAL CENTER","PRORP","Applied Research Award","Primary: Clinical and Experimental TherapeuticsSecondary: Acute Injury","2017","$749,874.00"
"Development and Validation of a Nanomaterial-Based Scaffold for Simultaneous Bone Regeneration and Antimicrobial Drug Delivery","BIRIS, ALEXANDRU ","OR180028","W81XWH-19-1-0742","Institution: ARKANSAS, UNIVERSITY OF, AT LITTLE ROCK","PRORP","Applied Research Award","Primary: BiologicsSecondary: Nanotechnology","2018","$750,000.00"
"Identification of Predictors for Clinical Outcomes in Femoroacetabular Impingement Surgery","CLOHISY, JOHN C","OR180061","W81XWH-19-2-0042","Institution: WASHINGTON UNIVERSITY","PRORP","Clinical Translational Research Award","Primary: SurgerySecondary: Personalized Therapy","2018","$1,996,000.00"
"Sustained Delivery of Simvastatin to Augment Meniscal Healing: Is Regenerative Healing Possible?","GRAWE, BRIAN ","OR180066","W81XWH-19-2-0029","Institution: UNIVERSITY OF CINCINNATI","PRORP","Clinical Translational Research Award","Primary: RehabilitationSecondary: Chemotherapy/ Pharmacotherapy","2018","$1,973,671.00"
"Immediate Repair with Accelerated Recovery from Peripheral Nerve Injury Using PEG-Fusion Technologies","BITTNER, GEORGE ","OR180077","W81XWH-19-2-0054","Institution: TEXAS, UNIVERSITY OF, AT AUSTIN","PRORP","Applied Research Award","Primary: RehabilitationSecondary: Not Otherwise Specified","2018","$749,742.00"
"Clinical Trial of ReHeal Negative-Pressure Wound Therapy Glove","ALLAN, CHRISTOPHER H","OR180091","W81XWH-19-1-0247","Institution: WASHINGTON, UNIVERSITY OF","PRORP","Clinical Trial Award","Primary: RehabilitationSecondary: Device Development","2018","$1,054,677.00"
"Humanized Skeletal Muscle in Pig: Novel Model and Tissue Source for VML","GARRY, MARY G","OR180095","W81XWH-19-1-0610","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","PRORP","Applied Research Award","Primary: Animal Models","2018","$749,960.00"
"A Novel Approach to Lower Extremity Residual Limb Revision to Augment Volitional Motor Control, Restore Proprioception, and Reverse Limb Atrophy","CARTY, MATTHEW ","OR180114","W81XWH-19-2-0063","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","PRORP","Clinical Trial Award","Primary: SurgerySecondary: Rehabilitation","2018","$2,913,676.00"
"Functional Restoration of Muscle Defect by Selective RARg Agonists","IWAMOTO, MASAHIRO ","OR180125","W81XWH-19-2-0044","Institution: MARYLAND, UNIVERSITY OF, BALTIMORE","PRORP","Applied Research Award","Primary: Drug DevelopmentSecondary: Rehabilitation","2018","$376,798.00"
"Evaluation of a New Strategy for Protocolized Antibiotic Care for Severe Open Fractures","BOSSE, MICHAEL ","OR180126","W81XWH-19-2-0062","Institution: ATRIUM HEALTH","PRORP","Clinical Trial Award","Primary: SurgerySecondary: Drug Development","2018","$2,990,773.00"
"Electrical Stimulation to Accelerate Nerve Regeneration","MOORE, AMY M","OR180134","W81XWH-19-2-0065","Institution: WASHINGTON UNIVERSITY","PRORP","Clinical Trial Award","Primary: Tissue StimulationSecondary: Neural Plasticity / Repair","2018","$2,587,986.00"
"Bio-Fabricated Nerve-Muscle Complexes to Augment Regeneration and Facilitate Reinnervation Following Volumetric Muscle Loss","CULLEN, DANIEL K","OR180145","W81XWH-19-1-0867","Institution: PHILADELPHIA RESEARCH AND EDUCATION FOUNDATION","PRORP","Applied Research Award","Primary: Stem Cell TherapySecondary: Surgery","2018","$750,000.00"
"Serum Protein-Based Indices for the Progression of Fracture Healing and Nonunion","GERSTENFELD, LOUIS ","OR180159","W81XWH-19-1-0796","Institution: BOSTON UNIVERSITY MEDICAL CAMPUS","PRORP","Clinical Translational Research Award","Primary: Clinical BiomarkersSecondary: Cell/Tissue/Body Fluid Sampling","2018","$1,976,996.00"
"In Vivo and Ex Vivo Models to Study Ischemia/Reperfusion Injury, Endothelial Cell Protection, and Limb Preservation in a Prolonged Field Care Scenario","RIEBEN, ROBERT ","OR180176","W81XWH-19-1-0714","Institution: UNIVERSITY OF BERN","PRORP","Applied Research Award","Primary: Animal ModelsSecondary: Tissue Preservation","2018","$749,141.00"
"Development of Combat-Applicable Lower Extremity Trauma Models Incorporating the Effects of Ischemia Reperfusion Injury Relevant to Prolonged Field Care","DAVIS, THOMAS ","OR180183","W81XWH-19-2-0032","Performing Institution: UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES (USUHS)Contracting Institution: HENRY M. JACKSON FOUNDATION","PRORP","Applied Research Award","Primary: Acute InjurySecondary: Clinical Biomarkers","2018","$750,000.00"
