"","Proposal Number","Publication"
"300","NF050171","Stornetta RL and Zhu JJ.  2011.  Ras and Rap signaling in synaptic plasticity and mental disorders.  Neuroscientist 17(1):54-78.

"
"301","NF050175","Lee JS, Padmanabhan A, Shin J, et al.  2010.  Oligodendrocyte progenitor cell numbers and migration are regulated by the zebrafish orthologs of the NF1 tumor suppressor gene.  Hum Mol Genet 19:4643-4653."
"302","NF050175","Padmanabhan A, Lee JS, Ismat FA, et al.  2009.  Cardiac and vascular functions of the zebrafish orthologues of the type I neurofibromatosis gene NFI.  Proc Natl Acad Sci U S A 106(52):22305-22310."
"303","NF050175","Zhu C, Smith T, McNulty J, et al.  2011.  Evaluation and application of modularly assembled zinc-finger nucleases in zebrafish.  Development 138(20):4555-4564.


"
"304","NF050175","Shin J, Padmanabhan A, de Groh ED, et al. 2012. Zebrafish neurofibromatosis type 1 genes have redundant functions in tumorigenesis and embryonic development.  Dis Model Mech 5(6):881-894."
"305","NF050176","Sandsmark DK, Pelletier C, Weber JD, et al.  2007.  Mammalian target of rapamycin:  Master regulator of cell growth in the nervous system.  Histol Histopathol 22:895-903."
"306","NF050176","Sandsmark DK, Zhang H, Hegedus B, et al.  2007.  Nucleophosmin mediates mammalian target of rapamycin-dependent actin cytoskeleton dynamics and proliferation in neurofibromin-deficient astrocytes.  Cancer Res 67:4790-4799."
"307","NF050184","Ling J and Hoffman AR.  2011.  Associated chromosome trap for identifying long-range DNA interactions.  J Vis Exp 23(50)."
"308","NF050184","Ling JQ, Hou A, and Hoffman AR.  2011.  Long-range DNA interactions are specifically altered by locked nucleic acid-targeting of a CTCF binding site.  Biochim Biophys Acta 1809:24-33.

"
"309","NF050184","Ling J and Hoffman AR.  2007.  Epigenetics of long-range chromatin interactions.  Pediatr Res 61:11R-16R."
"310","NF050193","Hansen MR, Clark JJ, Gantz BJ, et al.  2008.  Effects of ErbB2 signaling on the response of vestibular schwannoma cells to gamma-irradiation.  Laryngoscope 118(6):1023-1030."
"311","NF050193","Brown KD and Hansen MR.  2008.  Lipid raft localization of erbB2 in vestibular schwannoma and Schwann cells.  Otol Neurotol 29(1):79-85."
"312","NF050193","Clark JJ, Provenzano M, Diggelmann HR, et al.  2008.  The ErbB inhibitors, trastuzumab and erlotinib, inhibit growth of vestibular schwannoma xenografts in nude mice: A preliminary study.  Otol Neurotol 29(6):846-853.

"
"313","NF050193","Cioffi JA, Yue WY, Mendolia-Loffredo S, et al.  2010.  MicroRNA-21 over-expression contributes to vestibular schwannoma cell proliferation and survival.  Otol Neurotol 31(9):1455-1462.

"
"314","NF050193","Yue WY Clark JJ, Domann F, et al.  2011.  Persistent C-Jun N-terminal kinase activity contributes to the survival of human vestibular schwannoma cells by suppressing accumulation of mitochondrial superoxides.  Neuro-Oncology 13(9):961-973."
"315","NF050193","Cioffi JA, Yue WY, Mendolia-Loffredo S, et al.  2010.  MicroRNA-21 over-expression contributes to vestibular schwannoma cell proliferation and survival.  Otol Neuroto. 31(9):1455-1462."
"316","NF050193","Woodson EA, Dempewolf R, Hansen MR, et al.  2010.  Long-term hearing results after microsurgery.  Otol Neurotol 31(7):1144-1152."
"317","NF050193","Provenzano M, Minner SA, Zander K, et al.  2011.  p75NTR expression and nuclear localization of p75NTR intracellular domain in spiral ganglion Schwann cells following deafness correlates with cell proliferation.  Mol Cell Neurosci 47(4):306-315."
"318","NF050202","Smith MJ, Esparza S, Merker VL, et al.  2013.  Plasma S100-beta is not a useful biomarker for tumor burden in neurofibromatosis.  Clin Biochem 46(7-8):698-700."
"319","NF050202","Plotkin SR, Bredella MA, Cai W, et al.  2012.  Quantitative assessment of whole-body tumor burden in adult patients with neurofibromatosis.  PLoS One 7(4):e35711."
"320","NF050202","Jaremko JL, MacMahon PJ, Torriani M, et al.  2012.  Whole-body MRI in neurofibromatosis: Incidental findings and prevalence of scoliosis.  Skeletal Radiol 41(8):917-923."
"321","NF060016","Weiss B, Widemann BC, Wolters P,  et al.  2015.  Sirolimus for progressive neurofibromatosis type 1-associated plexiform neurofibromas: a neurofibromatosis Clinical Trials Consortium phase II study. Neuro Oncol 17(4):596-603."
"322","NF060016","Gutmann DH, Blakeley JO, Korf BR,  et al.  2013.  Optimizing biologically targeted clinical trials for neurofibromatosis. Expert Opin Investig Drugs 22(4):443-462."
"323","NF060016","Weiss B, Widemann BC, Wolters P, Dombi E, Vinks AA, Cantor A, Korf B, Perentesis J, Gutmann DH, Schorry E, Packer R, Fisher MJ.  Sirolimus for non-progressive NF1-associated plexiform neurofibromas: an NF clinical trials consortium phase II study. Pediatr Blood Cancer. 2014 Jun;61(6):982-6. PMID: 24851266"
"324","NF060016","Emoto C, Fukuda T, Mizuno T, Cox S, Schniedewind B, Christians U, Widemann BC, Fisher MJ, Weiss B, Perentesis J, Vinks AA. Age-dependent changes in sirolimus metabolite formation in patients with neurofibromatosis type 1. Ther Drug Monit. 2015 Jun;37(3):395-9."
"325","NF060016","Scott JR, Courter JD, Saldaña SN, Widemann BC, Fisher M, Weiss B, Perentesis J, Vinks AA. Population pharmacokinetics of sirolimus in pediatric patients with neurofibromatosis type 1. Ther Drug Monit. 2013 Jun;35(3):332-7."
"326","NF060049","Demestre M, Herzberg J, Holtkamp N, et al.  2010.  Imatinib mesylate (Gleevec) inhibits Schwann cell viability and reduces the size of human plexiform neurofibroma in a xenograft model.  J Neurooncol 98:11-19."
"327","NF060049","Kanai R, Wakimoto H, Cheema T, et al.  2010.  Oncolytic herpes simplex virus vectors and chemotherapy: Are combinatorial strategies more effective for cancer?  Future Oncol 6:619-634."
"328","NF060049","Spyra M, Kluwe L, Hagel C, et al.  2011.  Cancer stem cell-like cells derived from malignant peripheral nerve sheath tumors.  PLoS ONE 6:e21099."
"329","NF060060","Ford B, Boykevisch S, Zhao C, et al.  2009.  Characterization of a Ras mutant with identical GDP- and GTP-bound structures.  Biochemistry 48:11449-11457."
"330","NF060060","Carpino N, Chen Y, Nassar N, et al.  2009.  The Sts proteins target tyrosine phosphorylated, ubiquitinated proteins within TCR signaling pathways.  J Immuno 46:3224-3231."
"331","NF060060","Nassar N, Singh K and Garcia-Diaz M.  2010.  Structure of the dominant negative S17N mutant of Ras.  Biochemistry 49(9):1970-4."
"332","NF060060","Chen Y, Jakoncic J, Keller J, et al.  2008.  Structural and functional characterization of the C-terminal domain of the ecdysteroid phosphate phosphatase from Bombix mori.  Biochemistry 47:12135-12145.

"
"333","NF060060","Chen Y, Jakoncic J, Carpino N, et al.  2009.  Structural and functional characterization of the 2H-phosphatase domain of Sts-2 reveals an acid-dependent phosphatase activity.  Biochemistry 48:1681-1690."
"334","NF060083","Hinman MN and Lou H.  2008.  Diverse molecular functions of Hu proteins.  Cell Mol Life Sci 65:3168-81."
"335","NF060083","Zhou HL, Hinman MN, Barron VA, et al.  2011.  Hu proteins regulate alternative splicing by inducing localized histone hyperacetylation in an RNAdependent manner.  Proc Natl Acad Sci U S A 108(36):E627-635."
"336","NF060094","Shilyansky C, Li W, Legius E, et al.  2008 (in press).  Molecular and cellular mechanisms of learning disabilities: a focus on neurofibromatosis type I.  In: Animal and Translational Models of Behavioral Disorders, Vol. 2 (McArthur RA and Borsini F, Eds.).  Elsevier, Amsterdam, The Netherlands."
"337","NF060121","Schlisio S, Kenchappa RS, Vredeveld LC, et al.  2008.  The kinesin KIF1Bbeta acts downstream from EglN3 to induce apoptosis and is a potential 1p36 tumor suppressor.  Genes Dev Apr 1;22(7):884-893."
"338","NF073102","McGillicuddy LT, Beroukhim R, Fromm JA, et al.  2009.  Proteasomal and genetic inactivation of the NF1 tumor suppressor in gliomagenesis.  Cancer Cell 16(1):44-54.  Also, highlighted in Nat Rev Cancer 9:610-611."
"339","NF073102","Hollstein PE and Cichowski K.  2013.  Identifying the ubiquitin ligase complex that regulates the NF1 tumor suppressor and Ras.  Cancer Discov 3(8):880-893."
"340","NF073102","McGillicuddy LT, Beroukhim R, Fromm JA, et al.  2009.  Proteasomal and genetic inactivation of the NF1 tumor suppressor in gliomagenesis.  Cancer Cell 16(1):44-54.

"
"341","NF073112","Xiaohua W., Chen S., He Y, et al. 2011. The Haploinsufficient Hematopoietic Microenvironment is Critical to the Pathological Fracture Repair in Murine Models of Neurofibromatosis Type 1. PLoS ONE 6(9): e24917. 
"
"342","NF073112","Sharma R, Wu X, Rhodes SD, et al.  2013.  Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.  Hum Mol Genet 22(23):4818-4828."
"343","NF073122","Lasater EA, Li F, Bessler WK, et al.  2010.  Genetic and cellular evidence of vascular inflammation in neurofibromin deficient mice and humans.  J Clin Invest 120(3):859-870."
"344","NF073122","Lasater BA, Bessler WK, Mead LE, et al.  2008.  Nfl +/mice have increased neointima formation via hyperactivation of a Gleevec sensitive molecular pathway.  Hum Mol Genet 17(15):2336-2344.  "
"345","NF073146","Whitsell L and Linquist S.  2009.  Inhibiting the transcription factor HSF1 as an anticancer strategy.  Expt Opin Ther Targets 13:469-478."
"346","NF073146","Dai C, Santagata S, Tang Z, et al.  2012.  Loss of tumor suppressor NF1 activates HSF1 to promote carcinogenesis.  J Clin Invest 122(10):3742-3754."
"347","NF080017","Ye Y, McDevitt MA, Guo M, et al.  2009.  Progressive chromatin repression and promoter methylation of CTNNA1 is associated with AML transformation.  Cancer Res 69(21):8482-8490.
"
"348","NF080017","Hiroi T, Deming CB, Zhao H, et al.  2009.  Proteasome inhibitors augment endothelial thromboresistance via induction of Kruppel-like transcription factors.  Atheroscler Thromb Vasc Biol 29(10):1587-1593.
"
"349","NF080017","Tiu RV, Gondek LP, Oâ¿¿Keefe C, et al.  2009.  New lesions detected by single nucleotide polymorphism array-based chromosomal analysis have important clinical impact in acute myeloid leukemia.  J Clin Oncol 27(31):5219-5226.
"
"350","NF080017","Makishima H, Tiu RV, Cazolli H, et al.  2009.  Mutations of E3 ubiquitin ligase CBL family members constitute a novel common pathogenic lesion in myeloid malignancies.  J of Clin Oncol 27(36):6109-6116.
"
"351","NF080017","Wang W, Nyman JS, Stevenson DA, et al.  2011.  Mice lacking Nf1 in osteochondroprogenitor cells display skeletal dysplasiae similar to patients with neurofibromatosis type I.  Human Mol Gen 20:3910-3924."
"352","NF080017","Jasek M, Gondek LP, Bejanyan N, et al.  2010.  TP53 mutations in myeloid malignancies are either homozygous or hemizygous due to copy number-neutral loss of heterozygosity or deletion of 17p. Leukemia. 24(1):216-9."
"353","NF080041","Saydam O, Senol O, Würdinger T, et al.  2011.  miRNA-7 attenuation in Schwannoma tumors stimulates growth by upregulating three oncogenic signaling pathways.  Cancer Res 71(3):852-861."
"354","NF080045","Bajaj A, Li Q-F, Zheng Q, et al.  2012.  Loss of NF1 expression in human endothelial cells promotes autonomous proliferation and altered vascular morphogenesis.  PLOS One 7(11):e49222."
"355","NF080062","Yin Z, Pringle DR, Jones GN, et al.  2011.  Differential role of PKA catalytic subunits in mediating phenotypes caused by knockout of the Carney complex gene Prkar1a.  Mol Endocrinol 25:1786-1793."
"356","NF080062","Manchanda PK, Jones GN, and Lee AA.  2013.  Rac1 is required for Prkar1a-mediated Nf2 suppression in Schwann cell tumors.  Oncogene 32:3491-3499."
"357","NF080075","Longworth MS, Walker JA, Anderssen E, et al.  2012.  A shared role for RBF1 and dCAP-D3 in the regulation of transcription with consequences for innate immunity.  GLos Genet 8(4):e1002618."
"358","NF080075","Stefano LD, Walker JA, Burgio G, et al.  2011.  Functional antagonism between histone H3K4 demethlyases in vivo.  Genes Dev 25:17-28."
"359","NF080075","Smith MJ, Walker JA, Shen Y, et al.  2012.  cDNA analysis of SMARCB1 (INI1) mutations in familial and sporadic schwannomatosis.  Hum Mol Genet 21(24):5239-5245."
"360","NF080075","Miles WO, Dyson NJ, and Walker JA.  2011.  Modeling tumor invasion and metastasis in Drosophila.  Dis Model Mech 4(6):753-761."
"361","NF080082","Hodgdon KE, Hingtgen CM, and Nicol GD.  2012.  Dorsal root ganglia isolated from Nf1+/- mice exhibit increased levels of mRNA expression of voltage-dependent sodium channels.  Neuroscience 206:237-244."
"362","NF080089","Brossier NM and Carroll SL.  2012.  Genetically engineered mouse models shed new light on the pathogenesis of neurofibromatosis type 1-related neoplasms of the peripheral nervous system.  Brain Res Bull 88: 58-71. "
"363","NF080089","Carroll SL.  2012.  Molecular mechanisms promoting the pathogenesis of Schwann cell neoplasms.  Acta Neuropathol 123(3): 321-328. "
"364","NF080089","Turk AN, Byer SJ, Zinn KR et al.  2011.  Orthotopic xenografting of human luciferase-tagged malignant peripheral nerve sheath tumor cells for in vivo testing of candidate therapeutic agents.  J Vis Exp (49). pii:2558."
"365","NF080089","Brossier NM, Byer SJ, Peavler LT, et al.  2011.  ErbB membrane tyrosine kinase receptors: Analyzing migration in a highly comples signaling system.  In: Neuromethods ¿ Protein Kinase Technologies (Walz W, Ed.), Springer Protocols - Humana Press, New York."
"366","NF080089","Byer SJ, Eckert JM, Brossier NM, et al. 2011.  Tamoxifen inhibits malignant peripheral nerve sheath tumor growth in an estrogen receptor-independent manner.  Neuro Oncol 13(1):28-41."
"367","NF080089","Kohli L, Lavalley N, Kaza N, et al.  2012.  The pan erbB inhibitor PD168393 enhances lysosomal dysfunction-induced apoptotic death in MPNST cells.  Neuro Oncol 14(3): 266-277."
"368","NF093033","Brown JA, Xu J, Diggs-Andrews KA, et al.  2011.  PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.  Exp Neurol 232(2):333-338."
"369","NF093033","Gutmann DH, Parada LF, Silva AJ, et al.  2012.  Neurofibromatosis type 1: Modeling CNS dysfunction.  J Neurosci 32(41):14087-14093."
"370","NF093033","Diggs-Andrews KA and Gutmann DH.  2013.  Modeling cognitive dysfunction in neurofibromatosis-1.  Trends Neurosci 36:237-247."
"371","NF093033","Diggs-Andrews KA, Tokuda K, Izumu Y, et al.  2013.  Dopamine deficiency underlies learning deficits in Neurofibromatosis-1 mice.  Ann Neurol 73:309-315."
"372","NF093033","Wozniak DF, Diggs-Andrews KA, Conyers S, et al.  2013.  Motivational disturbances and effects of L-dopa administration in neurofibromatosis-1 model mice.  PLoS One 8:e66024."
"373","NF093047","Ramos A and Camargo FD.  2012.  Hippo signaling pathway and stem cell biology.  Trends Cell Biol 22(7):339-346."
"374","NF093047","Tremblay AM, and Camargo FD.  2012.  Hippo signaling in mammalian stem cells.  Semin Cell Dev Biol 23(7):818-826."
"375","NF093047","Mohseni M, Sun J, Lau A, et al.  2014.  A genetic screen identifies an LKB1¿MARK signaling axis controlling the Hippo-YAP pathway.  Nat Cell Biol 16(1):108-117.

"
"376","NF093047","Yimlamai D, Christodoulou C, Galli GG, et al.  2014.  Hippo pathway activity influences liver cell fate.  Cell 157(6):1324-1338."
"377","NF093047","Mori M, Triboulet R, Mohensi M, et al.  2014.  Hippo signaling regulates microprocessor and links cell-density-dependent miRNA biogenesis to cancer.  Cell 156(5):893-906."
"378","NF093053","Kalamarides M, Acosta M, Babovic-Vuksanovic D, et al.  2012.  Neurofibromatosis 2011:  A Report of the Children's Tumor Foundation Annual Meeting.  Acta Neuropathol 123(3):369-380. 

"
"379","NF093053","Mayes DA, Rizvi TA, Cancelas JA, et al.  2011.  Perinatal or adult Nf1 inactivation using tamoxifen-inducible PlpCre each cause neurofibroma formation.  Cancer Res 71(13):4675-4685."
"380","NF093059","Lee S, Cimica V, Ramachandra N, et al.  2011.  Aurora A is a repressed effector target of the chromatin remodeling protein INI1/hSNF5 required for rhabdoid tumor cell survival.  Cancer Res 71(9):3225-3235."
"381","NF093059","Plotkin SR, Blakeley JO, Evans DG, et al.  2013.  Update from the 2011 International Schwannomatosis Workshop: From genetics to diagnostic crieria.  Am  Med Geneet Part A 161A405-416."
"382","NF093068","Lee MH, Lin SR, Chang JY, et al.  2010.  TGF-beta induces TIAF1 self-aggregation via type II receptor-independent signaling that leads to generation of amyloid beta plaques in Alzheimer¿s disease.  Cell Death Dis 1, e110."
"383","NF093068","Subhan D, Huang SS, Hong Q, et al.  2010.  Zfra is a small wizard in the mitochondrial pathway of apoptosis.  Aging 2:1023-1029."
"384","NF093068","Lin HP, Chang JY, Huang SS, et al.  2011.  Phorbol ester dissociates an in vivo MEK/WOX1 complex for switching on a novel type of apoptosis in T lymphocytes.  Genes Cancer 2(5):550-562."
"385","NF093068","Chang JY, Chiang MF, Lin SR, et al.  2012.  TIAF1 self-aggregation in peritumor capsule formation, spontaneous activation of SMAD-responsive promoter in p53-deficient environment, and cell death.  Cell Death Disease 3:e302."
"386","NF093077","Sarver A and Subramanian S.  2012.  Competitive endogenous RNA database.  Bioinformation 8(15):731-733."
"387","NF093077","Subramanian S and Kartha RV.  2012.  MicroRNA mediated gene regulations in human sarcomas.  Cell Mol Life Sci 69(21):3571-3585."
"388","NF093077","Shu J, Xia Z, Li L, et al.  2012.  Dose-dependent differential mRNA target selection and regulation by let-7a-7f and miR-17-92 cluster microRNAs.  RNA Biol 9:1275-1287."
"389","NF093079","Boggiano JC, Vanderzalm PJ, and Fehon RG.  2011.  Tao-1 phosphorylates Hippo/MST kinases to regulate the Hippo-Salvador-Warts tumor suppressor pathway.  Dev Cell 21(5):888-895."
"390","NF093089","Yogesha S, Sharff A, Giovannini M, et al.  2011.  Unfurling of the band 4.1, erzin, radixin, moesin (FERM) domain of the merlin tumor suppressor.  Protein Science 20:2113-2120."
"391","NF093091","Vitte J, Gao F, Coppola G, et al.  2017.  Timing of Smarcb1 and Nf2 inactivation determines schwannoma versus rhabdoid tumor development.  Nat Commun 8(1):300."
"392","NF093118","Chow HY, Stepanova D, Koch J, et al.  2010.  p21-activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.  PLos ONE 5(11):e13791."
"393","NF093135","Shuai YC, Hu Y, Qin H, Campbell RA, et al.  2011.   Distinct molecular underpinnings of Drosophila olfactory trace conditioning.   Proc Nat Acad Sci USA 108:20201-20206."
"394","NF093145","Zhang N, Bai H, David KK, et al.  2010.  The Merlin/NF2 tumor suppressor functions through the YAP oncoprotein to regulate tissue homeostasis in mammals.  Dev Cell 19:27-38."
"395","NF093145","Pan D.  2010.  The Hippo signaling pathway in development and cancer.  Dev Cell 19:491-505."
"396","NF093145","Yin F, Yu J, Zheng Y, et al.  2013.  Spatial organizational of hippo signaling at the plasma membrane mediated by the tumor suppressor Merli/NF2.  Cell 154:1342-1355."
"397","NF100047","James MF, Stivison E, Beauchamp R, et al.  2012.  Regulation of mTOR complex 2 signaling in NF2-deficient target cell types.  Mol Cancer Res 10:649-659.

"
"398","NF100047","Beauchamp RL, James MF, DeSouza PA, et al.  2015.  A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.  Oncotarget 6(19):16981-16997."
"399","NF100053","Wu J, Patmore DM, Jousma E, et al.  2014  EGFR-STAT3 signaling promotes formation of malignant peripheral nerve sheath tumors.  Oncogene 33:173-180."
"400","NF100057","Plotkin SR and Albers AC.  2014.  Update from the 2013 International Neurofibromatosis Conference.  Am J Med Genet A 164A:2969-2978."
"401","NF100057","Paria N and Cho TJ.  2014.  Neurofibromin deficiency associated transcription dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.  J Bone Miner Res 29(12):2636-2642."
"402","NF100082","De Raedt T, Beert E, Pasmant E, et al.  2014.  PRC2 loss amplifies Ras-driven transcription and confers sensitivity to BRD4-based therapies.  Nature 514(7521):247-251."
"403","NF100085","Mo W, Chen J, Patel A, et al.  2013.  CXCR4/CXCL12 mediate autocrine cell-cycle progression in NF1-associated malignant peripheral nerve sheath tumors.  Cell 152(5):1077-1090."
"404","NF100087","Sharma R, Wu X, Rhodes SD, et al.  2013.  Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.  Hum Mol Genet 22(23):4818-4828."
"405","NF100087","He Y, Rhodes SD, Chen S, et al.  2012.  c-Fms signaling mediates neurofibromatosis Type-1 osteoclast gain-in-functions.  PLoS One 7(11):e46900."
"406","NF100087","Rhodes S, Wu X, He Y, et al.  2013.  Hyperactive transforming growth factor-beta1 signaling potentiates skeletal defects in a neurofibromatosis type 1 mouse model.  J Bone Miner Res 28(12):2476-2489."
"407","NF100087","Wu X, Chen S, He Y, et al.  2011.  The haploinsufficient hematopoietic microenvironment is sufficient to normalize the pathological fracture repair in genetically engineered murine models of neurofibromatosis type 1.  PLoS One 6(9):e24917."
"408","NF100090","Baia GS, Caballero OL, Orr BA, et al.  2012.  Yes-associated protein 1 is activated and functions as an oncogene in meningiomas.  Mol Cancer Res 10(7):904-913."
"409","NF100090","Baia GS, Caballero OL, and Riggins GJ.  2012.  The Hippo signaling pathway and translational opportunities for brain cancers.  CNS Oncology 1(2):113-115."
"410","NF100099","Moutal A, Wang Y, Yang X, et al. 2017. Dissecting the role of the CRMP2-Neurofibromin complex on pain behaviors. Pain 11:2203-2221. doi: 10.1097/j.pain.0000000000001026."
"411","NF100099","Moutal A, Sun L, Yang X, Li W, Cai S, Luo S, Khanna R. CRMP2-Neurofibromin Interface Drives NF1-related Pain. Neuroscience. 2018 Jun 15;381:79-90. doi: 10.1016/j.neuroscience.2018.04.002. Epub 2018 Apr 12. PubMed PMID: 29655575."
"412","NF100099","Moutal A, Yang X, Li W, et al. 2017. CRISPR/Cas9 editing of Nf1 gene identifies CRMP2 as a therapeutic target in neurofibromatosis type 1 (NF1)-related pain that is reversed by (S)-Lacosamide.  Pain 158(12):2301-2319. doi: 10.1097/j.pain.0000000000001002."
"413","NF100099","Wilson SM, Schmutzler BS, Brittain JM, et al.  2012.  Inhibition of transmitter release and attenuation of AIDS therapy induced and tibial nerve injury-related painful peripheral neuropathy by novel synthetic Ca2+ channel peptides.  J Biol Chem 287(42):35065-35077."
"414","NF100099","Ju W, Li Q, Wilson SM, et al.  2013.  SUMOylation alters CRMP2 regulation of calcium influx in sensory neurons.  Channels (Austin) 7(3):153-159."
"415","NF100099","Quach TT, Wilson SM, Rogemond V, et al.  2013.  Mapping CRMP3 domains involved in dendrite morphogenesis and voltage-gated calcium channel regulation.  J Cell Science 126(Pt 18):4262-4273."
"416","NF100099","Khanna R, Wilson SM, Brittain JM, et al.  2012.  Opening Pandora¿s Jar: A primer on the putative roles of collapsin response mediator protein 2 (CRMP2) in a panoply of neurodegenerative, sensory and motor neuron, and central disorders.  Future Neurol 7(6):749-771."
"417","NF100136","Tan M, Zhao Y, Kim SJ,et al.  2011.  SAG/RBX2/ROC2 E3 ubiquitin ligase is essential for vascular and neural development by targeting NF1 for degradation.  Developmental Cell 21(6):1062-1076."
"418","NF100136","Wang Y, Kim E, Wang X, et al.  2012.  ERK inhibition rescues fate-specification defects of Nf1-deficient neural progenitors and brain abnormalities.  Cell 150(4):816-830."
"419","NF110047","Chen Z, Pradhan S, Liu C, et al.  2012.  Skin-derived precursors as a source of progenitors for cutaneous nerve regeneration.  Stem Cells 30(10):2261-2270."
"420","NF110047","Mo W, Chen J, Patel A, et al.  2013.  CXCR4/CXCL12 mediate autocrine cell cycle progression in NF1-associated malignant peripheral nerve sheath tumors.  Cell 152(5):1077-1090."
"421","NF110047","Chen Z, Liu C, Patel A, et al.  2014.  Cells of origin in the embryonic nerve roots for NF1-associated plexiform neurofibromas.  Cancer Cell 26(5):695-706."
"422","NF110047","Patel A, Liao CP, Chen Z, et al.  2014.  Bromodomain inhibition triggers apoptosis of NF1-associated malignant peripheral nerve sheath tumors through Bim induction.  Cell Rep 6(1):81-92."
"423","NF110052","Packer RJ, Fisher MJ, Cutter G, et al. 2018. Neurofibromatosis Clinical Trial Consortium. J Child Neurol 33(1): 82-91. doi: 10.1177/0883073817739196."
"424","NF110057","Choi K, Komurov K, Fletcher JS, Jousma E, Cancelas JA, Wu J, Ratner N. An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system. Sci Rep. 2017 Mar 3;7:43315. doi: 10.1038/srep43315. PubMed PMID: 28256556; PubMed Central PMCID: PMC5335359."
"425","NF110080","Jonas RK, Roh E, Montojo CA, et al. 2017. Risky decision making in Neurofibromatosis Type 1: An exploratory study. Biol Psychiatry Cogn Neurosci Neuroimaging 2(2):170-179. doi: 10.1016/j.bpsc.2016.12.003.PMID: 28736755 PMCID: PMC5518467."
"426","NF110080","Tomson SN, Schreiner M, Narayan M, et al.  2015. Resting state functional MRI reveals abnormal network connectivity in Neurofibromatosis 1.  Hum Brain Mapp 36(11):4566-4581."
"427","NF110082","Brosius SN, Turk AN, Byer SJ, et al.  2014.  Neuregulin-1 overexpression and Trp53 haploinsufficiency cooperatively promote de novo malignant peripheral nerve sheath tumor pathogenesis.  Acta Neuropath 127(4):573-591."
"428","NF110082","Brossier NM, Prechtl AM, Longo JF, et al.  2015.  Classic Ras proteins promote proliferation and survival via distinct phosphoproteome alterations
in neurofibromin-null malignant peripheral nerve sheath tumor cells. J Neuropath Experimental Neuro 74(6):568-586."
"429","NF110082","Hanemann CO, Blakeley JO, Nunes FP, et al.  2016.  Current status and recommendations for biomarkers in neurofibromatosis.  Neurology, 87(7 Supplement 1): S40-48."
"430","NF110082","Brosius SN, Turk AN, Byer SJ, et al.  2014.  Combinatorial therapy with tamoxifen and trifluoperazine effectively inhibits malignant peripheral nerve sheath tumor growth by targeting complementary signaling cascades.  J Neuropathol Experiment Neurol 73(11): 1078-1090."
"431","NF110082","Kaza N, Kohli L, Graham CD, et al.  2014.  BNIP3 regulates AT101 [(-)-gossypol] induced malignant peripheral nerve sheath tumor cell death.  PLoS One 9(5):e96733."
"432","NF110082","Carroll SL. 2016.  The challenge of cancer genomics in rare nervous system neoplasms: malignant peripheral nerve sheath tumors as a paradigm for cross-species comparative oncogenomics.  American J Pathol 186(3):464-477."
"433","NF110082","Kazmi SJ, Byer SJ, Eckert JM, et al.  2013.  Transgenic mice overexpressing neuregulin-1 model neurofibromamalignant peripheral nerve sheath tumor progression and implicate specific chromosomal copy number variations in tumorigenesis.  Am J Pathol 182(3): 646-677."
"434","NF110091","Burgess MR, Hwang E, Firestone AJ, et al.  2014.  Preclinical efficacy of MEK inhibition in Nras mutant acute myeloid leukemia.  Blood 124:3947-3955."
"435","NF110103","Brastianos PK, Horowitz PM, Santagata S, et al.  2013.  Genomic sequencing of meningiomas reveals oncogenic SMO and AKT1 mutations.  Nature Genetics 45(3):285-289."
"436","NF110105","Brown K, Seol H, Pillai DK, et al.  2013.  The human secretome atlas initiative: implications in health and disease conditions.  Biochim Biophys Acta 1834(11):2454-2461."
"437","NF110105","Hathout Y.  2015.  Proteomic methods for biomarker discovery and validation. Are we there yet.  Expert Rev Proteomics 12(4):329-331."
"438","NF110108","Ki DH, He S, Rodig S, et al. 2017. Overexpression of PDGFRA cooperates with loss of NF1 and p53 to accelerate the molecular pathogenesis of malignant peripheral nerve sheath tumors.  Oncogene 36:1058-1068."
"439","NF110108","Zhu C, Smith T, McNulty J, et al.  2011.  Evaluation and application of modularly assembled zinc-finger nucleases in zebrafish.  Development 138(20):4555-4564."
"440","NF110108","Shin J, Padmanabhan A, de Groh E, et al.  2012.  Zebrafish neurofibromatosis type 1 genes have redundant functions in tumorigenesis and embryonic development.  Dis Model Mech 5(6):881-894."
"441","NF110108","Wolman MA, de Groh ED,  McBride SM, et al.  2014. Modulation of cAMP and Ras Signaling Pathways Improves Distinct Behavioral Deficits in a Zebrafish Model of Neurofibromatosis Type 1. Cell Rep 8(5):1265-1270."
"442","NF120032","Chen Y-H, McGowan LD, Cimino PJ, et al.  2015.  Mouse low-grade gliomas contain cancer stem cells with unique molecular and functional properties.  Cell Reports 10:1899-1912."
"443","NF120032","Hambardzumyan D, Gutmann DH, and Kettenmann H.  2016.  The role of microglia and macrophages in glioma maintenance and progression.  Nat Neurosci 19:20-27."
