"","Proposal Number","Publication"
"4403","PC073761","Godoy A, Watts A, Sotomayor P, et al.  2008.  Androgen receptor is causally involved in the homeostasis of the human prostate endothelial cell.  Endocrinology 149:2959-2969."
"4404","PC073761","Chadha K, Nair B, Chakravarthi S, et al.  2011.  Enzymatic activity of free-prostate-specific antigen (F-PSA) is not required for some of its physiological activities. Prostate 71(15):1680-1690."
"4405","PC073761","Reinicke K, Sotomayor P, Cisterna P, et al.  2012.  Cellular distribution of Glut-1 and Glut-5 in benign and malignant human prostate tissue.
J Cell Biochem 113(2):553-62.
"
"4406","PC073761","Mohler JL, Titus M., Godoy A, et al.  2011.  Intracrine synthesis of androgen by prostate cancer in response to androgen deprivation therapy.  In: Recent Advances in Prostate Cancer: Basic Science Discoveries and Clinical Advance.  (Tindall DJ, and Scardino PT, Ed.).  World Scientific Publishing Company, USA, Chapter 8."
"4407","PC073763","Honorio S, Li H, and Tang DG.  2009.  Prostate cancer stem/progenitor cells.  In: Stem Cells and Cancer.  Bagley RG and Teicher BA, Eds.  Humana Press, New York, New York."
"4408","PC073763","Li HW, Jiang M, Honorio S, et al.  2009.  Methodologies in assaying prostate cancer stem cells.  In: Methods Mol. Biol.  Yu JS, Ed.  Humana Press, New York, New York.  

"
"4409","PC073769","Freeman MR, Kim J, Lisanti MP, et al.  2011.  A metabolic perturbation by U0126 identifies a role for glutamine in resveratrol-induced cell death.  Cancer Biology and Therapy 12(11):966-977."
"4410","PC073769","Di Vizio D, Morello M, Sotgia F, et al.  2009.  An absence of stromal caveolin-1 is associated with advanced prostate cancer, metastatic disease and epithelial Akt activation.  Cell Cycle 8:2420-2424.  "
"4411","PC073769","Cinar B, Collak FK, Lopez D, et al.  2011.  MST1 is a multifunctional caspase-independent inhibitor of androgenic signaling.  Cancer Research 71:4303-4313.  "
"4412","PC073769","Solomon KR and Freeman MR.  2011.  The complex interplay between cholesterol and prostate malignancy.  Urologic Clinics of North America 38:243-259.  "
"4413","PC073769","Mostaghel EA, Solomon KR, Pelton K, et al.  2012.  Impact of circulating cholesterol levels on growth and intratumoral androgen concentration of prostate tumors.  PLoS One 7(1):e30062. "
"4414","PC073769","Mukhopadhyay M, Kim J, Cinar B, et al.  2009.  Heterogeneous nuclear ribonucleoprotein K is a novel regulator of androgen receptor translation.  Cancer Res 69:2210-2218."
"4415","PC073769","Di Vizio D, Kim J, Hager, MH, et al.  2009.  Oncosome formation in prostate cancer: Association with a region of frequent chromosomal deletion in metastatic disease.  Cancer Res 69:5601-5609."
"4416","PC073769","Freeman MR, Di Vizio D and Solomon KR.  2010.  The rafts of the Medusa:  Cholesterol targeting in cancer therapy.  Oncogene 29:3745-3747."
"4417","PC073779","Jiang X, Chen S, Asara JM, et al.  2010.  Phosphoinositide 3-kinase pathway activation in phosphate and tensin homolog (PTEN)-deficient prostate cancer cells is independent of receptor tyrosine kinases and mediated by the p110beta and p110delta catalytic subunits.  J Biol Chem 285(20):14980-14989."
"4418","PC073779","Cai C, Portnoy DC, Wang H, et al.  2009.  Androgen receptor expression in prostate cancer cells is suppressed by activation of epidermal growth factor receptor and ErbB2.  Cancer Res 69:5202-5209."
"4419","PC073790","Wang J, Place RF, Huang V, et al.  2010.  Prognostic value and function of KLF4 in prostate cancer: RNAa and vector-mediated overexpression identify KLF4 as an inhibitor of tumor cell growth and migration.  Cancer Res 70:10182-10191."
"4420","PC073790","Portnoy V, Huang V, Place RF et al.  2011.  Small RNA and transcriptional upregulation.  Wiley Interdiscip Rev RNA 2(5):748-760."
"4421","PC073790","Huang V, Qin Y, Wang J, et al.  2010.  RNAa is conserved in mammalian cells.  PLoS One.  5(1):e8848."
"4422","PC073813","Guo P, Zhao KW, Dong XY, et al.  2009.  Acetylation of KLF5 alters the assembly of P15 transcription factors in TGFbeta-mediated induction in epithelial cells.  J Biol Chem 284:18184-93."
"4423","PC073813","Guo P, Dong XY, Zhao KW, et al.  2009.  Opposing effects of KLF5 on the transcription of Myc in epithelial proliferation in the context of TGFbeta.  J Biol Chem 284(41):28243-28252.

"
"4424","PC073813","Guo P, Dong XY, Zhang X, et al.  2009.  Pro-proliferative factor KLF5 becomes anti-proliferative in epithelial homeostasis upon signaling-mediated modification.  J Biol Chem 284(10):6071-6078."
"4425","PC073828","Kwabi-Add B, Wang S, Chung W, et al.  2010.  Identification of differentially methylated genes in normal prostate tissues from African American and Caucasian men.  Clin Cancer Res 16(14):3539-3547."
"4426","PC073829","Liu S, Qi Y, Ge Y, et al.  2010.  Telomerase as an important target of androgen signaling blockade for prostate cancer treatment.  Mol Cancer Ther 9(7):2016-25."
"4427","PC073831","Nam C, Case AJ, Hostager BS, et al.  2009.  The role of vasoactive intestinal peptide (VIP) in megakaryocyte proliferation.  J Mol Neurosci 37(2):160-167."
"4428","PC073831","Place TL, Fitzgerald MP, Venkataraman S, et al.   2011.  Aberrant promoter CpG methylation is a mechanism for impaired PHD3 expression in a diverse set of malignant cells.  PLoS One 6(1):e14617."
"4429","PC073831","Case AJ and Domann FE.  2009.  Hypoxia-induced gene regulation through hypoxia inducible factor-1 alpha.  In: Redox Signaling and Regulation in Biology and Medicine.  Jacob C and Winyard P, et al, Eds.  Wiley-VCH."
"4430","PC073831","Case AJ, McGill JL, Tygrett LT, et al.  2011.  Elevated mitochondrial superoxide disrupts normal T cell development, impairing adaptive immune responses to an influenza challenge.  Free Radic Biol Med 50(3):448-458."
"4431","PC073847","Kolluri S, Zhu X, Zhou X, et al.  2008.  A short Nur77-derived peptide converts Bcl-2 from a protector to a killer.  Cancer Cell 14:285-298."
"4432","PC073847","Han YH, Zhou H, Kim JH, et al.  2009.  A unique cytoplasmic localization of RARgamma and its regulations.  J Biol Chem 284:18503-18514."
"4433","PC073847","Zhou H, Liu W, Su Y, et al.  2010.  NSAID sulindac and its analogs bind RXRalpha and inhibit RXRalpha-dependent AKT signaling.  Cancer Cell 17:560-573."
"4434","PC073847","Yan TD, Wu H, Zhang HP, et al.  2010.  Oncogenic potential of retinoic acid receptor-gamma in hepatocellular carcinoma.  Cancer Res 70:2285-2295.
"
"4435","PC073847","Sun Z, Cao X, Jiang M-M, et al.  2012.  Inhibition of beta-catenin signaling by nongenomic action of orphan nuclear receptor Nur77.  Oncogene 31(21):2653-2667."
"4436","PC073847","Liu J, Zhou W, Li SS, et al.  2008.  Modulation of orphan nuclear receptor Nur77-mediated apoptotic pathway by acetylshikonin and analogues.  Cancer Res 68:8871-8880."
"4437","PC073847","Wu H, Lin Y, Li W, et al.  2010.  Regulation of Nur77 expression by beta-catenin and its mitogenic effect in colon cancer cells.  FASEB J 25:192-205.  "
"4438","PC073851","Y Pu, Wang WB, Achilefu S, et al.  2011.  Study of rotational dynamics of receptor-targeted contrast agents in cancerous and normal prostate tissues using time-resolved picosecond emission spectroscopy.  Appl Opt 50(7):1312-1322.

"
"4439","PC073851","Xu M, Pu Y, and Wang WB.  2011.  Clean image synthesis and target numerical marching for optical imaging with backscattering light.  Biomed Opt Express 2(4):850-857."
"4440","PC073851","Pu Y, Wang WB, Xu M, et al.  2011.  Near infrared photonic finger imager for prostate cancer screening.  Technol Cancer Res Treat 10(6):507-517."
"4441","PC073851","Pu Y, Wang WB and Tang GC.  2010.  Changes of collagen and NADH contents in human cancerous and normal prostate tissues studied using fluorescence spectroscopy with selective excitation wavelength.  J Biomed Optics 15:047008."
"4442","PC073851","Pu Y, Wang WB, Das BB, et al.  2009.  Time-resolved spectral wing emission kinetics and optical imaging of human cancerous and normal prostate tissues.  Optics Communications 282:4308-4314."
"4443","PC073851","Pu Y, Wang WB, Tang GC, et al.  2013.  Near infrared spectral polarization imaging of prostate cancer tissue using Cybesin: A receptor-targeted contrast agent.  Proceedings of SPIE 8565:85651G-1-9."
"4444","PC073851","Pu Y, Wang WB, Das BB, et al.  2009.  Time-resolved near infrared wing emission of human native cancerous and normal prostate tissues.  Proceedings of SPIE 7174:71741W-1-6."
"4445","PC073851","Pu Y, Tang R, Xue J, et al.  2013.  Synthesize dye-bioconjugates to visualize cancer cells using fluorescence microscopy.  Proceedings of SPIE 8587:85871Z-1-8.

"
"4446","PC073851","Pu Y, Wang W, Yang Y, et al.  2013.  The efficacy of stokes shift spectroscopy for detecting prostate and breast cancer tissue.  Proceedings of SPIE 8577:857702-1-9."
"4447","PC073851","Jeyasingh E, Pu Y, Liu CH, et al.  2011.  Diagnostic potential of Stokes shift spectroscopy of breast and prostate tissues -- a preliminary pilot study.  Technol Cancer Res Treat 10(2):153-162."
"4448","PC073851","Pu Y, Wang W, Yang Y, et al.  2012.  Stokes shift spectroscopy highlights differences of cancerous and normal human tissues.  Optics Lett 37(16)3360-3362."
"4449","PC073851","Pu Y, Tang GC, Wang WB, et al.  2011.  Native fluorescence spectroscopic evaluation of chemotherapeutic effects on malignant cells using nonnegative matrix factorization analysis.  Technol Cancer Res Treat 10(2)113-120."
"4450","PC073851","Pu Y, Wang WB, Das BB, et al.  2012.  A mini-review of ultrafast fluorescence polarization spectroscopy.  Appl Opt 52(5):917-929."
"4451","PC073851","
Pu Y, Wang W, Xu M, et al.  2012.  Characterization and three-dimensional localization of cancerous prostate tissue using backscattering scanning polarization imaging and independent component analysis.  J Biomed Opt 17(8):081419-1-8.
"
"4452","PC073851","Jeyasingh E, Yang P, Wang WB, et al.  2012.  Stokes shift spectroscopy pilot study for cancerous and normal prostate tissues.  Appl Optics 51(16):3642-3649."
"4453","PC073851","Pu Y, Wang W, Al-Rubaiee M, et al.  2012.  Determination of optical coefficients and fractal dimensional parameters of cancerous and normal prostate tissues.  Appl Spectrosc 66(7)828-834."
"4454","PC073851","Pu Y, Wang WB, Tang GC, et al.  2010.  Changes of collagen and NADH contents in human cancerous and normal prostate tissues studied using fluorescence spectroscopy with selective excitation wavelength.  J Biomed Opt 15:047008-1-5."
"4455","PC073851","Pu Y, Tang R, Xue J, et al.  2013.  Synthesize dyebioconjugates to visualize cancer cells using fluorescence microscopy.  2013 International Biomedical Optics Symposium (BIOS), SPIE Photonics West 2013, Conference 8587: 'Imaging, Manipilation, and Analysis of Biomolecules, Cells, and Tissues XI,' San Francisco, California, Technical Program, 8587-73, p 152."
"4456","PC073851","Pu Y, Wang W, Yang Y, et al.  2013.  Stokes shift spectroscopic analysis of multi-fluorophores for human cancer detection in breast and prostate tissues.  Journal of Biomedical Optics 18(1):017005-1-8."
"4457","PC073851","Pu Y, Wang W, Yang Y, et al.  2012.  Cancer detection using stokes shift spectroscopy.  BioOptics World 5(6):35-43."
"4458","PC073851","Jeyasingh E, Pu Y, Liu CH, et al.  2011.  Stokes-shift spectroscopy for breast and prostate cancer detection.  Technol Cancer Res Treat 10(2):153-162.

"
"4459","PC073851","Pu Y, Xue J, Xu B, et al.  2013.  Investigation of native fluorescence spectral difference among prostate cancer cell lines with different risk levels.  Proceedings of SPIE 8577:85770X-1-8."
"4460","PC073877","Hannon GJ, Rivas FV, Murchison EP, et al.  2006.  The expanding universe of noncoding RNAs. Cold Spring Harbor Symp Quant Biol 71:551-564."
"4461","PC073877","Zou JX, Guo L, Revenko AS, et al.  2009.  Androgen-induced coactivator ANCCA mediates specific androgen receptor signaling in prostate cancer.  Cancer Res 15:69 (8):3339-3346. "
"4462","PC073877","Yang P, Guo L, Duan ZJ, et al.  2012.  Histone methyltransferase NSD2/MMSET mediates constitutive NF-kappaB signaling for cancer cell proliferation, survival, and tumor growth via a feed-forward loop.  Mol Cell Biol 32(15):3121-3131.  "
"4463","PC073887","Yallapu MM, Jaggi M, and Chauhan SC.  2010.  Scope of nanotechnology in ovarian cancer therapeutics.  J Ovarian Res 6:3:19."
"4464","PC073887","Yallapu MM, Gupta B, Jaggi M et al.  2010.  Fabrication of curcumin encapsulated PLGA nanoparticles for improved therapeutic effects in metastatic cancer cells.  J Colloid Interface Sci 351(1):19-29."
"4465","PC073887","Yallapu MM, Jaggi M, and Chauhan SC.  2010.  Poly(beta-cyclodextrin)-curcumin self-assembly: A novel approach to improve curcumin delivery and its therapeutic efficacy in prostate cancer cells.  Macromol Biosci 10(10):1141-1151."
"4466","PC073887","Yallapu MM., Jaggi M, and Chauhan SC.  2011.  Design and engineering of nanogels for cancer treatment.  Drug Discov Today 16(9-10):457-63."
"4467","PC073887","Sundram V, Chauhan SC, and Jaggi M.  2012.  Curcumin attenuates beta-catenin signaling in prostate cancer cells through activation of protein kinase D1.  PLoS One 7(4):e35368."
"4468","PC073887","Yallapu MM, Othman SF, Curtis ET, et al.  2012.  Curcumin loaded magnetic nanoparticles for breast cancer therapeutics and imaging applications.  Int J Nanomedicine 7:1761-1779.

"
"4469","PC073887","Yallapu MM, Othman SF, Curtis ET, et al.  2011.  Multi-functional magnetic nanoparticles for magnetic resonance imaging and cancer therapy.  Biomaterials 32(7):1890-1905."
"4470","PC073887","Yallapu MM, Ebeling MC, Chauhan N, et al.  2011.  Interaction of curcumin nanoformulations with human plasma proteins and erythrocytes.  Internat J Nanotech 6:2779-2790."
"4471","PC073887","Yallapu MM, Doberphool M, Maher DM, et al.  2012.  Design of curcumin loaded cellulose nanoparticles for prostate cancer.  Curr Drug Metab 13(1):120-128."
"4472","PC073887","Yallapu MM, Jaggi M, and Chauhan SC.  2012.  Curcumin nanoformulations: A future nanomedicine for cancer.  Drug Discovery Today 17(1-2):71-80."
"4473","PC073887","Yallapu MM, Jaggi M, and Chauhan SC.  2010.  Poly(beta-cyclodextrin)-curcumin self-assembly : A novel approach to improve curcumin delivery and its therapeutic efficacy in prostate cancer cells.  Macromol Biosci 10(10):1141-1151."
"4474","PC073887","Chauhan SC, Jaggi M, Bell MC, et al.  2009.  Epidemiology of human papilloma virus (HPV) in cervical mucosa.  Methods Mol Biol 471:439-456.  PMID: 19109793."
"4475","PC073887","Yallapu MM, Jaggi M, and Chauhan SC. 2010. Beta-cyclodextrin-curcumin self-assembly enhances curcumin delivery in prostate cancer cells.  Colloids Surf B: Biointerfaces 79(1):113-25."
"4476","PC073887","Chauhan SC, Kumar D, and Jaggi M.  2009.  Mucins in ovarian cancer diagnosis and therapy.  J Ovarian Res 2(1):21.  PMID: 20034397."
"4477","PC073887","Yallapu MM, Maher DM, Sundram V, et al.  2010. Curcumin induces chemo/radiosensitization in ovarian cancer cells and curcumin nanoparticles inhibit ovarian cancer cell growth.  J Ovarian Res 29:3-11."
"4478","PC073887","Bell MC, Schmidt-Grimminger D, Jacobsen C, et al.  2011.  Risk factors for HPV infection among American Indian and white women in the northern plains.  Gynecol Oncol 121(3):532-536.

"
"4479","PC073887","Yallapu MM, Othman SF, Curtis ET, et al.  2011.  Multi-functional magnetic nanoparticles for magnetic resonance imaging and cancer therapy.  Biomaterials 32(7):1890-1905."
"4480","PC073912","Guo Z, Yang X, Sun F, et al.  2009.  A novel androgen receptor splice variant is up-regulated during prostate cancer progression and promotes androgen depletion-resistant growth.  Cancer Res 69:2305-2313."
"4481","PC073917","Linn DE, Yang X, Sun F, et al.  A role of OCT4 for tumor initiation of drug resistant prostate cancer cells.  Genes & Cancer 1:908-916."
"4482","PC073917","Dai B, Chen H, Guo S, et al.  Compensatory up-regulation of tyrosine kinase Etk/BMX in response to androgen deprivation promotes castration-resistant growth of prostate cancer cells.  Cancer Research 70:5587-5596."
"4483","PC073945","Cai H, Babic I, Wei X, et al.  2011.  Invasive prostate carcinoma driven by c-Src and androgen receptor synergy.  Cancer Res 71(3):862-872."
"4484","PC073945","Memarzadeh S, Cai H, Janzen D, et al.  2011.  Role of autonomous androgen receptor signaling in prostate cancer initiation is dichotomous and depends on the oncogenic signal.  Proc Natl Acad Sci U S A 108(19):7962-7967."
"4485","PC073945","Cai H, Smith DA, Memarzadeh S, et al.  2011.  Differential transformation capacity of Src family kinases during the initiation of prostate cancer.  Proc Natl Acad Sci U S A 103(16):6579-6584."
"4486","PC073951","Zhao H, Lo Y-H, Ho P-H, et al.  2012.  Interaction of proliferation cell nuclear antigen (PCNA) with the non-receptor tyrosine kinase c-Abl in cell proliferation and response to DNA damages in breast cancer cells.  PLoS ONE 7(1):e29416.  "
"4487","PC073951","Lo Y-H, Ho P-C, and Wang S-C. 2012. Epidermal Growth Factor Receptor Protects Proliferating Cell Nuclear Antigen from Cullin 4A Protein-mediated Proteolysis J Biol Chem 287:27148-27157."
"4488","PC073951","Zhao H, Lo Y-H, Ma L, et al.  2011.  Targeting tyrosine phosphorylation of PCNA inhibits prostate cancer growth.  Mol Cancer Therap 10:29-36."
"4489","PC073952","Shiozawa Y, Pienta KJ, Taichman RS.  2011.  Hematopoietic stem cell niche is a potential therapeutic target for bone metastatic tumors.  Clin Cancer Res 17(17):5553-5558."
"4490","PC073952","Shiozawa Y, Pedersen EA, Havens AM, et al.  2011.  Metastases target the hematopoietic stem cell niche to establish footholds in bone.  J Clin Invest 121(4):1298-1312.

"
"4491","PC073952","Y Shiozawa, EA Pedersen, AM Havens, et al.  2011. Metastases target the hematopoietic stem
cell niche to establish footholds in bone.  J Clin Invest 121(4):1298-1312."
"4492","PC073952","Pedersen EA, Shiozawa Y, Taichman RS.  2010.  Meeting report from the IX international meeting on cancer induced bone disease.  IBMS 7(1):32-46.

"
"4493","PC073969","Barron D, Ressler SD, Dang SJ, et al.  2010.  TGF-beta1 induces an age-dependent Inflammation of nerve ganglia and fibroplasia in the prostate gland stroma of a novel transgenic mouse.  PLoS ONE 5(10): e13751."
"4494","PC073976","Conway RE, Joiner K, Patterson A, et al. 2013. Prostate specific membrane antigen produces pro-angiogenic laminin peptides downstream of matrix metalloprotease-2. Angiogenesis 16(4):847-60."
"4495","PC073976","Grant CL, Caromile LA, Rahman MM, et al.  2012.  Prostate specific membrane antigen (PSMA) regulates angiogenesis independently of VEGF during ocular neovascularization.  PLoS One 7(7):e41285."
"4496","PC073977","Yates C.  2011.  Prostate tumor cell plasticity: A consequence of the microenvironment.  Adv Exp Med Biol 720:81-90. "
"4497","PC073977","Josson S, Sharp S, Sung S-Y, et al.  2010.  Tumor-stromal interactions influence radiation sensitivity in epithelial- versus mesenchymal-like prostate cancer cells.  Journal of Oncology, Volume 2010, Article ID 232831, 10 pages."
"4498","PC073977","Josson S, Anderson CS, Sung S-Y, et al.  2011.  Inhibition of ADAM9 expression induces epithelial phenotypic alterations and sensitizes human prostate cancer cells to radiation and chemotherapy.  Prostate 71(3):232-240."
"4499","PC073977","Zhou J, Wang H, Cannon V, et al.  2011.  Side population rather than CD133+ cells distinguishes enriched tumorigenicity in hTERT-immortalized primary prostate cancer cell.  Molecular Cancer 10(1):112.  "
"4500","PC073981","Deng X, Liu H, Huang J, et al.  2008.  Ionizing radiation induces prostate cancer cell neuroendocrine differentiation through interplay of CREB and ATF2: Implications for disease progression.  Cancer Res 68:9663-9670."
"4501","PC073981","Hu CD, Choo R, and Huang J. 2015. Neuroendocrine differentiation in prostate cancer: a mechanism of radioresistance and treatment failure. Front Oncol 5:90. doi: 10.3389/fonc.2015.00090. eCollection 2015."
"4502","PC073981","Deng X, Elzey BD, Poulson JM, et al.  2011.  Ionizing radiation induces neuroendocrine differentiation in vitro, in vivo and in human prostate cancer patients.  Am J Cancer Res 1:834:844."
"4503","PC073981","Deng X, Liu H, Huang J, et al.  2008.  Ionizing radiation induces prostate cancer cell neuroendocrine differentiation through interplay of CREB and ATF2: Implications for disease progression.  Cancer Res 68:9663-9670.

"
"4504","PC073981","Hsu C and Hu CD.  2012.  Critical role of an N-terminal end nuclear export signal in regulation of ATF2 subcellular localization and transcriptional activity.  J Biol Chem 287:8621-8632."
"4505","PC073988","Gong Y, Li Y, Lu Y, et al.  2011.  Bioactive tanshinones in salvia miltiorrhiza inhibit the growth of prostate cancer cells in vitro and in mice.  Int J Cancer 129:1042-1052."
"4506","PC073988","Li Y, Gong Y, Li L, et al. 2013. Bioactive tanshinone I inhibits the growth of lung cancer in part via downregulation of Aurora A function.  Mol Carcinog 52(7):535-543."
"4507","PC073988","Gong Y, Li Y, Abdolmaleky HM, et al.  2012. Tanshinones inhibit the growth of breast cancer cells through epigenetic modification of Aurora A expression and function.  PLoS One 7(4):e33656."
"4508","PC073989","Levina E, Chen M, Carkner R, et al.  2012.  Paracrine hedgehog increases the steroidogenic potential of prostate stromal cells in a Gli-dependent manner.  Prostate 72(8):817-824.

"
"4509","PC073989","Shtutman M, Baig M, Levina E, et al.  2011.  Tumor-specific silencing of COPZ2 gene encoding coatomer protein complex subunit {zeta}2 renders tumor cells dependent on its paralogous gene COPZ1.  Proc Natl Acad Sci U S A.  108(30):12449-12454"
"4510","PC073989","Chen M, Feuerstein MA, Levina E, et al.  2010.  Hedgehog/Gli supports androgen signaling in androgen deprived and androgen independent prostate cancer cells.  Mol Cancer 9:89."
"4511","PC073989","Shtutman M, Maliyekkel A and Yu S.  2010.  Function-based gene identification using enzymatically generated normalized shRNA library and massive parallel sequencing. Proc Natl Acad Sci U S A 107(16):7377-82.
"
"4512","PC073989","Shtutman M and Roninson IB.  2011.  A subunit of coatomer protein complex offers a novel tumor-specific target through a surprising mechanism.  Autophagy 7(12).

"
"4513","PC073990","Kashyap V and Gudas LJ.  Epigenetic regulatory mechanisms distinguish retinoic acid-mediated transcriptional responses in stem cells and fibroblasts.  J Biol Chem 285(19):14534-14548."
"4514","PC073991","Cyrus K, Wehenkel M, Choi EY, et al.  2010.  Two-headed PROTAC: An effective new tool for targeted protein degradation.  ChemBioChem 11:1531-1534."
"4515","PC073991","Cyrus K, Wehenkel M, Choi EY, et al.  2010.  Jostling for position: Optimizing linker location in the design of estrogen receptor-targeting PROTACs.  ChemMedChem 5:979-985."
"4516","PC073991","Jang ER, Lee W, and Kim KB.  2010.  Targeted degradation of proteins by PROTAC (PROteolysis TArgeting Chimeric molecules).  Curr Protoc Chem Biol 2:71-87."
"4517","PC073991","Lee S, Sielaff B, Lee J, et al.  2010.  CryoEM structure of Hsp104 and its mechanistic implication for protein disaggregation.  Proc Natl Acad Sci U S A 107(18):8135-40."
"4518","PC073991","Sielaff B, Lee KS, and Tsai FTF.  2010.  Crystallization and preliminary X-ray crystallographic analysis of a GroEL1 fragment from mycobacterium tuberculosis H37Rv.  Acta Crystallogr F66:418-420.
"
"4519","PC073991","Cyrus K, Wehenkel M, Choi EY, et al.  2011.  Impact of linker length on the activity of PROTACs.  Mol BioSyst 7:359-364."
"4520","PC074000","Cai C, Wang H, Xu Y, et al.  2009.  Reactivation of androgen receptor-regulated TMPRSS2:ERG gene expression in castration-resistant prostate cancer.  Cancer Res 1;69(15):6027-6032.

"
"4521","PC074012","Pritchard CC, Kroh EM, Wood B, et al.  2012.  Blood cell origin of circulating microRNAs: A cautionary note for cancer biomarker studies.  Cancer Prev Res 5(3):492-497."
"4522","PC074012","Kroh EM, Parkin RP, Mitchell PS, et al.  2010.  Analysis of circulating microRNA biomarkers in plasma and serum using quantitative reverse transcription-PCR (qRT-PCR).  Methods 50(4):298-301."
"4523","PC074016","Yip KW, Cuddy M, Pinilla C, et al.  2011.  A high-content screening (HCS) Assay for the identification of chemical inducers of PML oncogenic domains (PODs).  J Biomolecular Screening 16:251-258."
"4524","PC074021","Zhou H, Liu W, Su Y, et al.  2010.  NSAID sulindac and its analog bind RXRa and inhibit RXRa-dependent AKT signaling.  Cancer Cell 17(6):560-573."
"4525","PC074022","Yu X, Wang Y, DeGraff D, et al.  2011.  Wnt/beta-Catenin activation promotes prostate tumor progression in a mouse model.  Oncogene 30(16):1868-1879."
"4526","PC074031","Podgorski I.  2009.  Future of anticathepsin k drugs: Dual therapy for skeletal disease and atherosclerosis? Future Medicinal Chemistry 1(1):21-34."
"4527","PC074031","Podgorski I, Linebaugh BE, Koblinski et al.  2009.  Bone marrow- derived cathepsin K cleaves SPARC in bone metastasis.  Am J Pathol 175(3):1255-1269."
"4528","PC074038","Joshi MD, Ahmad R, Raina D, et al.  2009.  MUC1 oncoprotein is a druggable target in human prostate cancer cells.  Mol Cancer Ther 8:3056-3065."
"4529","PC074038","Rajabi H, Joshi MD, Jin C, et al.  2011.  Androgen receptor regulates expression of the MUC1-C oncoprotein in human prostate cancer cells.  Prostate 71(12):1299-1308."
"4530","PC074041","Zhaorigetu S, Wan G, Kaini R, et al.  2008.  ApoL1, a BH3-only lipid-binding protein, induces autophagic cell death.  Autophagy 4(8):1079-82.

"
"4531","PC074041","Kaini RR, and Hu C-A.  2012.  Synergistic killing effect of chloroquine and androgen deprivation in LNCaP cells. Biochem Biophys Res Communications 425:150-156."
"4532","PC074041","Wan G, Zhaorigetu S, Liu Z, et al.  2008.  Apolipoprotein L1, a novel Bcl-2 homology domain 3-only lipid-binding protein, induces autophagic cell death.  J Biol Chem 283(31):21540-21549.

"
"4533","PC074048","Min J, Zaslavsky A, Fedele G, et al.  2010.  An oncogene-tumor suppressor cascade drives metastatic prostate cancer by coordinately activating Ras and nuclear factor-kappaB.  Nat Med 16(3):286-294."
"4534","PC074075","Viswanath S, Palumbo D, Chappelow J, et al.  2011.  Empirical evaluation of bias field correction algorithms for computer-aided detection of prostate cancer on T2w MRI.  SPIE Medical Imaging 7963."
"4535","PC074075","Chappelow J, and Madabhushi A.  2011.  HistoStitcher©:  An interactive program for accurate and rapid reconstruction of digitized whole histological sections from tissue fragments.  Comput Med Imaging Graph 35(7-8):557-567."
"4536","PC074075","Xiao G, Bloch BN, Chappelow J, et al.  2010.  A structural-functional MRI-based disease atlas: Application to computer-aided-diagnosis of prostate cancer.  SPIE Medical Imaging 7623."
"4537","PC074075","Sparks R, Toth R, Chappelow J, et al.  2010.  An integrated framework for analyzing three-dimensional shape differences:  Evaluating prostate morphometry.  Proc IEEE Int Symp Biomed Imaging.  IEEE International Symposium on (ISBI) 1081-1084."
"4538","PC074075","Chappelow J, Both S, Viswanath S, et al.  2010.  Computer-assisted targeted therapy (CATT) for prostate radiotherapy planning by fusion of CT and MRI.  SPIE Medical Imaging 7625."
"4539","PC074075","Chappelow J and Madabhushi A.  2010.  Multi-attribute combined mutual information (MACMI):  An image registration framework for leveraging multiple data channels.  Proc IEEE Int Symp Biomed Imaging.  IEEE International Symposium on (ISBI)376-379."
"4540","PC074075","Viswanath S, Chappelow J, Patel P, et al.  2011.  Enhanced multi-protocol analysis via intelligent supervised embedding (EMPrAvISE):  Detecting prostate cancer on multi-parametric MRI.  SPIE Medical Imaging 7963.

"
"4541","PC074075","Chappelow J, Bloch N, Rofsky N, et al.  2011.  Elastic registration of multimodal prostate MRI and histology via multi-attribute combined mutual information.  Med Phys 38(4):2005-2018."
"4542","PC074075","Chowdhury N, Chappelow J, Toth R, et al.  2011.  Novel approach for building linked statistical shape models for multimodal prostate radiotherapy planning.  SPIE Medical Imaging 7963."
"4543","PC074077","Fortson WS, Kayarthodi S, Fujimura Y, et al.  2011.  Histone deacetylase inhibitors, valproic acid and trichostatin-A induce apoptosis and affect acetylation status of p53 in TMPRSS2-ERG positive prostate cancer cells.  Intl J of Oncology 39(1):111-119.

"
"4544","PC074101","Facompre ND, El-Bayoumy K, Sun YW, et al.  2010.  R. 1,4- phenylenebis (methylene) selenocyanate but not selenomethionine inhibits androgen receptor and Akt signaling in human prostate cancer cells.  Cancer Prev Res 3(8):975-984."
"4545","PC074103","Vinall RL, Mahaffey CM, Davis RR, et al.  2011.  Dual blockade of PKA and NF-kappaB Inhibits H2 relaxin-mediated castrate-resistant growth of prostate cancer sublines and induces apoptosis.  Horm Cancer 2(4):224-238."
"4546","PC074104","Ko S, Shi L, Kim S, et al.  2008.  Interplay of NF-kappaB and B-myb in the negative regulation of androgen receptor expression by TNF alpha.  Mol Endocrinol 22(2):273-286.

"
"4547","PC074116","Caire AA, Sun L, Ode O, et al.  2009.  Delayed prostate-specific antigen recurrence after radical prostatectomy: How to identify and what are their clinical outcomes?  Urology 74(3):643-647."
